id,ident,type,name,municipality,iso_country,iso_region,iata_code,icao_code,latitude_deg,longitude_deg
6515,URMN,medium_airport,Nalchik Airport,Nalchik,RU,RU-KB,NAL,URMN,43.512901,43.6366
32040,ULAM,medium_airport,Naryan Mar Airport,Naryan Mar,RU,RU-NEN,NNM,ULAM,67.639999,53.121899
26403,UWGG,large_airport,Nizhny Novgorod / Strigino International Airport,Nizhny Novgorod,RU,RU-NIZ,GOJ,UWGG,56.227351,43.785152
6507,UNNT,large_airport,Novosibirsk Tolmachevo Airport,Novosibirsk,RU,RU-NVS,OVB,UNNT,55.019756,82.618675
42944,USHN,medium_airport,Nyagan Airport,Nyagan,RU,RU-KHM,NYA,USHN,62.110001,65.614998
32154,UUYP,medium_airport,Pechora Airport,Pechora,RU,RU-KO,PEX,UUYP,65.121101,57.130798
6492,ULPB,medium_airport,Petrozavodsk Airport,Petrozavodsk,RU,RU-KR,PES,ULPB,61.885201,34.154701
6491,ULOO,medium_airport,Princess Olga Pskov International Airport,Pskov,RU,RU-PSK,PKV,ULOO,57.781316,28.39384
326363,URRP,large_airport,Platov International Airport,Rostov-on-Don,RU,RU-ROS,ROV,URRP,47.493888,39.924722
32241,UUBK,medium_airport,Staroselye Airport,Rybinsk,RU,RU-YAR,RYB,UUBK,58.104198,38.929401
26412,UWWW,large_airport,Kurumoch International Airport,Samara,RU,RU-SAM,KUF,UWWW,53.504902,50.164299
42965,UWPS,large_airport,Saransk International Airport,Saransk,RU,RU-MO,SKX,UWPS,54.12513,45.212257
44870,UERS,medium_airport,Saskylakh Airport,Saskylakh,RU,RU-SA,SYS,UERS,71.927902,114.080002
6519,URSS,large_airport,Sochi International Airport,Sochi,RU,RU-KDA,AER,URSS,43.449902,39.9566
6489,ULLI,large_airport,Pulkovo Airport,St. Petersburg,RU,RU-SPE,LED,ULLI,59.800301,30.262501
6517,URMT,medium_airport,Stavropol Shpakovskoye Airport,Stavropol,RU,RU-STA,STW,URMT,45.10919952392578,42.11280059814453
26402,UUYY,medium_airport,Syktyvkar Airport,Syktyvkar,RU,RU-KO,SCW,UUYY,61.64699935913086,50.84510040283203
44865,URRT,medium_airport,Taganrog Yuzhny Airport,Taganrog,RU,RU-ROS,TGK,URRT,47.1983333,38.8491667
26395,UUDL,large_airport,Golden Ring Yaroslavl International Airport,Tunoshna,RU,RU-YAR,IAR,UUDL,57.560699,40.157398
26411,UWUU,large_airport,Ufa International Airport,Ufa,RU,RU-BA,UFA,UWUU,54.557498931885,55.874401092529
35104,UWLL,medium_airport,Ulyanovsk Baratayevka Airport,Ulyanovsk,RU,RU-ULY,ULV,UWLL,54.27016,48.225569
6522,URWW,large_airport,Volgograd International Airport,Volgograd,RU,RU-VGG,VOG,URWW,48.78134,44.339194
26400,UUOO,medium_airport,Voronezh International Airport,Voronezh,RU,RU-VOR,VOZ,UUOO,51.814324,39.230948
43692,USHQ,medium_airport,Beloyarskiy Airport,,RU,RU-KHM,EYK,USHQ,63.686901,66.698601
2691,ESNX,medium_airport,Arvidsjaur Airport,Arvidsjaur,SE,SE-BD,AJR,ESNX,65.59030151367188,19.28190040588379
2703,ESSD,medium_airport,Dala Airport,Borlange,SE,SE-W,BLE,ESSD,60.422001,15.5152
2676,ESNG,medium_airport,Gällivare Airport,Gällivare,SE,SE-BD,GEV,ESNG,67.13240051269531,20.814599990844727
2648,ESGG,large_airport,Göteborg Landvetter Airport,Göteborg,SE,SE-Q,GOT,ESGG,57.6628,12.2798
2670,ESMT,medium_airport,Halmstad Airport,Halmstad,SE,SE-N,HAD,ESMT,56.69110107421875,12.820199966430664
2649,ESGJ,medium_airport,Jönköping Airport,Jönköping,SE,SE-F,JKG,ESGJ,57.757598876953125,14.068699836730955
2668,ESMQ,medium_airport,Kalmar Airport,Kalmar,SE,SE-H,KLR,ESMQ,56.685501,16.2876
2695,ESOK,medium_airport,Karlstad Airport,Karlstad,SE,SE-S,KSD,ESOK,59.444698,13.3374
2685,ESNQ,large_airport,Kiruna Airport,Kiruna,SE,SE-BD,KRN,ESNQ,67.821999,20.3368
2706,ESSL,large_airport,Linköping City Airport,Linköping,SE,SE-E,LPI,ESSL,58.404909,15.684499
2697,ESPA,large_airport,Luleå Airport,Luleå,SE,SE-BD,LLA,ESPA,65.5438,22.122
2680,ESNL,medium_airport,Lycksele Airport,Lycksele,SE,SE-AC,LYC,ESNL,64.548302,18.7162
2669,ESMS,large_airport,Malmö Sturup Airport,Malmö,SE,SE-M,MMX,ESMS,55.535564,13.376327
316498,ESKS,large_airport,Scandinavian Mountains Airport,Malung-Sälen,SE,SE-W,SCR,ESKS,61.16508,12.83352
2659,ESKM,medium_airport,Mora Airport,Mora,SE,SE-W,MXX,ESKM,60.957901,14.5114
2707,ESSP,medium_airport,Norrköping Airport,Norrköping,SE,SE-E,NRK,ESSP,58.586299896240234,16.250600814819336
2660,ESKN,large_airport,Stockholm Skavsta Airport,Nyköping,SE,SE-D,NYO,ESKN,58.789656,16.911479
2679,ESNK,medium_airport,Kramfors-Sollefteå Höga Kusten Airport,Nyland,SE,SE-Y,KRF,ESNK,63.048599,17.7689
2646,ESDF,medium_airport,Ronneby Airport,Ronneby,SE,SE-K,RNB,ESDF,56.266701,15.265
2687,ESNS,medium_airport,Skellefteå Airport,Skellefteå,SE,SE-AC,SFT,ESNS,64.62480163574219,21.076900482177734
2701,ESSA,large_airport,Stockholm-Arlanda Airport,Stockholm,SE,SE-AB,ARN,ESSA,59.64849,17.928829
2702,ESSB,medium_airport,Stockholm-Bromma Airport,Stockholm,SE,SE-AB,BMA,ESSB,59.354401,17.9417
2696,ESOW,large_airport,Stockholm Västerås Airport,Stockholm / Västerås,SE,SE-U,VST,ESOW,59.589401,16.6336
2682,ESNN,medium_airport,Sundsvall-Härnösand Airport,Sundsvall/ Härnösand,SE,SE-Y,SDL,ESNN,62.528099060058594,17.443899154663086
2708,ESST,medium_airport,Torsby Airport,Torsby,SE,SE-S,TYF,ESST,60.1576,12.9913
2654,ESGT,medium_airport,Trollhättan-Vänersborg Airport,Trollhättan,SE,SE-Q,THN,ESGT,58.31809997558594,12.345000267028809
2689,ESNU,large_airport,Umeå Airport,Umeå,SE,SE-AC,UME,ESNU,63.791801,20.282801
2690,ESNV,medium_airport,Vilhelmina South Lapland Airport,Vilhelmina,SE,SE-AC,VHM,ESNV,64.579102,16.833599
2710,ESSV,large_airport,Visby Airport,Visby,SE,SE-I,VBY,ESSV,57.6628,18.346201
2672,ESMX,medium_airport,Växjö Kronoberg Airport,Växjö,SE,SE-G,VXO,ESMX,56.929100036621094,14.727999687194824
2711,ESTA,medium_airport,Ängelholm-Helsingborg Airport,Ängelholm,SE,SE-M,AGH,ESTA,56.29610061645508,12.847100257873535
2693,ESOE,medium_airport,Örebro Airport,Örebro,SE,SE-T,ORB,ESOE,59.22370147705078,15.038000106811523
2683,ESNO,medium_airport,Örnsköldsvik Airport,Örnsköldsvik,SE,SE-Y,OER,ESNO,63.40829849243164,18.989999771118164
29358,ESNZ,medium_airport,Åre Östersund Airport,Östersund,SE,SE-Z,OSD,ESNZ,63.193546,14.504168
4387,LJMB,medium_airport,Maribor Edvard Rusjan Airport,Maribor,SI,SI-160,MBX,LJMB,46.4799,15.6861
4386,LJLJ,large_airport,Ljubljana Jože Pučnik Airport,Zgornji Brnik,SI,SI-012,LJU,LJLJ,46.223701,14.4576
4617,LZIB,large_airport,M. R. Štefánik Airport,Bratislava,SK,SK-BL,BTS,LZIB,48.1702,17.2127
4618,LZKZ,medium_airport,Košice International Airport,Košice,SK,SK-KI,KSC,LZKZ,48.663101,21.2411
4623,LZTT,medium_airport,Poprad-Tatry Airport,Poprad,SK,SK-PV,TAT,LZTT,49.070994,20.241394
4621,LZSL,medium_airport,Sliač Airport,Sliač,SK,SK-BC,SLD,LZSL,48.63779830932617,19.13409996032715
317457,LTFM,large_airport,İstanbul Airport,Istanbul,TR,TR-34,IST,LTFM,41.274874,28.732136
4544,LTBU,medium_airport,Tekirdağ Çorlu Airport,Çorlu,TR,TR-59,TEQ,LTBU,41.138199,27.9191
6482,UKLN,medium_airport,Chernivtsi International Airport,Chernivtsi,UA,UA-77,CWC,UKLN,48.259300231933594,25.98080062866211
6471,UKDD,medium_airport,Dnipro International Airport,Dnipro,UA,UA-12,DNK,UKDD,48.357201,35.100601
6480,UKLI,medium_airport,Ivano-Frankivsk International Airport,Ivano-Frankivsk,UA,UA-26,IFO,UKLI,48.88420104980469,24.686100006103516
32534,UKOH,medium_airport,Kherson International Airport,Kherson,UA,UA-65,KHE,UKOH,46.6758,32.506401
6473,UKDR,medium_airport,Kryvyi Rih International Airport,Kryvyi Rih,UA,UA-12,KWG,UKDR,48.04330062866211,33.209999084472656
6481,UKLL,large_airport,Lviv International Airport,Lviv,UA,UA-46,LWO,UKLL,49.8125,23.9561
6469,UKCM,medium_airport,Mariupol International Airport,Mariupol,UA,UA-14,MPW,UKCM,47.07609939575195,37.44960021972656
6483,UKLR,medium_airport,Rivne International Airport,Rivne,UA,UA-19,RWN,UKLR,50.60710144042969,26.141599655151367
6474,UKFF,large_airport,Simferopol International Airport,Simferopol,UA,UA-43,SIP,UKFF,45.0522,33.975101
6485,UKLU,large_airport,Uzhhorod International Airport,Uzhhorod,UA,UA-21,UDJ,UKLU,48.6343,22.263399
4614,BKPR,large_airport,Priština Adem Jashari International Airport,Prishtina,XK,XK-01,PRN,BKPR,42.5728,21.035801
