route_avion,origin_iata,destination_iata,origine_avion,destination_avion,origin_country,destination_country,distance_avion,airline_count,unmatched_reason
RIX-NRN,RIX,NRN,Riga,Weeze,LV,DE,1295.0,1,no_country_pair_in_rail_dataset
RIX-BRU,RIX,BRU,Riga,Zaventem,LV,BE,1434.1,2,no_country_pair_in_rail_dataset
RIX-ZRH,RIX,ZRH,Riga,Zurich,LV,CH,1481.0,1,no_country_pair_in_rail_dataset
RIX-AES,RIX,AES,Riga,Ålesund,LV,NO,1175.1,1,no_country_pair_in_rail_dataset
TGD-CRL,TGD,CRL,Podgorica,Charleroi,ME,BE,1443.9,1,no_country_pair_in_rail_dataset
TGD-DUS,TGD,DUS,Podgorica,Düsseldorf,ME,DE,1370.5,1,no_country_pair_in_rail_dataset
TGD-FRA,TGD,FRA,Podgorica,Frankfurt am Main,ME,DE,1182.8,1,no_country_pair_in_rail_dataset
TGD-IST,TGD,IST,Podgorica,Istanbul,ME,TR,794.4,1,no_country_pair_in_rail_dataset
TGD-CDG,TGD,CDG,Podgorica,"Paris (Roissy-en-France, Val-d'Oise)",ME,FR,1488.4,1,no_country_pair_in_rail_dataset
TGD-FCO,TGD,FCO,Podgorica,Rome,ME,IT,580.8,2,no_country_pair_in_rail_dataset
TGD-VIE,TGD,VIE,Podgorica,Vienna,ME,AT,673.0,2,no_country_pair_in_rail_dataset
TGD-LJU,TGD,LJU,Podgorica,Zgornji Brnik,ME,SI,574.4,2,no_country_pair_in_rail_dataset
TGD-ZRH,TGD,ZRH,Podgorica,Zurich,ME,CH,1014.4,1,no_country_pair_in_rail_dataset
TIV-CDG,TIV,CDG,Tivat,"Paris (Roissy-en-France, Val-d'Oise)",ME,FR,1450.2,1,no_country_pair_in_rail_dataset
TIV-BRU,TIV,BRU,Tivat,Zaventem,ME,BE,1435.6,1,no_country_pair_in_rail_dataset
SKP-BEG,SKP,BEG,Ilinden,Belgrade,MK,RS,335.3,1,no_country_pair_in_rail_dataset
SKP-HHN,SKP,HHN,Ilinden,Frankfurt am Main (Lautzenhausen),MK,DE,1417.7,1,no_country_pair_in_rail_dataset
SKP-IST,SKP,IST,Ilinden,Istanbul,MK,TR,595.7,1,no_country_pair_in_rail_dataset
SKP-CGN,SKP,CGN,Ilinden,Köln (Cologne),MK,DE,1483.0,1,no_country_pair_in_rail_dataset
SKP-FMM,SKP,FMM,Ilinden,Memmingen,MK,DE,1116.8,1,no_country_pair_in_rail_dataset
SKP-BGY,SKP,BGY,Ilinden,Orio al Serio (BG),MK,IT,1039.9,1,no_country_pair_in_rail_dataset
SKP-FCO,SKP,FCO,Ilinden,Rome,MK,IT,775.6,1,no_country_pair_in_rail_dataset
SKP-TSF,SKP,TSF,Ilinden,Treviso (TV),MK,IT,859.9,1,no_country_pair_in_rail_dataset
SKP-ZAG,SKP,ZAG,Ilinden,Velika Gorica,MK,HR,612.5,1,no_country_pair_in_rail_dataset
SKP-VIE,SKP,VIE,Ilinden,Vienna,MK,AT,790.6,1,no_country_pair_in_rail_dataset
SKP-LJU,SKP,LJU,Ilinden,Zgornji Brnik,MK,SI,742.7,1,no_country_pair_in_rail_dataset
SKP-ZRH,SKP,ZRH,Ilinden,Zurich,MK,CH,1198.4,2,no_country_pair_in_rail_dataset
MLA-BCN,MLA,BCN,Valletta,Barcelona,MT,ES,1236.0,2,no_country_pair_in_rail_dataset
MLA-BRI,MLA,BRI,Valletta,Bari,MT,IT,620.7,1,no_country_pair_in_rail_dataset
MLA-BLQ,MLA,BLQ,Valletta,Bologna,MT,IT,1003.6,1,no_country_pair_in_rail_dataset
MLA-BUD,MLA,BUD,Valletta,Budapest,MT,HU,1347.1,2,no_country_pair_in_rail_dataset
MLA-TRN,MLA,TRN,Valletta,Caselle Torinese (TO),MT,IT,1189.1,1,no_country_pair_in_rail_dataset
MLA-LYS,MLA,LYS,Valletta,"Colombier-Saugnieu, Rhône",MT,FR,1352.0,2,no_country_pair_in_rail_dataset
MLA-GVA,MLA,GVA,Valletta,Geneva,MT,CH,1350.8,1,no_country_pair_in_rail_dataset
MLA-GRO,MLA,GRO,Valletta,Girona,MT,ES,1216.8,1,no_country_pair_in_rail_dataset
MLA-IST,MLA,IST,Valletta,Istanbul,MT,TR,1375.2,2,no_country_pair_in_rail_dataset
MLA-MRS,MLA,MRS,Valletta,"Marignane, Bouches-du-Rhône",MT,FR,1157.8,2,no_country_pair_in_rail_dataset
MLA-MUC,MLA,MUC,Valletta,Munich,MT,DE,1408.4,2,no_country_pair_in_rail_dataset
MLA-BGY,MLA,BGY,Valletta,Orio al Serio (BG),MT,IT,1163.7,1,no_country_pair_in_rail_dataset
MLA-PSA,MLA,PSA,Valletta,Pisa (PI),MT,IT,939.0,1,no_country_pair_in_rail_dataset
MLA-FCO,MLA,FCO,Valletta,Rome,MT,IT,690.3,3,no_country_pair_in_rail_dataset
MLA-LIN,MLA,LIN,Valletta,Segrate (MI),MT,IT,1153.8,2,no_country_pair_in_rail_dataset
MLA-ATH,MLA,ATH,Valletta,Spata-Artemida,MT,GR,871.8,1,no_country_pair_in_rail_dataset
MLA-TLS,MLA,TLS,Valletta,Toulouse/Blagnac,MT,FR,1414.5,1,no_country_pair_in_rail_dataset
MLA-TPS,MLA,TPS,Valletta,Trapani (TP),MT,IT,290.7,1,no_country_pair_in_rail_dataset
MLA-TSF,MLA,TSF,Valletta,Treviso (TV),MT,IT,1106.9,1,no_country_pair_in_rail_dataset
MLA-VIE,MLA,VIE,Valletta,Vienna,MT,AT,1374.4,4,no_country_pair_in_rail_dataset
MLA-ZRH,MLA,ZRH,Valletta,Zurich,MT,CH,1381.4,2,no_country_pair_in_rail_dataset
AMS-AAL,AMS,AAL,Amsterdam,Aalborg,NL,DK,624.1,2,no_country_pair_in_rail_dataset
AMS-ABZ,AMS,ABZ,Amsterdam,Aberdeen,NL,GB,703.3,1,no_country_pair_in_rail_dataset
AMS-AJA,AMS,AJA,Amsterdam,Ajaccio,NL,FR,1194.0,1,no_country_pair_in_rail_dataset
AMS-KRK,AMS,KRK,Amsterdam,Balice,NL,PL,1073.6,1,no_country_pair_in_rail_dataset
AMS-BCN,AMS,BCN,Amsterdam,Barcelona,NL,ES,1241.1,5,no_country_pair_in_rail_dataset
AMS-BFS,AMS,BFS,Amsterdam,Belfast,NL,GB,771.0,1,no_country_pair_in_rail_dataset
AMS-BEG,AMS,BEG,Amsterdam,Belgrade,NL,RS,1410.2,2,no_country_pair_in_rail_dataset
AMS-BGO,AMS,BGO,Amsterdam,Bergen,NL,NO,888.3,2,no_country_pair_in_rail_dataset
AMS-BIO,AMS,BIO,Amsterdam,Bilbao,NL,ES,1152.5,2,no_country_pair_in_rail_dataset
AMS-BLL,AMS,BLL,Amsterdam,Billund,NL,DK,477.2,2,no_country_pair_in_rail_dataset
AMS-BHX,AMS,BHX,Amsterdam,"Birmingham, West Midlands",NL,GB,442.1,2,no_country_pair_in_rail_dataset
AMS-BLQ,AMS,BLQ,Amsterdam,Bologna,NL,IT,988.5,3,no_country_pair_in_rail_dataset
AMS-BOD,AMS,BOD,Amsterdam,Bordeaux,NL,FR,923.7,3,no_country_pair_in_rail_dataset
AMS-BRE,AMS,BRE,Amsterdam,Bremen,NL,DE,283.5,2,no_country_pair_in_rail_dataset
AMS-BRS,AMS,BRS,Amsterdam,Bristol,NL,GB,523.8,3,no_country_pair_in_rail_dataset
AMS-BUD,AMS,BUD,Amsterdam,Budapest,NL,HU,1169.3,1,no_country_pair_in_rail_dataset
AMS-BSL,AMS,BSL,Amsterdam,Bâle / Mulhouse,NL,FR,559.3,3,no_country_pair_in_rail_dataset
AMS-CWL,AMS,CWL,Amsterdam,Cardiff,NL,GB,565.7,2,no_country_pair_in_rail_dataset
AMS-VRN,AMS,VRN,Amsterdam,Caselle (VR),NL,IT,889.1,1,no_country_pair_in_rail_dataset
AMS-TRN,AMS,TRN,Amsterdam,Caselle Torinese (TO),NL,IT,818.0,1,no_country_pair_in_rail_dataset
AMS-CFE,AMS,CFE,Amsterdam,Clermont-Ferrand,NL,FR,734.4,3,no_country_pair_in_rail_dataset
AMS-LYS,AMS,LYS,Amsterdam,"Colombier-Saugnieu, Rhône",NL,FR,732.3,2,no_country_pair_in_rail_dataset
AMS-CPH,AMS,CPH,Amsterdam,Copenhagen,NL,DK,633.4,6,no_country_pair_in_rail_dataset
AMS-ORK,AMS,ORK,Amsterdam,Cork,NL,IE,906.1,1,no_country_pair_in_rail_dataset
AMS-MME,AMS,MME,Amsterdam,"Darlington, Durham",NL,GB,477.7,2,no_country_pair_in_rail_dataset
AMS-DUB,AMS,DUB,Amsterdam,Dublin,NL,IE,749.7,1,no_country_pair_in_rail_dataset
AMS-DBV,AMS,DBV,Amsterdam,Dubrovnik,NL,HR,1480.5,1,no_country_pair_in_rail_dataset
AMS-EDI,AMS,EDI,Amsterdam,Edinburgh,NL,GB,666.4,2,no_country_pair_in_rail_dataset
AMS-EXT,AMS,EXT,Amsterdam,"Exeter, Devon",NL,GB,591.9,1,no_country_pair_in_rail_dataset
AMS-MXP,AMS,MXP,Amsterdam,Ferno (VA),NL,IT,796.6,1,no_country_pair_in_rail_dataset
AMS-FLR,AMS,FLR,Amsterdam,Firenze (FI),NL,IT,1058.4,2,no_country_pair_in_rail_dataset
AMS-FRA,AMS,FRA,Amsterdam,Frankfurt am Main,NL,DE,366.5,4,no_country_pair_in_rail_dataset
AMS-GDN,AMS,GDN,Amsterdam,Gdańsk,NL,PL,936.6,1,no_country_pair_in_rail_dataset
AMS-GRO,AMS,GRO,Amsterdam,Girona,NL,ES,1166.6,1,no_country_pair_in_rail_dataset
AMS-GLA,AMS,GLA,Amsterdam,Glasgow,NL,GB,718.0,3,no_country_pair_in_rail_dataset
AMS-HUY,AMS,HUY,Amsterdam,"Grimsby, Lincolnshire",NL,GB,370.4,2,no_country_pair_in_rail_dataset
AMS-GOT,AMS,GOT,Amsterdam,Göteborg,NL,SE,763.5,1,no_country_pair_in_rail_dataset
AMS-HAM,AMS,HAM,Amsterdam,Hamburg,NL,DE,379.4,3,no_country_pair_in_rail_dataset
AMS-HAJ,AMS,HAJ,Amsterdam,Hannover,NL,DE,334.4,2,no_country_pair_in_rail_dataset
AMS-INN,AMS,INN,Amsterdam,Innsbruck,NL,AT,733.1,1,no_country_pair_in_rail_dataset
AMS-INV,AMS,INV,Amsterdam,Inverness,NL,GB,808.5,1,no_country_pair_in_rail_dataset
AMS-KRS,AMS,KRS,Amsterdam,Kristiansand(Kjevik),NL,NO,688.3,2,no_country_pair_in_rail_dataset
AMS-LBA,AMS,LBA,Amsterdam,"Leeds, West Yorkshire",NL,GB,462.5,3,no_country_pair_in_rail_dataset
AMS-LPI,AMS,LPI,Amsterdam,Linköping,NL,SE,965.3,1,no_country_pair_in_rail_dataset
AMS-LPL,AMS,LPL,Amsterdam,Liverpool,NL,GB,523.9,1,no_country_pair_in_rail_dataset
AMS-LCY,AMS,LCY,Amsterdam,London,NL,GB,335.1,4,no_country_pair_in_rail_dataset
AMS-LGW,AMS,LGW,Amsterdam,London,NL,GB,364.4,2,no_country_pair_in_rail_dataset
AMS-LHR,AMS,LHR,Amsterdam,London,NL,GB,370.3,5,no_country_pair_in_rail_dataset
AMS-STN,AMS,STN,Amsterdam,"London, Essex",NL,GB,312.9,1,no_country_pair_in_rail_dataset
AMS-LTN,AMS,LTN,Amsterdam,"Luton, Luton",NL,GB,353.9,1,no_country_pair_in_rail_dataset
AMS-LUX,AMS,LUX,Amsterdam,Luxembourg,NL,LU,315.0,1,no_country_pair_in_rail_dataset
AMS-MAD,AMS,MAD,Amsterdam,Madrid,NL,ES,1458.8,3,no_country_pair_in_rail_dataset
AMS-MAN,AMS,MAN,Amsterdam,"Manchester, Greater Manchester",NL,GB,486.9,3,no_country_pair_in_rail_dataset
AMS-MRS,AMS,MRS,Amsterdam,"Marignane, Bouches-du-Rhône",NL,FR,986.9,2,no_country_pair_in_rail_dataset
AMS-MUC,AMS,MUC,Amsterdam,Munich,NL,DE,664.2,2,no_country_pair_in_rail_dataset
AMS-NTE,AMS,NTE,Amsterdam,Nantes,NL,FR,733.3,2,no_country_pair_in_rail_dataset
AMS-NAP,AMS,NAP,Amsterdam,Napoli,NL,IT,1461.1,1,no_country_pair_in_rail_dataset
AMS-NCL,AMS,NCL,Amsterdam,"Newcastle upon Tyne, Tyne and Wear",NL,GB,522.0,2,no_country_pair_in_rail_dataset
AMS-NCE,AMS,NCE,Amsterdam,"Nice, Alpes-Maritimes",NL,FR,978.9,3,no_country_pair_in_rail_dataset
AMS-EMA,AMS,EMA,Amsterdam,"Nottingham, Leicestershire",NL,GB,415.7,1,no_country_pair_in_rail_dataset
AMS-NUE,AMS,NUE,Amsterdam,Nuremberg,NL,DE,541.6,1,no_country_pair_in_rail_dataset
AMS-OSL,AMS,OSL,Amsterdam,Oslo (Gardermoen),NL,NO,959.2,3,no_country_pair_in_rail_dataset
AMS-PMI,AMS,PMI,Amsterdam,Palma de Mallorca,NL,ES,1427.0,3,no_country_pair_in_rail_dataset
AMS-CDG,AMS,CDG,Amsterdam,"Paris (Roissy-en-France, Val-d'Oise)",NL,FR,398.6,3,no_country_pair_in_rail_dataset
AMS-PSA,AMS,PSA,Amsterdam,Pisa (PI),NL,IT,1045.7,1,no_country_pair_in_rail_dataset
AMS-PRG,AMS,PRG,Amsterdam,Prague,NL,CZ,705.0,4,no_country_pair_in_rail_dataset
AMS-RIX,AMS,RIX,Amsterdam,Riga,NL,LV,1333.1,2,no_country_pair_in_rail_dataset
AMS-FCO,AMS,FCO,Amsterdam,Rome,NL,IT,1296.8,4,no_country_pair_in_rail_dataset
AMS-GCI,AMS,GCI,Amsterdam,Saint Peter Port,NL,GG,607.2,1,no_country_pair_in_rail_dataset
AMS-TRF,AMS,TRF,Amsterdam,Sandefjord(Torp),NL,NO,837.9,2,no_country_pair_in_rail_dataset
AMS-LEJ,AMS,LEJ,Amsterdam,Schkeuditz,NL,DE,522.0,1,no_country_pair_in_rail_dataset
AMS-LIN,AMS,LIN,Amsterdam,Segrate (MI),NL,IT,831.1,3,no_country_pair_in_rail_dataset
AMS-SOU,AMS,SOU,Amsterdam,Southampton,NL,GB,448.5,1,no_country_pair_in_rail_dataset
AMS-SEN,AMS,SEN,Amsterdam,"Southend-on-Sea, Essex",NL,GB,290.8,1,no_country_pair_in_rail_dataset
AMS-JER,AMS,JER,Amsterdam,St. Peter,NL,JE,598.3,1,no_country_pair_in_rail_dataset
AMS-SVG,AMS,SVG,Amsterdam,Stavanger,NL,NO,732.4,2,no_country_pair_in_rail_dataset
AMS-ARN,AMS,ARN,Amsterdam,Stockholm,NL,SE,1152.4,4,no_country_pair_in_rail_dataset
AMS-SXB,AMS,SXB,Amsterdam,Strasbourg,NL,FR,465.7,3,no_country_pair_in_rail_dataset
AMS-STR,AMS,STR,Amsterdam,Stuttgart,NL,DE,511.0,1,no_country_pair_in_rail_dataset
AMS-TLL,AMS,TLL,Amsterdam,Tallinn,NL,EE,1471.9,2,no_country_pair_in_rail_dataset
AMS-TLS,AMS,TLS,Amsterdam,Toulouse/Blagnac,NL,FR,997.5,2,no_country_pair_in_rail_dataset
AMS-TRD,AMS,TRD,Amsterdam,Trondheim,NL,NO,1290.7,2,no_country_pair_in_rail_dataset
AMS-VLC,AMS,VLC,Amsterdam,Valencia,NL,ES,1481.1,3,no_country_pair_in_rail_dataset
AMS-ZAG,AMS,ZAG,Amsterdam,Velika Gorica,NL,HR,1098.8,1,no_country_pair_in_rail_dataset
AMS-VCE,AMS,VCE,Amsterdam,Venezia (VE),NL,IT,936.9,3,no_country_pair_in_rail_dataset
AMS-VIE,AMS,VIE,Amsterdam,Vienna,NL,AT,959.5,2,no_country_pair_in_rail_dataset
AMS-VXO,AMS,VXO,Amsterdam,Växjö,NL,SE,820.5,1,no_country_pair_in_rail_dataset
AMS-WAW,AMS,WAW,Amsterdam,Warsaw,NL,PL,1101.2,2,no_country_pair_in_rail_dataset
AMS-LJU,AMS,LJU,Amsterdam,Zgornji Brnik,NL,SI,974.4,1,no_country_pair_in_rail_dataset
AMS-AES,AMS,AES,Amsterdam,Ålesund,NL,NO,1142.7,2,no_country_pair_in_rail_dataset
EIN-AHO,EIN,AHO,Eindhoven,Alghero,NL,IT,1223.5,1,no_country_pair_in_rail_dataset
EIN-KRK,EIN,KRK,Eindhoven,Balice,NL,PL,1023.2,1,no_country_pair_in_rail_dataset
EIN-BCN,EIN,BCN,Eindhoven,Barcelona,NL,ES,1156.6,1,no_country_pair_in_rail_dataset
EIN-BEG,EIN,BEG,Eindhoven,Belgrade,NL,RS,1327.3,1,no_country_pair_in_rail_dataset
EIN-BLQ,EIN,BLQ,Eindhoven,Bologna,NL,IT,885.2,1,no_country_pair_in_rail_dataset
EIN-BUD,EIN,BUD,Eindhoven,Budapest,NL,HU,1096.9,1,no_country_pair_in_rail_dataset
EIN-CCF,EIN,CCF,Eindhoven,Carcassonne,NL,FR,944.1,1,no_country_pair_in_rail_dataset
EIN-NOC,EIN,NOC,Eindhoven,Charlestown,NL,IE,993.1,1,no_country_pair_in_rail_dataset
EIN-CLJ,EIN,CLJ,Eindhoven,Cluj-Napoca,NL,RO,1425.2,1,no_country_pair_in_rail_dataset
EIN-CPH,EIN,CPH,Eindhoven,Copenhagen,NL,DK,667.4,1,no_country_pair_in_rail_dataset
EIN-DEB,EIN,DEB,Eindhoven,Debrecen,NL,HU,1250.3,1,no_country_pair_in_rail_dataset
EIN-DUB,EIN,DUB,Eindhoven,Dublin,NL,IE,817.8,1,no_country_pair_in_rail_dataset
EIN-GDN,EIN,GDN,Eindhoven,Gdańsk,NL,PL,934.5,1,no_country_pair_in_rail_dataset
EIN-GRO,EIN,GRO,Eindhoven,Girona,NL,ES,1079.8,1,no_country_pair_in_rail_dataset
EIN-IBZ,EIN,IBZ,Eindhoven,Ibiza (Eivissa),NL,ES,1432.7,2,no_country_pair_in_rail_dataset
EIN-INN,EIN,INN,Eindhoven,Innsbruck,NL,AT,635.2,1,no_country_pair_in_rail_dataset
EIN-KTW,EIN,KTW,Eindhoven,Katowice,NL,PL,964.5,1,no_country_pair_in_rail_dataset
EIN-STN,EIN,STN,Eindhoven,"London, Essex",NL,GB,357.7,1,no_country_pair_in_rail_dataset
EIN-MAD,EIN,MAD,Eindhoven,Madrid,NL,ES,1398.5,1,no_country_pair_in_rail_dataset
EIN-MRS,EIN,MRS,Eindhoven,"Marignane, Bouches-du-Rhône",NL,FR,891.0,1,no_country_pair_in_rail_dataset
EIN-NAP,EIN,NAP,Eindhoven,Napoli,NL,IT,1358.4,1,no_country_pair_in_rail_dataset
EIN-NCE,EIN,NCE,Eindhoven,"Nice, Alpes-Maritimes",NL,FR,877.3,1,no_country_pair_in_rail_dataset
EIN-WMI,EIN,WMI,Eindhoven,Nowy Dwór Mazowiecki,NL,PL,1050.9,1,no_country_pair_in_rail_dataset
EIN-BGY,EIN,BGY,Eindhoven,Orio al Serio (BG),NL,IT,717.3,1,no_country_pair_in_rail_dataset
EIN-PMI,EIN,PMI,Eindhoven,Palma de Mallorca,NL,ES,1338.7,2,no_country_pair_in_rail_dataset
EIN-PSA,EIN,PSA,Eindhoven,Pisa (PI),NL,IT,941.5,1,no_country_pair_in_rail_dataset
EIN-REU,EIN,REU,Eindhoven,Reus,NL,ES,1189.8,1,no_country_pair_in_rail_dataset
EIN-RIX,EIN,RIX,Eindhoven,Riga,NL,LV,1348.4,1,no_country_pair_in_rail_dataset
EIN-CIA,EIN,CIA,Eindhoven,Rome,NL,IT,1205.2,1,no_country_pair_in_rail_dataset
EIN-TSF,EIN,TSF,Eindhoven,Treviso (TV),NL,IT,816.7,1,no_country_pair_in_rail_dataset
EIN-VLC,EIN,VLC,Eindhoven,Valencia,NL,ES,1405.1,1,no_country_pair_in_rail_dataset
EIN-VCE,EIN,VCE,Eindhoven,Venezia (VE),NL,IT,836.8,1,no_country_pair_in_rail_dataset
EIN-VNO,EIN,VNO,Eindhoven,Vilnius,NL,LT,1372.2,1,no_country_pair_in_rail_dataset
EIN-WAW,EIN,WAW,Eindhoven,Warsaw,NL,PL,1072.9,1,no_country_pair_in_rail_dataset
GRQ-GRO,GRQ,GRO,Groningen,Girona,NL,ES,1279.0,1,no_country_pair_in_rail_dataset
MST-ALC,MST,ALC,Maastricht,Alicante,NL,ES,1489.6,1,no_country_pair_in_rail_dataset
MST-BRI,MST,BRI,Maastricht,Bari,NL,IT,1375.6,1,no_country_pair_in_rail_dataset
MST-GRO,MST,GRO,Maastricht,Girona,NL,ES,1027.4,1,no_country_pair_in_rail_dataset
MST-PMI,MST,PMI,Maastricht,Palma de Mallorca,NL,ES,1284.9,1,no_country_pair_in_rail_dataset
RTM-BCN,RTM,BCN,Rotterdam,Barcelona,NL,ES,1198.8,1,no_country_pair_in_rail_dataset
RTM-EGC,RTM,EGC,Rotterdam,Bergerac,NL,FR,843.8,1,no_country_pair_in_rail_dataset
RTM-BUD,RTM,BUD,Rotterdam,Budapest,NL,HU,1176.3,1,no_country_pair_in_rail_dataset
RTM-GRO,RTM,GRO,Rotterdam,Girona,NL,ES,1124.9,1,no_country_pair_in_rail_dataset
RTM-TLN,RTM,TLN,Rotterdam,"Hyères, Var",NL,FR,993.4,1,no_country_pair_in_rail_dataset
RTM-IBZ,RTM,IBZ,Rotterdam,Ibiza (Eivissa),NL,ES,1474.1,1,no_country_pair_in_rail_dataset
RTM-LCY,RTM,LCY,Rotterdam,London,NL,GB,305.9,4,no_country_pair_in_rail_dataset
RTM-LHR,RTM,LHR,Rotterdam,London,NL,GB,341.6,2,no_country_pair_in_rail_dataset
RTM-MAD,RTM,MAD,Rotterdam,Madrid,NL,ES,1413.8,1,no_country_pair_in_rail_dataset
RTM-MPL,RTM,MPL,Rotterdam,Montpellier/Méditerranée,NL,FR,932.6,1,no_country_pair_in_rail_dataset
RTM-MUC,RTM,MUC,Rotterdam,Munich,NL,DE,658.7,1,no_country_pair_in_rail_dataset
RTM-NCE,RTM,NCE,Rotterdam,"Nice, Alpes-Maritimes",NL,FR,945.6,1,no_country_pair_in_rail_dataset
RTM-PMI,RTM,PMI,Rotterdam,Palma de Mallorca,NL,ES,1385.6,1,no_country_pair_in_rail_dataset
RTM-PRG,RTM,PRG,Rotterdam,Prague,NL,CZ,716.6,1,no_country_pair_in_rail_dataset
RTM-FCO,RTM,FCO,Rotterdam,Rome,NL,IT,1273.9,1,no_country_pair_in_rail_dataset
RTM-SPU,RTM,SPU,Rotterdam,Split,NL,HR,1286.3,1,no_country_pair_in_rail_dataset
RTM-VLC,RTM,VLC,Rotterdam,Valencia,NL,ES,1437.1,1,no_country_pair_in_rail_dataset
RTM-VIE,RTM,VIE,Rotterdam,Vienna,NL,AT,964.7,1,no_country_pair_in_rail_dataset
BGO-ABZ,BGO,ABZ,Bergen,Aberdeen,NO,GB,548.3,2,no_country_pair_in_rail_dataset
BGO-AMS,BGO,AMS,Bergen,Amsterdam,NO,NL,888.3,2,no_country_pair_in_rail_dataset
BGO-KRK,BGO,KRK,Bergen,Balice,NO,PL,1458.1,1,no_country_pair_in_rail_dataset
BGO-BLL,BGO,BLL,Bergen,Billund,NO,DK,556.7,1,no_country_pair_in_rail_dataset
BGO-CPH,BGO,CPH,Bergen,Copenhagen,NO,DK,679.5,2,no_country_pair_in_rail_dataset
BGO-EDI,BGO,EDI,Bergen,Edinburgh,NO,GB,697.4,1,no_country_pair_in_rail_dataset
BGO-FRA,BGO,FRA,Bergen,Frankfurt am Main,NO,DE,1160.8,2,no_country_pair_in_rail_dataset
BGO-GDN,BGO,GDN,Bergen,Gdańsk,NO,PL,1028.7,1,no_country_pair_in_rail_dataset
BGO-HAM,BGO,HAM,Bergen,Hamburg,NO,DE,794.8,1,no_country_pair_in_rail_dataset
BGO-KTW,BGO,KTW,Bergen,Katowice,NO,PL,1393.6,1,no_country_pair_in_rail_dataset
BGO-LGW,BGO,LGW,Bergen,London,NO,GB,1070.8,2,no_country_pair_in_rail_dataset
BGO-LHR,BGO,LHR,Bergen,London,NO,GB,1042.1,2,no_country_pair_in_rail_dataset
BGO-MAN,BGO,MAN,Bergen,"Manchester, Greater Manchester",NO,GB,895.6,1,no_country_pair_in_rail_dataset
BGO-ORY,BGO,ORY,Bergen,"Paris (Orly, Val-de-Marne)",NO,FR,1298.7,1,no_country_pair_in_rail_dataset
BGO-PRG,BGO,PRG,Bergen,Prague,NO,CZ,1267.7,1,no_country_pair_in_rail_dataset
BGO-KEF,BGO,KEF,Bergen,Reykjavík,NO,IS,1489.5,1,no_country_pair_in_rail_dataset
BGO-RIX,BGO,RIX,Bergen,Riga,NO,LV,1144.4,2,no_country_pair_in_rail_dataset
BGO-ARN,BGO,ARN,Bergen,Stockholm,NO,SE,709.8,2,no_distance_compatible_rail_candidate
BGO-VNO,BGO,VNO,Bergen,Vilnius,NO,LT,1347.6,1,no_country_pair_in_rail_dataset
BGO-FAE,BGO,FAE,Bergen,Vágar,NO,FO,696.8,1,no_country_pair_in_rail_dataset
HAU-BRE,HAU,BRE,Karmøy,Bremen,NO,DE,734.3,1,no_country_pair_in_rail_dataset
HAU-CPH,HAU,CPH,Karmøy,Copenhagen,NO,DK,607.6,2,no_country_pair_in_rail_dataset
HAU-GDN,HAU,GDN,Karmøy,Gdańsk,NO,PL,974.3,1,no_country_pair_in_rail_dataset
HAU-STN,HAU,STN,Karmøy,"London, Essex",NO,GB,885.8,1,no_country_pair_in_rail_dataset
KRS-AMS,KRS,AMS,Kristiansand(Kjevik),Amsterdam,NO,NL,688.3,2,no_country_pair_in_rail_dataset
KRS-CPH,KRS,CPH,Kristiansand(Kjevik),Copenhagen,NO,DK,399.4,2,no_country_pair_in_rail_dataset
KRS-GDN,KRS,GDN,Kristiansand(Kjevik),Gdańsk,NO,PL,767.8,1,no_country_pair_in_rail_dataset
KSU-ABZ,KSU,ABZ,Kvernberget,Aberdeen,NO,GB,857.9,1,no_country_pair_in_rail_dataset
OSL-AAL,OSL,AAL,Oslo (Gardermoen),Aalborg,NO,DK,352.1,4,no_country_pair_in_rail_dataset
OSL-AAR,OSL,AAR,Oslo (Gardermoen),Aarhus,NO,DK,433.5,1,no_country_pair_in_rail_dataset
OSL-ABZ,OSL,ABZ,Oslo (Gardermoen),Aberdeen,NO,GB,835.3,2,no_country_pair_in_rail_dataset
OSL-AMS,OSL,AMS,Oslo (Gardermoen),Amsterdam,NO,NL,959.2,3,no_country_pair_in_rail_dataset
OSL-KRK,OSL,KRK,Oslo (Gardermoen),Balice,NO,PL,1250.6,1,no_country_pair_in_rail_dataset
OSL-BLL,OSL,BLL,Oslo (Gardermoen),Billund,NO,DK,508.2,3,no_country_pair_in_rail_dataset
OSL-BTS,OSL,BTS,Oslo (Gardermoen),Bratislava,NO,SK,1393.4,1,no_country_pair_in_rail_dataset
OSL-CPH,OSL,CPH,Oslo (Gardermoen),Copenhagen,NO,DK,517.0,3,no_country_pair_in_rail_dataset
OSL-DUB,OSL,DUB,Oslo (Gardermoen),Dublin,NO,IE,1290.9,2,no_country_pair_in_rail_dataset
OSL-DUS,OSL,DUS,Oslo (Gardermoen),Düsseldorf,NO,DE,1026.1,2,no_country_pair_in_rail_dataset
OSL-EDI,OSL,EDI,Oslo (Gardermoen),Edinburgh,NO,GB,970.2,2,no_country_pair_in_rail_dataset
OSL-FRA,OSL,FRA,Oslo (Gardermoen),Frankfurt am Main,NO,DE,1141.8,3,no_country_pair_in_rail_dataset
OSL-GDN,OSL,GDN,Oslo (Gardermoen),Gdańsk,NO,PL,782.7,2,no_country_pair_in_rail_dataset
OSL-GOT,OSL,GOT,Oslo (Gardermoen),Göteborg,NO,SE,289.5,2,no_distance_compatible_rail_candidate
