route_avion,origin_iata,destination_iata,origine_avion,destination_avion,origin_country,destination_country,distance_avion,airline_count,unmatched_reason
STN-TRS,STN,TRS,"London, Essex",Ronchi dei Legionari/Trieste,GB,IT,1176.5,1,no_country_pair_in_rail_dataset
STN-GCI,STN,GCI,"London, Essex",Saint Peter Port,GB,GG,337.9,1,no_country_pair_in_rail_dataset
STN-SZG,STN,SZG,"London, Essex",Salzburg,GB,AT,1020.6,1,no_country_pair_in_rail_dataset
STN-TRF,STN,TRF,"London, Essex",Sandefjord(Torp),GB,NO,1025.8,1,no_country_pair_in_rail_dataset
STN-SDR,STN,SDR,"London, Essex",Santander,GB,ES,987.9,1,no_country_pair_in_rail_dataset
STN-SCQ,STN,SCQ,"London, Essex",Santiago de Compostela,GB,ES,1191.1,1,no_country_pair_in_rail_dataset
STN-LEJ,STN,LEJ,"London, Essex",Schkeuditz,GB,DE,828.4,1,no_country_pair_in_rail_dataset
STN-SNN,STN,SNN,"London, Essex",Shannon,GB,IE,629.1,1,no_country_pair_in_rail_dataset
STN-JER,STN,JER,"London, Essex",St. Peter,GB,JE,343.6,1,no_country_pair_in_rail_dataset
STN-VST,STN,VST,"London, Essex",Stockholm / Västerås,GB,SE,1330.8,1,no_country_pair_in_rail_dataset
STN-SXB,STN,SXB,"London, Essex",Strasbourg,GB,FR,643.9,1,no_country_pair_in_rail_dataset
STN-STR,STN,STR,"London, Essex",Stuttgart,GB,DE,730.0,1,no_country_pair_in_rail_dataset
STN-SZZ,STN,SZZ,"London, Essex",Szczecin(Glewice),GB,PL,1003.6,1,no_country_pair_in_rail_dataset
STN-LDE,STN,LDE,"London, Essex",Tarbes/Lourdes/Pyrénées,GB,FR,968.3,1,no_country_pair_in_rail_dataset
STN-TUF,STN,TUF,"London, Essex","Tours, Indre-et-Loire",GB,FR,496.4,1,no_country_pair_in_rail_dataset
STN-TSF,STN,TSF,"London, Essex",Treviso (TV),GB,IT,1115.3,1,no_country_pair_in_rail_dataset
STN-VLC,STN,VLC,"London, Essex",Valencia,GB,ES,1379.5,1,no_country_pair_in_rail_dataset
STN-NRN,STN,NRN,"London, Essex",Weeze,GB,DE,407.8,1,no_country_pair_in_rail_dataset
STN-WRO,STN,WRO,"London, Essex",Wrocław,GB,PL,1153.2,1,no_country_pair_in_rail_dataset
STN-ZAD,STN,ZAD,"London, Essex",Zadar,GB,HR,1415.1,1,no_country_pair_in_rail_dataset
STN-ZAZ,STN,ZAZ,"London, Essex",Zaragoza,GB,ES,1140.4,1,no_country_pair_in_rail_dataset
STN-LJU,STN,LJU,"London, Essex",Zgornji Brnik,GB,SI,1209.5,1,no_country_pair_in_rail_dataset
LTN-AHO,LTN,AHO,"Luton, Luton",Alghero,GB,IT,1414.0,1,no_country_pair_in_rail_dataset
LTN-AMS,LTN,AMS,"Luton, Luton",Amsterdam,GB,NL,353.9,1,no_country_pair_in_rail_dataset
LTN-BCN,LTN,BCN,"Luton, Luton",Barcelona,GB,ES,1190.8,1,no_country_pair_in_rail_dataset
LTN-BOD,LTN,BOD,"Luton, Luton",Bordeaux,GB,FR,783.9,1,no_country_pair_in_rail_dataset
LTN-BTS,LTN,BTS,"Luton, Luton",Bratislava,GB,SK,1318.0,1,no_country_pair_in_rail_dataset
LTN-BUD,LTN,BUD,"Luton, Luton",Budapest,GB,HU,1491.6,2,no_country_pair_in_rail_dataset
LTN-BZR,LTN,BZR,"Luton, Luton",Béziers,GB,FR,990.6,1,no_country_pair_in_rail_dataset
LTN-NOC,LTN,NOC,"Luton, Luton",Charlestown,GB,IE,609.8,1,no_country_pair_in_rail_dataset
LTN-DTM,LTN,DTM,"Luton, Luton",Dortmund,GB,DE,551.2,1,no_country_pair_in_rail_dataset
LTN-DUB,LTN,DUB,"Luton, Luton",Dublin,GB,IE,433.3,1,no_country_pair_in_rail_dataset
LTN-KIR,LTN,KIR,"Luton, Luton",Farranfore,GB,IE,626.9,1,no_country_pair_in_rail_dataset
LTN-MXP,LTN,MXP,"Luton, Luton",Ferno (VA),GB,IT,961.3,1,no_country_pair_in_rail_dataset
LTN-GDN,LTN,GDN,"Luton, Luton",Gdańsk,GB,PL,1283.0,1,no_country_pair_in_rail_dataset
LTN-GVA,LTN,GVA,"Luton, Luton",Geneva,GB,CH,783.9,1,no_country_pair_in_rail_dataset
LTN-GRO,LTN,GRO,"Luton, Luton",Girona,GB,ES,1133.6,1,no_country_pair_in_rail_dataset
LTN-HAM,LTN,HAM,"Luton, Luton",Hamburg,GB,DE,723.1,1,no_country_pair_in_rail_dataset
LTN-IBZ,LTN,IBZ,"Luton, Luton",Ibiza (Eivissa),GB,ES,1452.0,2,no_country_pair_in_rail_dataset
LTN-KTW,LTN,KTW,"Luton, Luton",Katowice,GB,PL,1360.6,1,no_country_pair_in_rail_dataset
LTN-MAD,LTN,MAD,"Luton, Luton",Madrid,GB,ES,1289.0,1,no_country_pair_in_rail_dataset
LTN-MAH,LTN,MAH,"Luton, Luton",Mahón (Maó),GB,ES,1381.4,1,no_country_pair_in_rail_dataset
LTN-MPL,LTN,MPL,"Luton, Luton",Montpellier/Méditerranée,GB,FR,977.5,1,no_country_pair_in_rail_dataset
LTN-NCE,LTN,NCE,"Luton, Luton","Nice, Alpes-Maritimes",GB,FR,1073.9,1,no_country_pair_in_rail_dataset
LTN-FNI,LTN,FNI,"Luton, Luton",Nîmes/Garons,GB,FR,970.2,1,no_country_pair_in_rail_dataset
LTN-PMI,LTN,PMI,"Luton, Luton",Palma de Mallorca,GB,ES,1391.0,3,no_country_pair_in_rail_dataset
LTN-CDG,LTN,CDG,"Luton, Luton","Paris (Roissy-en-France, Val-d'Oise)",GB,FR,379.9,1,no_country_pair_in_rail_dataset
LTN-PSA,LTN,PSA,"Luton, Luton",Pisa (PI),GB,IT,1212.4,1,no_country_pair_in_rail_dataset
LTN-POZ,LTN,POZ,"Luton, Luton",Poznań,GB,PL,1171.8,1,no_country_pair_in_rail_dataset
LTN-PRG,LTN,PRG,"Luton, Luton",Prague,GB,CZ,1040.9,1,no_country_pair_in_rail_dataset
LTN-REU,LTN,REU,"Luton, Luton",Reus,GB,ES,1198.5,2,no_country_pair_in_rail_dataset
LTN-FCO,LTN,FCO,"Luton, Luton",Rome,GB,IT,1470.7,1,no_country_pair_in_rail_dataset
LTN-VCE,LTN,VCE,"Luton, Luton",Venezia (VE),GB,IT,1169.2,1,no_country_pair_in_rail_dataset
LTN-WAW,LTN,WAW,"Luton, Luton",Warsaw,GB,PL,1455.0,1,no_country_pair_in_rail_dataset
LTN-WRO,LTN,WRO,"Luton, Luton",Wrocław,GB,PL,1194.6,1,no_country_pair_in_rail_dataset
LTN-LJU,LTN,LJU,"Luton, Luton",Zgornji Brnik,GB,SI,1246.5,1,no_country_pair_in_rail_dataset
LTN-ZRH,LTN,ZRH,"Luton, Luton",Zurich,GB,CH,807.1,1,no_country_pair_in_rail_dataset
MAN-ABZ,MAN,ABZ,"Manchester, Greater Manchester",Aberdeen,GB,GB,428.4,2,no_country_pair_in_rail_dataset
MAN-AMS,MAN,AMS,"Manchester, Greater Manchester",Amsterdam,GB,NL,486.9,2,no_country_pair_in_rail_dataset
MAN-BCN,MAN,BCN,"Manchester, Greater Manchester",Barcelona,GB,ES,1379.2,3,no_country_pair_in_rail_dataset
MAN-BVA,MAN,BVA,"Manchester, Greater Manchester",Beauvais,GB,FR,529.3,1,no_country_pair_in_rail_dataset
MAN-BGO,MAN,BGO,"Manchester, Greater Manchester",Bergen,GB,NO,895.6,1,no_country_pair_in_rail_dataset
MAN-BIO,MAN,BIO,"Manchester, Greater Manchester",Bilbao,GB,ES,1118.3,1,no_country_pair_in_rail_dataset
MAN-BLL,MAN,BLL,"Manchester, Greater Manchester",Billund,GB,DK,783.0,1,no_country_pair_in_rail_dataset
MAN-BLQ,MAN,BLQ,"Manchester, Greater Manchester",Bologna,GB,IT,1389.4,1,no_country_pair_in_rail_dataset
MAN-BRE,MAN,BRE,"Manchester, Greater Manchester",Bremen,GB,DE,737.3,1,no_country_pair_in_rail_dataset
MAN-BSL,MAN,BSL,"Manchester, Greater Manchester",Bâle / Mulhouse,GB,FR,941.7,1,no_country_pair_in_rail_dataset
MAN-BZR,MAN,BZR,"Manchester, Greater Manchester",Béziers,GB,FR,1189.1,1,no_country_pair_in_rail_dataset
MAN-VRN,MAN,VRN,"Manchester, Greater Manchester",Caselle (VR),GB,IT,1296.7,2,no_country_pair_in_rail_dataset
MAN-CRL,MAN,CRL,"Manchester, Greater Manchester",Charleroi,GB,BE,562.5,1,no_country_pair_in_rail_dataset
MAN-NOC,MAN,NOC,"Manchester, Greater Manchester",Charlestown,GB,IE,435.4,1,no_country_pair_in_rail_dataset
MAN-CPH,MAN,CPH,"Manchester, Greater Manchester",Copenhagen,GB,DK,995.0,3,no_country_pair_in_rail_dataset
MAN-ORK,MAN,ORK,"Manchester, Greater Manchester",Cork,GB,IE,451.6,1,no_country_pair_in_rail_dataset
MAN-DUB,MAN,DUB,"Manchester, Greater Manchester",Dublin,GB,IE,264.2,2,no_country_pair_in_rail_dataset
MAN-DUS,MAN,DUS,"Manchester, Greater Manchester",Düsseldorf,GB,DE,655.6,2,no_country_pair_in_rail_dataset
MAN-MXP,MAN,MXP,"Manchester, Greater Manchester",Ferno (VA),GB,IT,1167.4,1,no_country_pair_in_rail_dataset
MAN-FRA,MAN,FRA,"Manchester, Greater Manchester",Frankfurt am Main,GB,DE,832.3,1,no_country_pair_in_rail_dataset
MAN-GDN,MAN,GDN,"Manchester, Greater Manchester",Gdańsk,GB,PL,1360.2,1,no_country_pair_in_rail_dataset
MAN-GVA,MAN,GVA,"Manchester, Greater Manchester",Geneva,GB,CH,992.5,1,no_country_pair_in_rail_dataset
MAN-GRO,MAN,GRO,"Manchester, Greater Manchester",Girona,GB,ES,1326.6,1,no_country_pair_in_rail_dataset
MAN-GOT,MAN,GOT,"Manchester, Greater Manchester",Göteborg,GB,SE,1031.8,1,no_country_pair_in_rail_dataset
MAN-HAM,MAN,HAM,"Manchester, Greater Manchester",Hamburg,GB,DE,811.2,2,no_country_pair_in_rail_dataset
MAN-HAJ,MAN,HAJ,"Manchester, Greater Manchester",Hannover,GB,DE,807.5,1,no_country_pair_in_rail_dataset
MAN-CGN,MAN,CGN,"Manchester, Greater Manchester",Köln (Cologne),GB,DE,699.5,1,no_country_pair_in_rail_dataset
MAN-MAD,MAN,MAD,"Manchester, Greater Manchester",Madrid,GB,ES,1432.8,1,no_country_pair_in_rail_dataset
MAN-MUC,MAN,MUC,"Manchester, Greater Manchester",Munich,GB,DE,1130.1,6,no_country_pair_in_rail_dataset
MAN-NTE,MAN,NTE,"Manchester, Greater Manchester",Nantes,GB,FR,690.6,2,no_country_pair_in_rail_dataset
MAN-NCE,MAN,NCE,"Manchester, Greater Manchester","Nice, Alpes-Maritimes",GB,FR,1282.3,1,no_country_pair_in_rail_dataset
MAN-BGY,MAN,BGY,"Manchester, Greater Manchester",Orio al Serio (BG),GB,IT,1212.9,1,no_country_pair_in_rail_dataset
MAN-OSL,MAN,OSL,"Manchester, Greater Manchester",Oslo (Gardermoen),GB,NO,1111.5,2,no_country_pair_in_rail_dataset
MAN-CDG,MAN,CDG,"Manchester, Greater Manchester","Paris (Roissy-en-France, Val-d'Oise)",GB,FR,588.3,4,no_country_pair_in_rail_dataset
MAN-PSA,MAN,PSA,"Manchester, Greater Manchester",Pisa (PI),GB,IT,1419.3,1,no_country_pair_in_rail_dataset
MAN-PRG,MAN,PRG,"Manchester, Greater Manchester",Prague,GB,CZ,1191.9,2,no_country_pair_in_rail_dataset
MAN-REU,MAN,REU,"Manchester, Greater Manchester",Reus,GB,ES,1381.1,3,no_country_pair_in_rail_dataset
MAN-GCI,MAN,GCI,"Manchester, Greater Manchester",Saint Peter Port,GB,GG,435.8,1,no_country_pair_in_rail_dataset
MAN-SNN,MAN,SNN,"Manchester, Greater Manchester",Shannon,GB,IE,450.1,1,no_country_pair_in_rail_dataset
MAN-JER,MAN,JER,"Manchester, Greater Manchester",St. Peter,GB,JE,460.5,2,no_country_pair_in_rail_dataset
MAN-SVG,MAN,SVG,"Manchester, Greater Manchester",Stavanger,GB,NO,785.5,1,no_country_pair_in_rail_dataset
MAN-ARN,MAN,ARN,"Manchester, Greater Manchester",Stockholm,GB,SE,1416.2,3,no_country_pair_in_rail_dataset
MAN-TLS,MAN,TLS,"Manchester, Greater Manchester",Toulouse/Blagnac,GB,FR,1113.3,1,no_country_pair_in_rail_dataset
MAN-VCE,MAN,VCE,"Manchester, Greater Manchester",Venezia (VE),GB,IT,1366.8,4,no_country_pair_in_rail_dataset
MAN-VIE,MAN,VIE,"Manchester, Greater Manchester",Vienna,GB,AT,1443.3,1,no_country_pair_in_rail_dataset
MAN-BRU,MAN,BRU,"Manchester, Greater Manchester",Zaventem,GB,BE,535.7,1,no_country_pair_in_rail_dataset
MAN-ZRH,MAN,ZRH,"Manchester, Greater Manchester",Zurich,GB,CH,1007.1,1,no_country_pair_in_rail_dataset
NCL-AMS,NCL,AMS,"Newcastle upon Tyne, Tyne and Wear",Amsterdam,GB,NL,522.0,2,no_country_pair_in_rail_dataset
NCL-CPH,NCL,CPH,"Newcastle upon Tyne, Tyne and Wear",Copenhagen,GB,DK,908.1,1,no_country_pair_in_rail_dataset
NCL-ORK,NCL,ORK,"Newcastle upon Tyne, Tyne and Wear",Cork,GB,IE,573.4,1,no_country_pair_in_rail_dataset
NCL-DUB,NCL,DUB,"Newcastle upon Tyne, Tyne and Wear",Dublin,GB,IE,346.8,2,no_country_pair_in_rail_dataset
NCL-DUS,NCL,DUS,"Newcastle upon Tyne, Tyne and Wear",Düsseldorf,GB,DE,700.3,1,no_country_pair_in_rail_dataset
NCL-GRO,NCL,GRO,"Newcastle upon Tyne, Tyne and Wear",Girona,GB,ES,1496.0,1,no_country_pair_in_rail_dataset
NCL-LHR,NCL,LHR,"Newcastle upon Tyne, Tyne and Wear",London,GB,GB,405.0,3,no_country_pair_in_rail_dataset
NCL-NCE,NCL,NCE,"Newcastle upon Tyne, Tyne and Wear","Nice, Alpes-Maritimes",GB,FR,1417.7,1,no_country_pair_in_rail_dataset
NCL-CDG,NCL,CDG,"Newcastle upon Tyne, Tyne and Wear","Paris (Roissy-en-France, Val-d'Oise)",GB,FR,730.2,3,no_country_pair_in_rail_dataset
NCL-PRG,NCL,PRG,"Newcastle upon Tyne, Tyne and Wear",Prague,GB,CZ,1205.9,1,no_country_pair_in_rail_dataset
NCL-JER,NCL,JER,"Newcastle upon Tyne, Tyne and Wear",St. Peter,GB,JE,649.2,1,no_country_pair_in_rail_dataset
NCL-SVG,NCL,SVG,"Newcastle upon Tyne, Tyne and Wear",Stavanger,GB,NO,615.5,3,no_country_pair_in_rail_dataset
NCL-VCE,NCL,VCE,"Newcastle upon Tyne, Tyne and Wear",Venezia (VE),GB,IT,1450.6,1,no_country_pair_in_rail_dataset
NCL-BRU,NCL,BRU,"Newcastle upon Tyne, Tyne and Wear",Zaventem,GB,BE,618.0,2,no_country_pair_in_rail_dataset
NQY-DUS,NQY,DUS,Newquay,Düsseldorf,GB,DE,829.9,1,no_country_pair_in_rail_dataset
NQY-LGW,NQY,LGW,Newquay,London,GB,GB,347.0,2,no_country_pair_in_rail_dataset
NWI-ABZ,NWI,ABZ,"Norwich, Norfolk",Aberdeen,GB,GB,550.0,2,no_country_pair_in_rail_dataset
NWI-GCI,NWI,GCI,"Norwich, Norfolk",Saint Peter Port,GB,GG,451.1,1,no_country_pair_in_rail_dataset
NWI-JER,NWI,JER,"Norwich, Norfolk",St. Peter,GB,JE,456.0,1,no_country_pair_in_rail_dataset
EMA-AMS,EMA,AMS,"Nottingham, Leicestershire",Amsterdam,GB,NL,415.7,1,no_country_pair_in_rail_dataset
EMA-KRK,EMA,KRK,"Nottingham, Leicestershire",Balice,GB,PL,1488.8,1,no_country_pair_in_rail_dataset
EMA-BCN,EMA,BCN,"Nottingham, Leicestershire",Barcelona,GB,ES,1307.8,1,no_country_pair_in_rail_dataset
EMA-EGC,EMA,EGC,"Nottingham, Leicestershire",Bergerac,GB,FR,900.3,1,no_country_pair_in_rail_dataset
EMA-CCF,EMA,CCF,"Nottingham, Leicestershire",Carcassonne,GB,FR,1102.4,1,no_country_pair_in_rail_dataset
EMA-NOC,EMA,NOC,"Nottingham, Leicestershire",Charlestown,GB,IE,510.9,1,no_country_pair_in_rail_dataset
EMA-ORK,EMA,ORK,"Nottingham, Leicestershire",Cork,GB,IE,498.7,1,no_country_pair_in_rail_dataset
EMA-DNR,EMA,DNR,"Nottingham, Leicestershire",Dinard,GB,FR,474.8,1,no_country_pair_in_rail_dataset
EMA-DUB,EMA,DUB,"Nottingham, Leicestershire",Dublin,GB,IE,335.8,1,no_country_pair_in_rail_dataset
EMA-GRO,EMA,GRO,"Nottingham, Leicestershire",Girona,GB,ES,1252.9,1,no_country_pair_in_rail_dataset
EMA-LRH,EMA,LRH,"Nottingham, Leicestershire",La Rochelle,GB,FR,739.7,1,no_country_pair_in_rail_dataset
EMA-LIG,EMA,LIG,"Nottingham, Leicestershire",Limoges/Bellegarde,GB,FR,795.7,1,no_country_pair_in_rail_dataset
EMA-WMI,EMA,WMI,"Nottingham, Leicestershire",Nowy Dwór Mazowiecki,GB,PL,1477.9,1,no_country_pair_in_rail_dataset
EMA-BGY,EMA,BGY,"Nottingham, Leicestershire",Orio al Serio (BG),GB,IT,1127.2,1,no_country_pair_in_rail_dataset
EMA-CDG,EMA,CDG,"Nottingham, Leicestershire","Paris (Roissy-en-France, Val-d'Oise)",GB,FR,504.5,1,no_country_pair_in_rail_dataset
EMA-PSA,EMA,PSA,"Nottingham, Leicestershire",Pisa (PI),GB,IT,1333.6,1,no_country_pair_in_rail_dataset
EMA-PRG,EMA,PRG,"Nottingham, Leicestershire",Prague,GB,CZ,1119.1,1,no_country_pair_in_rail_dataset
EMA-REU,EMA,REU,"Nottingham, Leicestershire",Reus,GB,ES,1312.7,1,no_country_pair_in_rail_dataset
EMA-GCI,EMA,GCI,"Nottingham, Leicestershire",Saint Peter Port,GB,GG,387.9,1,no_country_pair_in_rail_dataset
EMA-JER,EMA,JER,"Nottingham, Leicestershire",St. Peter,GB,JE,407.4,1,no_country_pair_in_rail_dataset
EMA-TSF,EMA,TSF,"Nottingham, Leicestershire",Treviso (TV),GB,IT,1262.0,1,no_country_pair_in_rail_dataset
EMA-VLC,EMA,VLC,"Nottingham, Leicestershire",Valencia,GB,ES,1485.0,1,no_country_pair_in_rail_dataset
EMA-WRO,EMA,WRO,"Nottingham, Leicestershire",Wrocław,GB,PL,1258.7,1,no_country_pair_in_rail_dataset
EMA-BRU,EMA,BRU,"Nottingham, Leicestershire",Zaventem,GB,BE,452.9,1,no_country_pair_in_rail_dataset
PIK-CCF,PIK,CCF,"Prestwick, South Ayrshire",Carcassonne,GB,FR,1452.5,1,no_country_pair_in_rail_dataset
PIK-DUB,PIK,DUB,"Prestwick, South Ayrshire",Dublin,GB,IE,254.9,1,no_country_pair_in_rail_dataset
SOU-ALC,SOU,ALC,Southampton,Alicante,GB,ES,1410.0,1,no_country_pair_in_rail_dataset
SOU-AMS,SOU,AMS,Southampton,Amsterdam,GB,NL,448.5,1,no_country_pair_in_rail_dataset
SOU-EGC,SOU,EGC,Southampton,Bergerac,GB,FR,695.2,2,no_country_pair_in_rail_dataset
SOU-BES,SOU,BES,Southampton,Brest,GB,FR,354.8,2,no_country_pair_in_rail_dataset
SOU-DUB,SOU,DUB,Southampton,Dublin,GB,IE,433.1,1,no_country_pair_in_rail_dataset
SOU-LRH,SOU,LRH,Southampton,La Rochelle,GB,FR,530.7,2,no_country_pair_in_rail_dataset
SOU-LIG,SOU,LIG,Southampton,Limoges/Bellegarde,GB,FR,595.8,2,no_country_pair_in_rail_dataset
SOU-NTE,SOU,NTE,Southampton,Nantes,GB,FR,422.6,2,no_country_pair_in_rail_dataset
SOU-NCE,SOU,NCE,Southampton,"Nice, Alpes-Maritimes",GB,FR,1035.5,2,no_country_pair_in_rail_dataset
SOU-PMI,SOU,PMI,Southampton,Palma de Mallorca,GB,ES,1306.9,1,no_country_pair_in_rail_dataset
SOU-ORY,SOU,ORY,Southampton,"Paris (Orly, Val-de-Marne)",GB,FR,363.2,2,no_country_pair_in_rail_dataset
SOU-RNS,SOU,RNS,Southampton,"Saint-Jacques-de-la-Lande, Ille-et-Vilaine",GB,FR,321.5,2,no_country_pair_in_rail_dataset
SEN-ALC,SEN,ALC,"Southend-on-Sea, Essex",Alicante,GB,ES,1480.8,1,no_country_pair_in_rail_dataset
SEN-AMS,SEN,AMS,"Southend-on-Sea, Essex",Amsterdam,GB,NL,290.8,1,no_country_pair_in_rail_dataset
SEN-KRK,SEN,KRK,"Southend-on-Sea, Essex",Balice,GB,PL,1347.3,1,no_country_pair_in_rail_dataset
SEN-BCN,SEN,BCN,"Southend-on-Sea, Essex",Barcelona,GB,ES,1147.2,1,no_country_pair_in_rail_dataset
SEN-DUB,SEN,DUB,"Southend-on-Sea, Essex",Dublin,GB,IE,513.9,1,no_country_pair_in_rail_dataset
SEN-GVA,SEN,GVA,"Southend-on-Sea, Essex",Geneva,GB,CH,712.5,1,no_country_pair_in_rail_dataset
SEN-IBZ,SEN,IBZ,"Southend-on-Sea, Essex",Ibiza (Eivissa),GB,ES,1412.9,1,no_country_pair_in_rail_dataset
SEN-PMI,SEN,PMI,"Southend-on-Sea, Essex",Palma de Mallorca,GB,ES,1345.7,1,no_country_pair_in_rail_dataset
SEN-JER,SEN,JER,"Southend-on-Sea, Essex",St. Peter,GB,JE,333.1,1,no_country_pair_in_rail_dataset
SEN-VCE,SEN,VCE,"Southend-on-Sea, Essex",Venezia (VE),GB,IT,1089.4,1,no_country_pair_in_rail_dataset
GCI-AMS,GCI,AMS,Saint Peter Port,Amsterdam,GG,NL,607.2,1,no_country_pair_in_rail_dataset
GCI-BHX,GCI,BHX,Saint Peter Port,"Birmingham, West Midlands",GG,GB,341.0,1,no_country_pair_in_rail_dataset
GCI-DUS,GCI,DUS,Saint Peter Port,Düsseldorf,GG,DE,695.3,1,no_country_pair_in_rail_dataset
GCI-LGW,GCI,LGW,Saint Peter Port,London,GG,GB,256.4,1,no_country_pair_in_rail_dataset
GCI-STN,GCI,STN,Saint Peter Port,"London, Essex",GG,GB,337.9,1,no_country_pair_in_rail_dataset
GCI-MAN,GCI,MAN,Saint Peter Port,"Manchester, Greater Manchester",GG,GB,435.8,1,no_country_pair_in_rail_dataset
GCI-NWI,GCI,NWI,Saint Peter Port,"Norwich, Norfolk",GG,GB,451.1,1,no_country_pair_in_rail_dataset
GCI-EMA,GCI,EMA,Saint Peter Port,"Nottingham, Leicestershire",GG,GB,387.9,1,no_country_pair_in_rail_dataset
AXD-ATH,AXD,ATH,Alexandroupolis,Spata-Artemida,GR,GR,367.8,2,no_country_pair_in_rail_dataset
HER-ATH,HER,ATH,Heraklion,Spata-Artemida,GR,GR,309.1,4,no_country_pair_in_rail_dataset
HER-SKG,HER,SKG,Heraklion,Thessaloniki,GR,GR,607.6,2,no_country_pair_in_rail_dataset
IOA-ATH,IOA,ATH,Ioannina,Spata-Artemida,GR,GR,333.8,2,no_country_pair_in_rail_dataset
KLX-VIE,KLX,VIE,Kalamata,Vienna,GR,AT,1305.7,2,no_country_pair_in_rail_dataset
AOK-ATH,AOK,ATH,Karpathos Island,Spata-Artemida,GR,GR,399.6,2,no_country_pair_in_rail_dataset
KVA-MUC,KVA,MUC,Kavala,Munich,GR,DE,1306.8,1,no_country_pair_in_rail_dataset
KVA-ATH,KVA,ATH,Kavala,Spata-Artemida,GR,GR,336.0,2,no_country_pair_in_rail_dataset
KVA-STR,KVA,STR,Kavala,Stuttgart,GR,DE,1486.6,1,no_country_pair_in_rail_dataset
EFL-ATH,EFL,ATH,Kefallinia Island,Spata-Artemida,GR,GR,302.3,2,no_country_pair_in_rail_dataset
CFU-DRS,CFU,DRS,Kerkyra (Corfu),Dresden,GR,DE,1368.1,1,no_country_pair_in_rail_dataset
CFU-FRA,CFU,FRA,Kerkyra (Corfu),Frankfurt am Main,GR,DE,1461.5,3,no_country_pair_in_rail_dataset
CFU-MUC,CFU,MUC,Kerkyra (Corfu),Munich,GR,DE,1169.0,2,no_country_pair_in_rail_dataset
CFU-CIA,CFU,CIA,Kerkyra (Corfu),Rome,GR,IT,663.2,1,no_country_pair_in_rail_dataset
CFU-ATH,CFU,ATH,Kerkyra (Corfu),Spata-Artemida,GR,GR,395.5,2,no_country_pair_in_rail_dataset
CFU-STR,CFU,STR,Kerkyra (Corfu),Stuttgart,GR,DE,1319.8,2,no_country_pair_in_rail_dataset
CFU-VIE,CFU,VIE,Kerkyra (Corfu),Vienna,GR,AT,983.1,2,no_country_pair_in_rail_dataset
JMK-VIE,JMK,VIE,Mykonos,Vienna,GR,AT,1384.4,2,no_country_pair_in_rail_dataset
MJT-ATH,MJT,ATH,Mytilene,Spata-Artemida,GR,GR,262.4,2,no_country_pair_in_rail_dataset
MJT-SKG,MJT,SKG,Mytilene,Thessaloniki,GR,GR,350.0,2,no_country_pair_in_rail_dataset
VOL-VIE,VOL,VIE,Nea Anchialos,Vienna,GR,AT,1107.3,2,no_country_pair_in_rail_dataset
PVK-MUC,PVK,MUC,Preveza,Munich,GR,DE,1271.3,1,no_country_pair_in_rail_dataset
PVK-VIE,PVK,VIE,Preveza,Vienna,GR,AT,1075.4,2,no_country_pair_in_rail_dataset
SMI-ATH,SMI,ATH,Samos Island,Spata-Artemida,GR,GR,262.1,2,no_country_pair_in_rail_dataset
JTR-VCE,JTR,VCE,Santorini Island,Venezia (VE),GR,IT,1493.2,1,no_country_pair_in_rail_dataset
JTR-VIE,JTR,VIE,Santorini Island,Vienna,GR,AT,1492.0,3,no_country_pair_in_rail_dataset
ATH-AXD,ATH,AXD,Spata-Artemida,Alexandroupolis,GR,GR,367.8,2,no_country_pair_in_rail_dataset
ATH-BEG,ATH,BEG,Spata-Artemida,Belgrade,GR,RS,822.9,3,no_country_pair_in_rail_dataset
ATH-BUD,ATH,BUD,Spata-Artemida,Budapest,GR,HU,1122.3,1,no_country_pair_in_rail_dataset
ATH-DBV,ATH,DBV,Spata-Artemida,Dubrovnik,GR,HR,704.5,1,no_country_pair_in_rail_dataset
ATH-HER,ATH,HER,Spata-Artemida,Heraklion,GR,GR,309.1,4,no_country_pair_in_rail_dataset
ATH-IOA,ATH,IOA,Spata-Artemida,Ioannina,GR,GR,333.8,2,no_country_pair_in_rail_dataset
ATH-IST,ATH,IST,Spata-Artemida,Istanbul,GR,TR,553.0,3,no_country_pair_in_rail_dataset
ATH-AOK,ATH,AOK,Spata-Artemida,Karpathos Island,GR,GR,399.6,2,no_country_pair_in_rail_dataset
ATH-KVA,ATH,KVA,Spata-Artemida,Kavala,GR,GR,336.0,2,no_country_pair_in_rail_dataset
ATH-EFL,ATH,EFL,Spata-Artemida,Kefallinia Island,GR,GR,302.3,2,no_country_pair_in_rail_dataset
ATH-CFU,ATH,CFU,Spata-Artemida,Kerkyra (Corfu),GR,GR,395.5,2,no_country_pair_in_rail_dataset
ATH-KRR,ATH,KRR,Spata-Artemida,Krasnodar,GR,RU,1490.4,1,no_country_pair_in_rail_dataset
ATH-MJT,ATH,MJT,Spata-Artemida,Mytilene,GR,GR,262.4,2,no_country_pair_in_rail_dataset
ATH-BGY,ATH,BGY,Spata-Artemida,Orio al Serio (BG),GR,IT,1456.5,1,no_country_pair_in_rail_dataset
ATH-OTP,ATH,OTP,Spata-Artemida,Otopeni,GR,RO,759.5,3,no_country_pair_in_rail_dataset
ATH-TIA,ATH,TIA,Spata-Artemida,Rinas,GR,AL,529.3,2,no_country_pair_in_rail_dataset
