route_avion,origin_iata,destination_iata,origine_avion,destination_avion,origin_country,destination_country,distance_avion,airline_count,route_train_candidate,origin_train,destination_train,distance_train,duration_train,train_type,weekly_frequency,estimated_co2_saving_kg,substitution_potential,match_score,match_method
OLB-CGN,OLB,CGN,Olbia (SS),Köln (Cologne),IT,DE,1123.3,3,back_on_track_ÖBB NJ 294,Roma Tiburtina,München Hbf,1092.0,912.0,night,7,163.8,faible_potentiel,89.619,country_distance
OLB-MUC,OLB,MUC,Olbia (SS),Munich,IT,DE,848.0,3,back_on_track_ÖBB NJ 294,Roma Tiburtina,München Hbf,1092.0,912.0,night,7,163.8,faible_potentiel,89.946,country_city_distance
OLB-NUE,OLB,NUE,Olbia (SS),Nuremberg,IT,DE,964.0,2,back_on_track_ÖBB NJ 294,Roma Tiburtina,München Hbf,1092.0,912.0,night,7,163.8,faible_potentiel,89.496,country_distance
OLB-STR,OLB,STR,Olbia (SS),Stuttgart,IT,DE,866.6,3,back_on_track_ÖBB NJ 236,Venezia Santa Lucia,Stuttgart Hbf,852.0,741.0,night,7,127.8,faible_potentiel,99.079,country_city_distance
OLB-VIE,OLB,VIE,Olbia (SS),Vienna,IT,AT,976.7,4,back_on_track_ÖBB NJ 40294,Roma Tiburtina,Wien Hbf,1112.0,882.0,night,7,166.8,faible_potentiel,91.281,country_distance
BGY-BRE,BGY,BRE,Orio al Serio (BG),Bremen,IT,DE,823.0,1,back_on_track_ÖBB NJ 236,Venezia Santa Lucia,Stuttgart Hbf,852.0,741.0,night,7,127.8,faible_potentiel,87.386,country_distance
BGY-CRL,BGY,CRL,Orio al Serio (BG),Charleroi,IT,BE,660.1,1,back_on_track_ES 457,Milano Porta Garibaldi,Bruxelles Midi / Brussel Zuid,1107.0,1060.0,night,3,166.05,faible_potentiel,70.384,country_distance
BGY-HHN,BGY,HHN,Orio al Serio (BG),Frankfurt am Main (Lautzenhausen),IT,DE,509.4,1,back_on_track_ÖBB NJ 236,Venezia Santa Lucia,Stuttgart Hbf,852.0,741.0,night,7,127.8,faible_potentiel,73.874,country_distance
BGY-LBC,BGY,LBC,Orio al Serio (BG),Lübeck,IT,DE,907.6,1,back_on_track_ÖBB NJ 236,Venezia Santa Lucia,Stuttgart Hbf,852.0,741.0,night,7,127.8,faible_potentiel,88.314,country_distance
BGY-NRN,BGY,NRN,Orio al Serio (BG),Weeze,IT,DE,709.6,1,back_on_track_ÖBB NJ 236,Venezia Santa Lucia,Stuttgart Hbf,852.0,741.0,night,7,127.8,faible_potentiel,81.671,country_distance
PMO-BRI,PMO,BRI,Palermo,Bari,IT,IT,455.1,2,back_on_track_FS IC Notte 788,Lecce,Roma Termini,647.0,475.0,night,1,97.05,fort_potentiel,82.083,country_distance
PMO-VRN,PMO,VRN,Palermo,Caselle (VR),IT,IT,823.2,3,back_on_track_FS IC Notte 1954,Palermo Centrale,Roma Termini,867.0,750.0,night,7,130.05,faible_potentiel,98.828,country_city_distance
PMO-TRN,PMO,TRN,Palermo,Caselle Torinese (TO),IT,IT,901.9,3,back_on_track_FS IC Notte 1954,Palermo Centrale,Roma Termini,867.0,750.0,night,7,130.05,faible_potentiel,102.461,country_city_distance
PMO-FLR,PMO,FLR,Palermo,Firenze (FI),IT,IT,646.0,3,back_on_track_FS IC Notte 774,Roma Termini,Trieste Centrale,711.0,680.0,night,7,106.65,potentiel_moyen,94.018,country_distance
PMO-FRA,PMO,FRA,Palermo,Frankfurt am Main,IT,DE,1365.9,1,back_on_track_ÖBB NJ 294,Roma Tiburtina,München Hbf,1092.0,912.0,night,7,163.8,faible_potentiel,80.915,country_distance
PMO-CGN,PMO,CGN,Palermo,Köln (Cologne),IT,DE,1486.5,1,back_on_track_ÖBB NJ 294,Roma Tiburtina,München Hbf,1092.0,912.0,night,7,163.8,faible_potentiel,80.222,country_distance
PMO-MUC,PMO,MUC,Palermo,Munich,IT,DE,1136.6,1,back_on_track_ÖBB NJ 294,Roma Tiburtina,München Hbf,1092.0,912.0,night,7,163.8,faible_potentiel,92.7,country_city_distance
PMO-NAP,PMO,NAP,Palermo,Napoli,IT,IT,318.4,2,trenitalia_1-4758-203-0083,CAGLIARI,OLBIA,192.9,213.0,day,6,28.94,faible_potentiel,85.328,country_distance
PMO-FCO,PMO,FCO,Palermo,Rome,IT,IT,409.8,4,back_on_track_FS IC Notte 788,Lecce,Roma Termini,647.0,475.0,night,1,97.05,fort_potentiel,80.03,country_distance
PMO-LIN,PMO,LIN,Palermo,Segrate (MI),IT,IT,867.6,2,back_on_track_FS IC Notte 1954,Palermo Centrale,Roma Termini,867.0,750.0,night,7,130.05,faible_potentiel,103.299,country_city_distance
PMO-VCE,PMO,VCE,Palermo,Venezia (VE),IT,IT,817.3,3,back_on_track_FS IC Notte 1954,Palermo Centrale,Roma Termini,867.0,750.0,night,7,130.05,faible_potentiel,100.217,country_city_distance
PMO-VIE,PMO,VIE,Palermo,Vienna,IT,AT,1139.8,1,back_on_track_ÖBB NJ 40294,Roma Tiburtina,Wien Hbf,1112.0,882.0,night,7,166.8,faible_potentiel,90.676,country_distance
PEG-CRL,PEG,CRL,Perugia (PG),Charleroi,IT,BE,1021.9,1,back_on_track_ES 457,Milano Porta Garibaldi,Bruxelles Midi / Brussel Zuid,1107.0,1060.0,night,3,166.05,faible_potentiel,85.257,country_distance
PSR-CRL,PSR,CRL,Pescara,Charleroi,IT,BE,1160.9,1,back_on_track_ES 457,Milano Porta Garibaldi,Bruxelles Midi / Brussel Zuid,1107.0,1060.0,night,3,166.05,faible_potentiel,85.144,country_distance
PSR-HHN,PSR,HHN,Pescara,Frankfurt am Main (Lautzenhausen),IT,DE,990.1,1,back_on_track_ÖBB NJ 236,Venezia Santa Lucia,Stuttgart Hbf,852.0,741.0,night,7,127.8,faible_potentiel,87.128,country_distance
PSR-NRN,PSR,NRN,Pescara,Weeze,IT,DE,1186.4,1,back_on_track_ÖBB NJ 294,Roma Tiburtina,München Hbf,1092.0,912.0,night,7,163.8,faible_potentiel,86.172,country_distance
PSA-CTA,PSA,CTA,Pisa (PI),Catania,IT,IT,795.7,2,back_on_track_FS IC Notte 1960,Siracusa,Roma Termini,820.0,726.0,night,7,123.0,faible_potentiel,95.052,country_distance
PSA-CRL,PSA,CRL,Pisa (PI),Charleroi,IT,BE,876.8,1,back_on_track_ES 457,Milano Porta Garibaldi,Bruxelles Midi / Brussel Zuid,1107.0,1060.0,night,3,166.05,faible_potentiel,79.065,country_distance
PSA-HHN,PSA,HHN,Pisa (PI),Frankfurt am Main (Lautzenhausen),IT,DE,735.8,1,back_on_track_ÖBB NJ 236,Venezia Santa Lucia,Stuttgart Hbf,852.0,741.0,night,7,127.8,faible_potentiel,85.965,country_distance
PSA-CGN,PSA,CGN,Pisa (PI),Köln (Cologne),IT,DE,835.2,1,back_on_track_ÖBB NJ 236,Venezia Santa Lucia,Stuttgart Hbf,852.0,741.0,night,7,127.8,faible_potentiel,85.41,country_distance
PSA-LBC,PSA,LBC,Pisa (PI),Lübeck,IT,DE,1125.7,1,back_on_track_ÖBB NJ 294,Roma Tiburtina,München Hbf,1092.0,912.0,night,7,163.8,faible_potentiel,88.114,country_distance
PSA-MUC,PSA,MUC,Pisa (PI),Munich,IT,DE,530.3,1,back_on_track_ÖBB NJ 236,Venezia Santa Lucia,Stuttgart Hbf,852.0,741.0,night,7,127.8,faible_potentiel,73.905,country_distance
PSA-NRN,PSA,NRN,Pisa (PI),Weeze,IT,DE,935.8,1,back_on_track_ÖBB NJ 236,Venezia Santa Lucia,Stuttgart Hbf,852.0,741.0,night,7,127.8,faible_potentiel,83.674,country_distance
REG-FCO,REG,FCO,Reggio Calabria,Rome,IT,IT,506.2,2,back_on_track_FS IC Notte 770,Trieste Centrale,Roma Termini,711.0,684.0,night,7,106.65,potentiel_moyen,88.192,country_distance
REG-LIN,REG,LIN,Reggio Calabria,Segrate (MI),IT,IT,974.9,2,back_on_track_FS IC Notte 755,Milano Centrale,Lecce,1032.0,700.0,night,7,154.8,potentiel_moyen,94.536,country_distance
FCO-BZO,FCO,BZO,Rome,Bolzano (BZ),IT,IT,522.8,2,back_on_track_FS IC Notte 764,Roma Termini,Bolzano / Bozen,631.0,503.0,night,2,94.65,potentiel_moyen,97.326,country_city_distance
FCO-TRN,FCO,TRN,Rome,Caselle Torinese (TO),IT,IT,529.4,2,back_on_track_FS IC Notte 774,Roma Termini,Trieste Centrale,711.0,680.0,night,7,106.65,potentiel_moyen,87.674,country_distance
FCO-CTA,FCO,CTA,Rome,Catania,IT,IT,539.1,6,back_on_track_FS IC Notte 774,Roma Termini,Trieste Centrale,711.0,680.0,night,7,106.65,potentiel_moyen,87.137,country_distance
CIA-CRL,CIA,CRL,Rome,Charleroi,IT,BE,1147.8,1,back_on_track_ES 457,Milano Porta Garibaldi,Bruxelles Midi / Brussel Zuid,1107.0,1060.0,night,3,166.05,faible_potentiel,82.432,country_distance
FCO-DUS,FCO,DUS,Rome,Düsseldorf,IT,DE,1134.2,3,back_on_track_ÖBB NJ 294,Roma Tiburtina,München Hbf,1092.0,912.0,night,7,163.8,faible_potentiel,90.356,country_distance
FCO-MXP,FCO,MXP,Rome,Ferno (VA),IT,IT,511.0,5,back_on_track_FS IC Notte 774,Roma Termini,Trieste Centrale,711.0,680.0,night,7,106.65,potentiel_moyen,85.572,country_distance
FCO-FRA,FCO,FRA,Rome,Frankfurt am Main,IT,DE,957.6,3,back_on_track_ÖBB NJ 294,Roma Tiburtina,München Hbf,1092.0,912.0,night,7,163.8,faible_potentiel,84.563,country_distance
CIA-HHN,CIA,HHN,Rome,Frankfurt am Main (Lautzenhausen),IT,DE,995.0,1,back_on_track_ÖBB NJ 294,Roma Tiburtina,München Hbf,1092.0,912.0,night,7,163.8,faible_potentiel,85.634,country_distance
FCO-HAM,FCO,HAM,Rome,Hamburg,IT,DE,1325.7,2,back_on_track_ÖBB NJ 294,Roma Tiburtina,München Hbf,1092.0,912.0,night,7,163.8,faible_potentiel,85.926,country_distance
FCO-HAJ,FCO,HAJ,Rome,Hannover,IT,DE,1200.6,1,back_on_track_ÖBB NJ 294,Roma Tiburtina,München Hbf,1092.0,912.0,night,7,163.8,faible_potentiel,87.897,country_distance
FCO-CGN,FCO,CGN,Rome,Köln (Cologne),IT,DE,1080.6,1,back_on_track_ÖBB NJ 294,Roma Tiburtina,München Hbf,1092.0,912.0,night,7,163.8,faible_potentiel,88.736,country_distance
FCO-SUF,FCO,SUF,Rome,Lamezia Terme (CZ),IT,IT,467.2,2,back_on_track_FS IC Notte 774,Roma Termini,Trieste Centrale,711.0,680.0,night,7,106.65,potentiel_moyen,84.627,country_distance
CIA-FMM,CIA,FMM,Rome,Memmingen,IT,DE,712.7,1,back_on_track_ÖBB NJ 236,Venezia Santa Lucia,Stuttgart Hbf,852.0,741.0,night,7,127.8,faible_potentiel,79.782,country_distance
FCO-MUC,FCO,MUC,Rome,Munich,IT,DE,729.2,2,back_on_track_ÖBB NJ 294,Roma Tiburtina,München Hbf,1092.0,912.0,night,7,163.8,faible_potentiel,83.385,country_city_distance
FCO-PMO,FCO,PMO,Rome,Palermo,IT,IT,409.8,4,back_on_track_FS IC Notte 774,Roma Termini,Trieste Centrale,711.0,680.0,night,7,106.65,potentiel_moyen,78.038,country_distance
FCO-REG,FCO,REG,Rome,Reggio Calabria,IT,IT,506.2,2,back_on_track_FS IC Notte 774,Roma Termini,Trieste Centrale,711.0,680.0,night,7,106.65,potentiel_moyen,88.192,country_distance
CIA-FKB,CIA,FKB,Rome,Rheinmünster,IT,DE,852.4,1,back_on_track_ÖBB NJ 236,Venezia Santa Lucia,Stuttgart Hbf,852.0,741.0,night,7,127.8,faible_potentiel,86.893,country_distance
FCO-LIN,FCO,LIN,Rome,Segrate (MI),IT,IT,470.3,2,back_on_track_FS IC Notte 774,Roma Termini,Trieste Centrale,711.0,680.0,night,7,106.65,potentiel_moyen,86.227,country_distance
FCO-STR,FCO,STR,Rome,Stuttgart,IT,DE,801.3,1,back_on_track_ÖBB NJ 236,Venezia Santa Lucia,Stuttgart Hbf,852.0,741.0,night,7,127.8,faible_potentiel,96.723,country_city_distance
FCO-VCE,FCO,VCE,Rome,Venezia (VE),IT,IT,411.6,2,back_on_track_FS IC Notte 774,Roma Termini,Trieste Centrale,711.0,680.0,night,7,106.65,potentiel_moyen,78.228,country_distance
FCO-VIE,FCO,VIE,Rome,Vienna,IT,AT,778.8,5,back_on_track_ÖBB NJ 40236,Venezia Santa Lucia,Wien Hbf,619.0,672.0,night,7,92.85,potentiel_moyen,87.603,country_distance
CIA-NRN,CIA,NRN,Rome,Weeze,IT,DE,1194.8,1,back_on_track_ÖBB NJ 294,Roma Tiburtina,München Hbf,1092.0,912.0,night,7,163.8,faible_potentiel,86.724,country_distance
FCO-BRU,FCO,BRU,Rome,Zaventem,IT,BE,1172.6,6,back_on_track_ES 457,Milano Porta Garibaldi,Bruxelles Midi / Brussel Zuid,1107.0,1060.0,night,3,166.05,faible_potentiel,78.612,country_distance
TRS-CRL,TRS,CRL,Ronchi dei Legionari/Trieste,Charleroi,IT,BE,842.9,1,back_on_track_ES 457,Milano Porta Garibaldi,Bruxelles Midi / Brussel Zuid,1107.0,1060.0,night,3,166.05,faible_potentiel,78.534,country_distance
LIN-BRI,LIN,BRI,Segrate (MI),Bari,IT,IT,771.5,2,back_on_track_FS IC Notte 770,Trieste Centrale,Roma Termini,711.0,684.0,night,7,106.65,potentiel_moyen,95.186,country_distance
LIN-CTA,LIN,CTA,Segrate (MI),Catania,IT,IT,1009.2,3,back_on_track_FS IC Notte 752,Lecce,Milano Centrale,1032.0,682.0,night,7,154.8,potentiel_moyen,93.526,country_distance
LIN-FRA,LIN,FRA,Segrate (MI),Frankfurt am Main,IT,DE,512.3,4,back_on_track_ÖBB NJ 236,Venezia Santa Lucia,Stuttgart Hbf,852.0,741.0,night,7,127.8,faible_potentiel,72.884,country_distance
LIN-NAP,LIN,NAP,Segrate (MI),Napoli,IT,IT,649.6,4,back_on_track_FS IC Notte 774,Roma Termini,Trieste Centrale,711.0,680.0,night,7,106.65,potentiel_moyen,93.044,country_distance
LIN-PMO,LIN,PMO,Segrate (MI),Palermo,IT,IT,867.6,2,back_on_track_FS IC Notte 1955 (P),Roma Termini,Palermo Centrale,867.0,773.0,night,7,130.05,faible_potentiel,103.299,country_city_distance
LIN-REG,LIN,REG,Segrate (MI),Reggio Calabria,IT,IT,974.9,2,back_on_track_FS IC Notte 752,Lecce,Milano Centrale,1032.0,682.0,night,7,154.8,potentiel_moyen,94.536,country_distance
LIN-FCO,LIN,FCO,Segrate (MI),Rome,IT,IT,470.3,2,back_on_track_FS IC Notte 770,Trieste Centrale,Roma Termini,711.0,684.0,night,7,106.65,potentiel_moyen,86.227,country_distance
LIN-VIE,LIN,VIE,Segrate (MI),Vienna,IT,AT,629.1,1,back_on_track_ÖBB NJ 40236,Venezia Santa Lucia,Wien Hbf,619.0,672.0,night,7,92.85,potentiel_moyen,94.489,country_distance
LIN-BRU,LIN,BRU,Segrate (MI),Zaventem,IT,BE,702.8,4,back_on_track_ES 457,Milano Porta Garibaldi,Bruxelles Midi / Brussel Zuid,1107.0,1060.0,night,3,166.05,faible_potentiel,67.582,country_distance
TPS-HHN,TPS,HHN,Trapani (TP),Frankfurt am Main (Lautzenhausen),IT,DE,1401.3,1,back_on_track_ÖBB NJ 294,Roma Tiburtina,München Hbf,1092.0,912.0,night,7,163.8,faible_potentiel,81.839,country_distance
TPS-FMM,TPS,FMM,Trapani (TP),Memmingen,IT,DE,1135.2,1,back_on_track_ÖBB NJ 294,Roma Tiburtina,München Hbf,1092.0,912.0,night,7,163.8,faible_potentiel,91.334,country_distance
TPS-FKB,TPS,FKB,Trapani (TP),Rheinmünster,IT,DE,1259.4,1,back_on_track_ÖBB NJ 294,Roma Tiburtina,München Hbf,1092.0,912.0,night,7,163.8,faible_potentiel,88.18,country_distance
TSF-BRE,TSF,BRE,Treviso (TV),Bremen,IT,DE,858.6,1,back_on_track_ÖBB NJ 236,Venezia Santa Lucia,Stuttgart Hbf,852.0,741.0,night,7,127.8,faible_potentiel,85.694,country_distance
TSF-CRL,TSF,CRL,Treviso (TV),Charleroi,IT,BE,784.7,1,back_on_track_ES 457,Milano Porta Garibaldi,Bruxelles Midi / Brussel Zuid,1107.0,1060.0,night,3,166.05,faible_potentiel,75.002,country_distance
TSF-HHN,TSF,HHN,Treviso (TV),Frankfurt am Main (Lautzenhausen),IT,DE,603.2,1,back_on_track_ÖBB NJ 236,Venezia Santa Lucia,Stuttgart Hbf,852.0,741.0,night,7,127.8,faible_potentiel,77.996,country_distance
TSF-NRN,TSF,NRN,Treviso (TV),Weeze,IT,DE,796.9,1,back_on_track_ÖBB NJ 236,Venezia Santa Lucia,Stuttgart Hbf,852.0,741.0,night,7,127.8,faible_potentiel,82.579,country_distance
TSF-BRU,TSF,BRU,Treviso (TV),Zaventem,IT,BE,815.7,1,back_on_track_ES 457,Milano Porta Garibaldi,Bruxelles Midi / Brussel Zuid,1107.0,1060.0,night,3,166.05,faible_potentiel,73.033,country_distance
VCE-CTA,VCE,CTA,Venezia (VE),Catania,IT,IT,921.8,3,back_on_track_FS IC Notte 752,Lecce,Milano Centrale,1032.0,682.0,night,7,154.8,potentiel_moyen,91.102,country_distance
VCE-DUS,VCE,DUS,Venezia (VE),Düsseldorf,IT,DE,763.5,3,back_on_track_ÖBB NJ 236,Venezia Santa Lucia,Stuttgart Hbf,852.0,741.0,night,7,127.8,faible_potentiel,98.015,country_city_distance
VCE-FRA,VCE,FRA,Venezia (VE),Frankfurt am Main,IT,DE,577.0,1,back_on_track_ÖBB NJ 236,Venezia Santa Lucia,Stuttgart Hbf,852.0,741.0,night,7,127.8,faible_potentiel,89.085,country_city_distance
VCE-HAM,VCE,HAM,Venezia (VE),Hamburg,IT,DE,919.3,2,back_on_track_ÖBB NJ 236,Venezia Santa Lucia,Stuttgart Hbf,852.0,741.0,night,7,127.8,faible_potentiel,98.17,country_city_distance
VCE-HAJ,VCE,HAJ,Venezia (VE),Hannover,IT,DE,797.4,1,back_on_track_ÖBB NJ 236,Venezia Santa Lucia,Stuttgart Hbf,852.0,741.0,night,7,127.8,faible_potentiel,96.717,country_city_distance
VCE-CGN,VCE,CGN,Venezia (VE),Köln (Cologne),IT,DE,709.8,1,back_on_track_ÖBB NJ 236,Venezia Santa Lucia,Stuttgart Hbf,852.0,741.0,night,7,127.8,faible_potentiel,91.992,country_city_distance
VCE-SUF,VCE,SUF,Venezia (VE),Lamezia Terme (CZ),IT,IT,800.6,2,back_on_track_FS IC Notte 770,Trieste Centrale,Roma Termini,711.0,684.0,night,7,106.65,potentiel_moyen,94.515,country_city_distance
VCE-NAP,VCE,NAP,Venezia (VE),Napoli,IT,IT,537.1,2,back_on_track_FS IC Notte 774,Roma Termini,Trieste Centrale,711.0,680.0,night,7,106.65,potentiel_moyen,85.733,country_distance
VCE-PMO,VCE,PMO,Venezia (VE),Palermo,IT,IT,817.3,3,back_on_track_FS IC Notte 1955 (P),Roma Termini,Palermo Centrale,867.0,773.0,night,7,130.05,faible_potentiel,100.217,country_city_distance
VCE-STR,VCE,STR,Venezia (VE),Stuttgart,IT,DE,426.0,2,back_on_track_ÖBB NJ 236,Venezia Santa Lucia,Stuttgart Hbf,852.0,741.0,night,7,127.8,faible_potentiel,87.0,country_city_distance
VCE-VIE,VCE,VIE,Venezia (VE),Vienna,IT,AT,432.3,1,back_on_track_ÖBB NJ 40236,Venezia Santa Lucia,Wien Hbf,619.0,672.0,night,7,92.85,potentiel_moyen,95.632,country_city_distance
VCE-BRU,VCE,BRU,Venezia (VE),Zaventem,IT,BE,835.8,3,back_on_track_ES 457,Milano Porta Garibaldi,Bruxelles Midi / Brussel Zuid,1107.0,1060.0,night,3,166.05,faible_potentiel,73.849,country_distance
TGD-BEG,TGD,BEG,Podgorica,Belgrade,ME,RS,286.4,2,back_on_track_ŽS/ŽPCG 1130 / 432,Bar,Zemun,469.0,675.0,night,7,70.35,potentiel_moyen,73.868,country_distance
TIV-BEG,TIV,BEG,Tivat,Belgrade,ME,RS,297.2,2,back_on_track_ŽS/ŽPCG 1130 / 432,Bar,Zemun,469.0,675.0,night,7,70.35,potentiel_moyen,76.606,country_distance
AMS-BRN,AMS,BRN,Amsterdam,Bern,NL,CH,631.4,1,back_on_track_ÖBB NJ 403,Amsterdam Centraal,Zürich HB,845.0,710.0,night,7,126.75,potentiel_moyen,93.85,country_city_distance
AMS-GVA,AMS,GVA,Amsterdam,Geneva,NL,CH,682.0,2,back_on_track_ÖBB NJ 403,Amsterdam Centraal,Zürich HB,845.0,710.0,night,7,126.75,potentiel_moyen,94.025,country_city_distance
AMS-ZRH,AMS,ZRH,Amsterdam,Zurich,NL,CH,603.5,3,back_on_track_ÖBB NJ 403,Amsterdam Centraal,Zürich HB,845.0,710.0,night,7,126.75,potentiel_moyen,104.996,country_city_distance
ALF-OSL,ALF,OSL,Alta,Oslo (Gardermoen),NO,NO,1225.0,2,back_on_track_SJN 406,Trondheim,Oslo S,556.0,461.0,night,6,83.4,fort_potentiel,90.655,country_city_distance
BGO-OSL,BGO,OSL,Bergen,Oslo (Gardermoen),NO,NO,324.7,3,back_on_track_VY 606,Bergen,Oslo S,482.0,446.0,night,6,72.3,potentiel_moyen,101.889,country_city_distance
BGO-TRF,BGO,TRF,Bergen,Sandefjord(Torp),NO,NO,308.0,2,back_on_track_VY 606,Bergen,Oslo S,482.0,446.0,night,6,72.3,potentiel_moyen,88.627,country_city_distance
BGO-TRD,BGO,TRD,Bergen,Trondheim,NO,NO,461.5,3,back_on_track_VY 606,Bergen,Oslo S,482.0,446.0,night,6,72.3,potentiel_moyen,99.889,country_city_distance
BGO-AES,BGO,AES,Bergen,Ålesund,NO,NO,256.5,2,back_on_track_VY 606,Bergen,Oslo S,482.0,446.0,night,6,72.3,potentiel_moyen,81.637,country_city_distance
BOO-OSL,BOO,OSL,Bodø,Oslo (Gardermoen),NO,NO,802.7,2,back_on_track_SJN 406,Trondheim,Oslo S,556.0,461.0,night,6,83.4,fort_potentiel,99.317,country_city_distance
BOO-TOS,BOO,TOS,Bodø,Tromsø,NO,NO,326.3,2,back_on_track_SJN 405,Oslo S,Trondheim,556.0,471.0,night,6,83.4,fort_potentiel,81.306,country_city_distance
BOO-TRD,BOO,TRD,Bodø,Trondheim,NO,NO,452.7,2,back_on_track_SJN 405,Oslo S,Trondheim,556.0,471.0,night,6,83.4,fort_potentiel,99.629,country_city_distance
EVE-OSL,EVE,OSL,Evenes,Oslo (Gardermoen),NO,NO,960.0,2,back_on_track_VY 606,Bergen,Oslo S,482.0,446.0,night,6,72.3,potentiel_moyen,94.052,country_city_distance
EVE-TRD,EVE,TRD,Evenes,Trondheim,NO,NO,616.7,2,back_on_track_SJN 405,Oslo S,Trondheim,556.0,471.0,night,6,83.4,fort_potentiel,102.039,country_city_distance
HAU-OSL,HAU,OSL,Karmøy,Oslo (Gardermoen),NO,NO,343.0,2,back_on_track_VY 606,Bergen,Oslo S,482.0,446.0,night,6,72.3,potentiel_moyen,91.369,country_city_distance
KKN-OSL,KKN,OSL,Kirkenes,Oslo (Gardermoen),NO,NO,1368.7,2,back_on_track_VY 606,Bergen,Oslo S,482.0,446.0,night,6,72.3,potentiel_moyen,89.233,country_city_distance
KRS-OSL,KRS,OSL,Kristiansand(Kjevik),Oslo (Gardermoen),NO,NO,280.0,2,back_on_track_VY 606,Bergen,Oslo S,482.0,446.0,night,6,72.3,potentiel_moyen,84.298,country_city_distance
KSU-SVG,KSU,SVG,Kvernberget,Stavanger,NO,NO,485.4,2,back_on_track_VY 606,Bergen,Oslo S,482.0,446.0,night,6,72.3,potentiel_moyen,94.648,country_city_distance
OSL-ALF,OSL,ALF,Oslo (Gardermoen),Alta,NO,NO,1225.0,2,back_on_track_SJN 405,Oslo S,Trondheim,556.0,471.0,night,6,83.4,fort_potentiel,90.655,country_city_distance
OSL-BGO,OSL,BGO,Oslo (Gardermoen),Bergen,NO,NO,324.7,2,back_on_track_VY 605,Oslo S,Bergen,482.0,440.0,night,6,72.3,potentiel_moyen,101.889,country_city_distance
OSL-BOO,OSL,BOO,Oslo (Gardermoen),Bodø,NO,NO,802.7,2,back_on_track_SJN 405,Oslo S,Trondheim,556.0,471.0,night,6,83.4,fort_potentiel,99.317,country_city_distance
OSL-EVE,OSL,EVE,Oslo (Gardermoen),Evenes,NO,NO,960.0,2,back_on_track_VY 605,Oslo S,Bergen,482.0,440.0,night,6,72.3,potentiel_moyen,94.052,country_city_distance
OSL-HAU,OSL,HAU,Oslo (Gardermoen),Karmøy,NO,NO,343.0,2,back_on_track_VY 605,Oslo S,Bergen,482.0,440.0,night,6,72.3,potentiel_moyen,91.369,country_city_distance
OSL-KKN,OSL,KKN,Oslo (Gardermoen),Kirkenes,NO,NO,1368.7,2,back_on_track_VY 605,Oslo S,Bergen,482.0,440.0,night,6,72.3,potentiel_moyen,89.233,country_city_distance
OSL-KRS,OSL,KRS,Oslo (Gardermoen),Kristiansand(Kjevik),NO,NO,280.0,2,back_on_track_VY 605,Oslo S,Bergen,482.0,440.0,night,6,72.3,potentiel_moyen,84.298,country_city_distance
OSL-SVG,OSL,SVG,Oslo (Gardermoen),Stavanger,NO,NO,340.9,2,back_on_track_GA F5 725,Oslo S,Stavanger,588.0,536.0,night,6,88.2,potentiel_moyen,95.879,country_city_distance
OSL-TOS,OSL,TOS,Oslo (Gardermoen),Tromsø,NO,NO,1115.5,3,back_on_track_SJN 405,Oslo S,Trondheim,556.0,471.0,night,6,83.4,fort_potentiel,98.032,country_city_distance
OSL-TRD,OSL,TRD,Oslo (Gardermoen),Trondheim,NO,NO,363.0,2,back_on_track_SJN 405,Oslo S,Trondheim,556.0,471.0,night,6,83.4,fort_potentiel,103.708,country_city_distance
OSL-AES,OSL,AES,Oslo (Gardermoen),Ålesund,NO,NO,373.8,2,back_on_track_VY 605,Oslo S,Bergen,482.0,440.0,night,6,72.3,potentiel_moyen,96.379,country_city_distance
OSL-MOL,OSL,MOL,Oslo (Gardermoen),Årø,NO,NO,349.2,2,back_on_track_VY 605,Oslo S,Bergen,482.0,440.0,night,6,72.3,potentiel_moyen,93.243,country_city_distance
TRF-BGO,TRF,BGO,Sandefjord(Torp),Bergen,NO,NO,308.0,2,back_on_track_VY 605,Oslo S,Bergen,482.0,440.0,night,6,72.3,potentiel_moyen,88.627,country_city_distance
TRF-SVG,TRF,SVG,Sandefjord(Torp),Stavanger,NO,NO,266.6,2,back_on_track_VY 605,Oslo S,Bergen,482.0,440.0,night,6,72.3,potentiel_moyen,71.551,country_distance
TRF-TRD,TRF,TRD,Sandefjord(Torp),Trondheim,NO,NO,476.2,2,back_on_track_SJN 405,Oslo S,Trondheim,556.0,471.0,night,6,83.4,fort_potentiel,101.561,country_city_distance
SVG-KSU,SVG,KSU,Stavanger,Kvernberget,NO,NO,485.4,2,back_on_track_VY 605,Oslo S,Bergen,482.0,440.0,night,6,72.3,potentiel_moyen,94.648,country_city_distance
SVG-OSL,SVG,OSL,Stavanger,Oslo (Gardermoen),NO,NO,340.9,3,back_on_track_GA F5 726,Stavanger,Oslo S,588.0,550.0,night,6,88.2,potentiel_moyen,95.879,country_city_distance
TOS-BOO,TOS,BOO,Tromsø,Bodø,NO,NO,326.3,2,back_on_track_SJN 406,Trondheim,Oslo S,556.0,461.0,night,6,83.4,fort_potentiel,81.306,country_city_distance
TOS-OSL,TOS,OSL,Tromsø,Oslo (Gardermoen),NO,NO,1115.5,2,back_on_track_SJN 406,Trondheim,Oslo S,556.0,461.0,night,6,83.4,fort_potentiel,98.032,country_city_distance
