route_avion,origin_iata,destination_iata,origine_avion,destination_avion,origin_country,destination_country,distance_avion,airline_count,route_train_candidate,origin_train,destination_train,distance_train,duration_train,train_type,weekly_frequency,estimated_co2_saving_kg,substitution_potential,match_score,match_method
CGN-ZAG,CGN,ZAG,Köln (Cologne),Velika Gorica,DE,HR,870.9,1,back_on_track_HŽPP/ÖBB EN 40237,Stuttgart Hbf,Zagreb Gl. K.,807.0,850.0,night,7,121.05,faible_potentiel,83.916,country_distance
CGN-VCE,CGN,VCE,Köln (Cologne),Venezia (VE),DE,IT,709.8,1,back_on_track_ÖBB NJ 237,Stuttgart Hbf,Venezia Santa Lucia,852.0,753.0,night,7,127.8,faible_potentiel,91.992,country_city_distance
CGN-VIE,CGN,VIE,Köln (Cologne),Vienna,DE,AT,746.0,3,back_on_track_ÖBB NJ 40491,Hamburg Altona,Innsbruck Hbf,1112.0,798.0,night,7,166.8,faible_potentiel,77.805,country_distance
CGN-WAW,CGN,WAW,Köln (Cologne),Warsaw,DE,PL,965.9,1,back_on_track_PKP/ČD EN 40406,München Hbf,Warszawa Wschodnia,1139.0,820.0,night,7,170.85,faible_potentiel,87.02,country_distance
CGN-ZAD,CGN,ZAD,Köln (Cologne),Zadar,DE,HR,972.0,1,back_on_track_HŽPP/ÖBB EN 40237,Stuttgart Hbf,Zagreb Gl. K.,807.0,850.0,night,7,121.05,faible_potentiel,83.381,country_distance
LBC-BGY,LBC,BGY,Lübeck,Orio al Serio (BG),DE,IT,907.6,1,back_on_track_ÖBB NJ 237,Stuttgart Hbf,Venezia Santa Lucia,852.0,753.0,night,7,127.8,faible_potentiel,88.314,country_distance
LBC-PSA,LBC,PSA,Lübeck,Pisa (PI),DE,IT,1125.7,1,back_on_track_ÖBB NJ 295,München Hbf,Roma Termini,1092.0,780.0,night,7,163.8,faible_potentiel,86.656,country_distance
FMM-AHO,FMM,AHO,Memmingen,Alghero,DE,IT,832.4,1,back_on_track_ÖBB NJ 237,Stuttgart Hbf,Venezia Santa Lucia,852.0,753.0,night,7,127.8,faible_potentiel,85.083,country_distance
FMM-CLY,FMM,CLY,Memmingen,Calvi,DE,FR,617.3,2,back_on_track_ES 474,Berlin Hbf,Paris Gare du Nord,1120.0,929.0,night,3,168.0,faible_potentiel,64.987,country_distance
FMM-NAP,FMM,NAP,Memmingen,Napoli,DE,IT,852.4,1,back_on_track_ÖBB NJ 237,Stuttgart Hbf,Venezia Santa Lucia,852.0,753.0,night,7,127.8,faible_potentiel,88.152,country_distance
FMM-CIA,FMM,CIA,Memmingen,Rome,DE,IT,712.7,1,back_on_track_ÖBB NJ 295,München Hbf,Roma Termini,1092.0,780.0,night,7,163.8,faible_potentiel,82.195,country_distance
FMM-TPS,FMM,TPS,Memmingen,Trapani (TP),DE,IT,1135.2,1,back_on_track_ÖBB NJ 295,München Hbf,Roma Termini,1092.0,780.0,night,7,163.8,faible_potentiel,93.364,country_distance
MUC-KRK,MUC,KRK,Munich,Balice,DE,PL,611.4,2,back_on_track_PKP/ČD EN 40406,München Hbf,Warszawa Wschodnia,1139.0,820.0,night,7,170.85,faible_potentiel,71.75,country_city_distance
MUC-BRI,MUC,BRI,Munich,Bari,DE,IT,892.8,2,back_on_track_ÖBB NJ 295,München Hbf,Roma Termini,1092.0,780.0,night,7,163.8,faible_potentiel,90.871,country_city_distance
MUC-BLQ,MUC,BLQ,Munich,Bologna,DE,IT,426.3,1,back_on_track_ÖBB NJ 237,Stuttgart Hbf,Venezia Santa Lucia,852.0,753.0,night,7,127.8,faible_potentiel,62.501,country_distance
MUC-BOD,MUC,BOD,Munich,Bordeaux,DE,FR,1031.0,1,back_on_track_ES 474,Berlin Hbf,Paris Gare du Nord,1120.0,929.0,night,3,168.0,faible_potentiel,83.053,country_distance
MUC-BDS,MUC,BDS,Munich,Brindisi,DE,IT,984.7,2,back_on_track_ÖBB NJ 295,München Hbf,Roma Termini,1092.0,780.0,night,7,163.8,faible_potentiel,94.099,country_city_distance
MUC-BUD,MUC,BUD,Munich,Budapest,DE,HU,566.6,1,back_on_track_MÁV/ÖBB EN 50462,Stuttgart Hbf,Budapest Keleti,966.0,770.0,night,7,144.9,faible_potentiel,82.535,country_city_distance
MUC-CAG,MUC,CAG,Munich,Cagliari,DE,IT,1035.4,3,back_on_track_ÖBB NJ 295,München Hbf,Roma Termini,1092.0,780.0,night,7,163.8,faible_potentiel,93.957,country_city_distance
MUC-EBA,MUC,EBA,Munich,Campo nell'Elba (LI),DE,IT,633.4,1,back_on_track_ÖBB NJ 237,Stuttgart Hbf,Venezia Santa Lucia,852.0,753.0,night,7,127.8,faible_potentiel,80.059,country_distance
MUC-TRN,MUC,TRN,Munich,Caselle Torinese (TO),DE,IT,471.2,1,back_on_track_ÖBB NJ 237,Stuttgart Hbf,Venezia Santa Lucia,852.0,753.0,night,7,127.8,faible_potentiel,68.383,country_distance
MUC-CTA,MUC,CTA,Munich,Catania,DE,IT,1239.4,5,back_on_track_ÖBB NJ 295,München Hbf,Roma Termini,1092.0,780.0,night,7,163.8,faible_potentiel,94.166,country_city_distance
MUC-LYS,MUC,LYS,Munich,"Colombier-Saugnieu, Rhône",DE,FR,585.2,1,back_on_track_ES 474,Berlin Hbf,Paris Gare du Nord,1120.0,929.0,night,3,168.0,faible_potentiel,63.189,country_distance
MUC-DTM,MUC,DTM,Munich,Dortmund,DE,DE,461.4,2,db_fernverkehr_303575,München Hbf,Dortmund Hbf,476.8,327.0,day,7,71.52,potentiel_moyen,107.989,country_city_distance
MUC-DBV,MUC,DBV,Munich,Dubrovnik,DE,HR,818.0,2,back_on_track_HŽPP/ÖBB EN 40237,Stuttgart Hbf,Zagreb Gl. K.,807.0,850.0,night,7,121.05,faible_potentiel,87.822,country_distance
MUC-DUS,MUC,DUS,Munich,Düsseldorf,DE,DE,485.8,3,db_fernverkehr_985422,München Hbf,Essen Hbf,491.7,316.0,day,7,73.76,potentiel_moyen,99.836,country_city_distance
MUC-AOI,MUC,AOI,Munich,Falconara Marittima (AN),DE,IT,540.6,1,back_on_track_ÖBB NJ 237,Stuttgart Hbf,Venezia Santa Lucia,852.0,753.0,night,7,127.8,faible_potentiel,75.494,country_distance
MUC-FLR,MUC,FLR,Munich,Firenze (FI),DE,IT,507.4,2,back_on_track_ÖBB NJ 237,Stuttgart Hbf,Venezia Santa Lucia,852.0,753.0,night,7,127.8,faible_potentiel,71.641,country_distance
MUC-FRA,MUC,FRA,Munich,Frankfurt am Main,DE,DE,299.3,3,db_fernverkehr_1561571,München Hbf,Frankfurt(Main)Hbf,303.6,241.0,day,6,45.54,potentiel_moyen,102.464,country_city_distance
MUC-GDN,MUC,GDN,Munich,Gdańsk,DE,PL,813.9,2,back_on_track_PKP/ČD EN 40406,München Hbf,Warszawa Wschodnia,1139.0,820.0,night,7,170.85,faible_potentiel,83.338,country_city_distance
MUC-GOA,MUC,GOA,Munich,Genova (GE),DE,IT,493.0,1,back_on_track_ÖBB NJ 237,Stuttgart Hbf,Venezia Santa Lucia,852.0,753.0,night,7,127.8,faible_potentiel,70.553,country_distance
MUC-GOT,MUC,GOT,Munich,Göteborg,DE,SE,1035.6,2,back_on_track_SJ/RDC EN 346,Berlin Hbf,Stockholm C,1439.0,986.0,night,7,215.85,faible_potentiel,79.17,country_distance
MUC-HAM,MUC,HAM,Munich,Hamburg,DE,DE,600.0,2,db_fernverkehr_1508602,München Hbf,Hamburg Hbf,611.6,345.0,day,7,91.74,fort_potentiel,111.34,country_city_distance
MUC-CGN,MUC,CGN,Munich,Köln (Cologne),DE,DE,435.7,2,db_fernverkehr_789445,München Hbf,Köln Hbf,455.1,251.0,day,6,68.26,potentiel_moyen,106.71,country_city_distance
MUC-SUF,MUC,SUF,Munich,Lamezia Terme (CZ),DE,IT,1109.7,1,back_on_track_ÖBB NJ 295,München Hbf,Roma Termini,1092.0,780.0,night,7,163.8,faible_potentiel,98.825,country_city_distance
MUC-MRS,MUC,MRS,Munich,"Marignane, Bouches-du-Rhône",DE,FR,746.2,1,back_on_track_ES 474,Berlin Hbf,Paris Gare du Nord,1120.0,929.0,night,3,168.0,faible_potentiel,76.727,country_distance
MUC-NTE,MUC,NTE,Munich,Nantes,DE,FR,1009.1,1,back_on_track_ÖBB NJ 40424,Berlin Ostbahnhof,Paris Est,1168.0,883.0,night,3,175.2,faible_potentiel,82.672,country_distance
MUC-NAP,MUC,NAP,Munich,Napoli,DE,IT,853.6,3,back_on_track_ÖBB NJ 237,Stuttgart Hbf,Venezia Santa Lucia,852.0,753.0,night,7,127.8,faible_potentiel,89.911,country_distance
MUC-NCE,MUC,NCE,Munich,"Nice, Alpes-Maritimes",DE,FR,630.0,1,back_on_track_ES 474,Berlin Hbf,Paris Gare du Nord,1120.0,929.0,night,3,168.0,faible_potentiel,66.253,country_distance
MUC-OLB,MUC,OLB,Munich,Olbia (SS),DE,IT,848.0,3,back_on_track_ÖBB NJ 237,Stuttgart Hbf,Venezia Santa Lucia,852.0,753.0,night,7,127.8,faible_potentiel,87.54,country_distance
MUC-PMO,MUC,PMO,Munich,Palermo,DE,IT,1136.6,1,back_on_track_ÖBB NJ 295,München Hbf,Roma Termini,1092.0,780.0,night,7,163.8,faible_potentiel,96.158,country_city_distance
MUC-CDG,MUC,CDG,Munich,"Paris (Roissy-en-France, Val-d'Oise)",DE,FR,681.2,2,back_on_track_ES 474,Berlin Hbf,Paris Gare du Nord,1120.0,929.0,night,3,168.0,faible_potentiel,80.646,country_city_distance
MUC-PSA,MUC,PSA,Munich,Pisa (PI),DE,IT,530.3,1,back_on_track_ÖBB NJ 237,Stuttgart Hbf,Venezia Santa Lucia,852.0,753.0,night,7,127.8,faible_potentiel,73.905,country_distance
MUC-POZ,MUC,POZ,Munich,Poznań,DE,PL,576.0,2,back_on_track_PKP/ČD EN 40406,München Hbf,Warszawa Wschodnia,1139.0,820.0,night,7,170.85,faible_potentiel,70.138,country_city_distance
MUC-FCO,MUC,FCO,Munich,Rome,DE,IT,729.2,2,back_on_track_ÖBB NJ 295,München Hbf,Roma Termini,1092.0,780.0,night,7,163.8,faible_potentiel,85.885,country_city_distance
MUC-SPU,MUC,SPU,Munich,Split,DE,HR,638.8,2,back_on_track_HŽPP/ÖBB EN 40237,Stuttgart Hbf,Zagreb Gl. K.,807.0,850.0,night,7,121.05,faible_potentiel,80.45,country_distance
MUC-ARN,MUC,ARN,Munich,Stockholm,DE,SE,1317.2,3,back_on_track_SJ/RDC EN 346,Berlin Hbf,Stockholm C,1439.0,986.0,night,7,215.85,faible_potentiel,98.438,country_city_distance
MUC-GWT,MUC,GWT,Munich,Sylt,DE,DE,766.9,2,db_fernverkehr_602368,München Hbf,Hamburg-Altona(S),612.5,362.0,day,7,91.88,fort_potentiel,95.124,country_city_distance
MUC-TLS,MUC,TLS,Munich,Toulouse/Blagnac,DE,FR,960.1,1,back_on_track_ES 474,Berlin Hbf,Paris Gare du Nord,1120.0,929.0,night,3,168.0,faible_potentiel,81.116,country_distance
MUC-ZAG,MUC,ZAG,Munich,Velika Gorica,DE,HR,435.3,2,back_on_track_HŽPP/ÖBB EN 40237,Stuttgart Hbf,Zagreb Gl. K.,807.0,850.0,night,7,121.05,faible_potentiel,67.561,country_distance
MUC-WAW,MUC,WAW,Munich,Warsaw,DE,PL,777.3,2,back_on_track_PKP/ČD EN 40406,München Hbf,Warszawa Wschodnia,1139.0,820.0,night,7,170.85,faible_potentiel,86.69,country_city_distance
MUC-ZAD,MUC,ZAD,Munich,Zadar,DE,HR,547.0,2,back_on_track_HŽPP/ÖBB EN 40237,Stuttgart Hbf,Zagreb Gl. K.,807.0,850.0,night,7,121.05,faible_potentiel,78.9,country_distance
NUE-DUS,NUE,DUS,Nuremberg,Düsseldorf,DE,DE,364.7,2,db_fernverkehr_1169834,Gera Hbf,Düsseldorf Hbf,371.2,393.0,day,7,55.68,potentiel_moyen,103.084,country_city_distance
NUE-HAM,NUE,HAM,Nuremberg,Hamburg,DE,DE,465.5,2,db_fernverkehr_203281,Nürnberg Hbf,Hamburg-Altona(S),463.5,407.0,day,6,69.52,potentiel_moyen,108.893,country_city_distance
NUE-OLB,NUE,OLB,Nuremberg,Olbia (SS),DE,IT,964.0,2,back_on_track_ÖBB NJ 295,München Hbf,Roma Termini,1092.0,780.0,night,7,163.8,faible_potentiel,86.71,country_distance
NUE-CDG,NUE,CDG,Nuremberg,"Paris (Roissy-en-France, Val-d'Oise)",DE,FR,620.7,2,back_on_track_ES 474,Berlin Hbf,Paris Gare du Nord,1120.0,929.0,night,3,168.0,faible_potentiel,77.626,country_city_distance
NUE-SPU,NUE,SPU,Nuremberg,Split,DE,HR,773.3,1,back_on_track_HŽPP/ÖBB EN 40237,Stuttgart Hbf,Zagreb Gl. K.,807.0,850.0,night,7,121.05,faible_potentiel,86.876,country_distance
FKB-BRI,FKB,BRI,Rheinmünster,Bari,DE,IT,1088.6,1,back_on_track_ÖBB NJ 295,München Hbf,Roma Termini,1092.0,780.0,night,7,163.8,faible_potentiel,92.764,country_distance
FKB-CAG,FKB,CAG,Rheinmünster,Cagliari,DE,IT,1062.3,1,back_on_track_ÖBB NJ 295,München Hbf,Roma Termini,1092.0,780.0,night,7,163.8,faible_potentiel,91.018,country_distance
FKB-CIA,FKB,CIA,Rheinmünster,Rome,DE,IT,852.4,1,back_on_track_ÖBB NJ 295,München Hbf,Roma Termini,1092.0,780.0,night,7,163.8,faible_potentiel,87.69,country_distance
FKB-TPS,FKB,TPS,Rheinmünster,Trapani (TP),DE,IT,1259.4,1,back_on_track_ÖBB NJ 295,München Hbf,Roma Termini,1092.0,780.0,night,7,163.8,faible_potentiel,90.21,country_distance
FKB-ZAD,FKB,ZAD,Rheinmünster,Zadar,DE,HR,762.1,1,back_on_track_HŽPP/ÖBB EN 40237,Stuttgart Hbf,Zagreb Gl. K.,807.0,850.0,night,7,121.05,faible_potentiel,89.752,country_distance
SCN-HAM,SCN,HAM,Saarbrücken,Hamburg,DE,DE,529.9,2,db_fernverkehr_664066,Karlsruhe Hbf,Hamburg Hbf,519.1,352.0,day,7,77.86,potentiel_moyen,105.74,country_city_distance
LEJ-CDG,LEJ,CDG,Schkeuditz,"Paris (Roissy-en-France, Val-d'Oise)",DE,FR,738.3,1,back_on_track_ES 474,Berlin Hbf,Paris Gare du Nord,1120.0,929.0,night,3,168.0,faible_potentiel,81.575,country_city_distance
LEJ-ZRH,LEJ,ZRH,Schkeuditz,Zurich,DE,CH,514.7,1,back_on_track_ÖBB NJ 471,Hamburg Altona,Zürich HB,1011.0,733.0,night,7,151.65,faible_potentiel,76.644,country_city_distance
STR-KRK,STR,KRK,Stuttgart,Balice,DE,PL,779.3,1,back_on_track_PKP/ČD EN 40406,München Hbf,Warszawa Wschodnia,1139.0,820.0,night,7,170.85,faible_potentiel,74.461,country_distance
STR-BRI,STR,BRI,Stuttgart,Bari,DE,IT,1027.2,1,back_on_track_ÖBB NJ 237,Stuttgart Hbf,Venezia Santa Lucia,852.0,753.0,night,7,127.8,faible_potentiel,95.345,country_city_distance
STR-BIA,STR,BIA,Stuttgart,Bastia,DE,FR,682.7,1,back_on_track_ÖBB NJ 40424,Berlin Ostbahnhof,Paris Est,1168.0,883.0,night,3,175.2,faible_potentiel,69.69,country_distance
STR-BDS,STR,BDS,Stuttgart,Brindisi,DE,IT,1127.0,1,back_on_track_ÖBB NJ 237,Stuttgart Hbf,Venezia Santa Lucia,852.0,753.0,night,7,127.8,faible_potentiel,94.233,country_city_distance
STR-BUD,STR,BUD,Stuttgart,Budapest,DE,HU,758.6,1,back_on_track_MÁV/ÖBB EN 50462,Stuttgart Hbf,Budapest Keleti,966.0,770.0,night,7,144.9,faible_potentiel,105.165,country_city_distance
STR-CAG,STR,CAG,Stuttgart,Cagliari,DE,IT,1049.6,1,back_on_track_ÖBB NJ 237,Stuttgart Hbf,Venezia Santa Lucia,852.0,753.0,night,7,127.8,faible_potentiel,95.627,country_city_distance
STR-CTA,STR,CTA,Stuttgart,Catania,DE,IT,1334.2,5,back_on_track_ÖBB NJ 237,Stuttgart Hbf,Venezia Santa Lucia,852.0,753.0,night,7,127.8,faible_potentiel,93.734,country_city_distance
STR-DBV,STR,DBV,Stuttgart,Dubrovnik,DE,HR,977.9,1,back_on_track_HŽPP/ÖBB EN 40237,Stuttgart Hbf,Zagreb Gl. K.,807.0,850.0,night,7,121.05,faible_potentiel,95.631,country_city_distance
STR-FLR,STR,FLR,Stuttgart,Firenze (FI),DE,IT,563.7,2,back_on_track_ÖBB NJ 237,Stuttgart Hbf,Venezia Santa Lucia,852.0,753.0,night,7,127.8,faible_potentiel,87.675,country_city_distance
STR-HAM,STR,HAM,Stuttgart,Hamburg,DE,DE,551.9,2,db_fernverkehr_186029,Stuttgart Hbf,Hamburg Hbf,533.3,306.0,day,7,79.99,potentiel_moyen,114.157,country_city_distance
STR-HAJ,STR,HAJ,Stuttgart,Hannover,DE,DE,420.6,2,db_fernverkehr_909928,Stuttgart Hbf,Hannover Hbf,401.3,281.0,night,6,60.2,potentiel_moyen,112.853,country_city_distance
STR-SUF,STR,SUF,Stuttgart,Lamezia Terme (CZ),DE,IT,1224.0,1,back_on_track_ÖBB NJ 237,Stuttgart Hbf,Venezia Santa Lucia,852.0,753.0,night,7,127.8,faible_potentiel,95.027,country_city_distance
STR-NAP,STR,NAP,Stuttgart,Napoli,DE,IT,955.0,3,back_on_track_ÖBB NJ 237,Stuttgart Hbf,Venezia Santa Lucia,852.0,753.0,night,7,127.8,faible_potentiel,99.104,country_city_distance
STR-OLB,STR,OLB,Stuttgart,Olbia (SS),DE,IT,866.6,3,back_on_track_ÖBB NJ 237,Stuttgart Hbf,Venezia Santa Lucia,852.0,753.0,night,7,127.8,faible_potentiel,99.079,country_city_distance
STR-RJK,STR,RJK,Stuttgart,Rijeka(Omišalj),DE,HR,560.1,1,back_on_track_HŽPP/ÖBB EN 40237,Stuttgart Hbf,Zagreb Gl. K.,807.0,850.0,night,7,121.05,faible_potentiel,91.274,country_city_distance
STR-FCO,STR,FCO,Stuttgart,Rome,DE,IT,801.3,1,back_on_track_ÖBB NJ 237,Stuttgart Hbf,Venezia Santa Lucia,852.0,753.0,night,7,127.8,faible_potentiel,96.723,country_city_distance
STR-SPU,STR,SPU,Stuttgart,Split,DE,HR,790.3,1,back_on_track_HŽPP/ÖBB EN 40237,Stuttgart Hbf,Zagreb Gl. K.,807.0,850.0,night,7,121.05,faible_potentiel,98.347,country_city_distance
STR-ZAG,STR,ZAG,Stuttgart,Velika Gorica,DE,HR,611.8,1,back_on_track_HŽPP/ÖBB EN 40237,Stuttgart Hbf,Zagreb Gl. K.,807.0,850.0,night,7,121.05,faible_potentiel,92.774,country_city_distance
STR-VCE,STR,VCE,Stuttgart,Venezia (VE),DE,IT,426.0,2,back_on_track_ÖBB NJ 237,Stuttgart Hbf,Venezia Santa Lucia,852.0,753.0,night,7,127.8,faible_potentiel,87.0,country_city_distance
STR-ZAD,STR,ZAD,Stuttgart,Zadar,DE,HR,693.8,1,back_on_track_HŽPP/ÖBB EN 40237,Stuttgart Hbf,Zagreb Gl. K.,807.0,850.0,night,7,121.05,faible_potentiel,98.546,country_city_distance
GWT-MUC,GWT,MUC,Sylt,Munich,DE,DE,766.9,2,db_fernverkehr_129826,Basel SBB,Hamburg Hbf,689.2,403.0,day,7,103.38,fort_potentiel,95.377,country_distance
GWT-ZRH,GWT,ZRH,Sylt,Zurich,DE,CH,829.1,1,back_on_track_ÖBB NJ 471,Hamburg Altona,Zürich HB,1011.0,733.0,night,7,151.65,faible_potentiel,94.848,country_city_distance
NRN-AHO,NRN,AHO,Weeze,Alghero,DE,IT,1230.8,1,back_on_track_ÖBB NJ 295,München Hbf,Roma Termini,1092.0,780.0,night,7,163.8,faible_potentiel,85.793,country_distance
NRN-BRI,NRN,BRI,Weeze,Bari,DE,IT,1417.2,1,back_on_track_ÖBB NJ 295,München Hbf,Roma Termini,1092.0,780.0,night,7,163.8,faible_potentiel,83.763,country_distance
NRN-BLQ,NRN,BLQ,Weeze,Bologna,DE,IT,873.3,1,back_on_track_ÖBB NJ 237,Stuttgart Hbf,Venezia Santa Lucia,852.0,753.0,night,7,127.8,faible_potentiel,83.698,country_distance
NRN-BZR,NRN,BZR,Weeze,Béziers,DE,FR,943.8,1,back_on_track_ES 474,Berlin Hbf,Paris Gare du Nord,1120.0,929.0,night,3,168.0,faible_potentiel,77.733,country_distance
NRN-CAG,NRN,CAG,Weeze,Cagliari,DE,IT,1391.6,1,back_on_track_ÖBB NJ 295,München Hbf,Roma Termini,1092.0,780.0,night,7,163.8,faible_potentiel,82.993,country_distance
NRN-AOI,NRN,AOI,Weeze,Falconara Marittima (AN),DE,IT,1038.8,1,back_on_track_ÖBB NJ 295,München Hbf,Roma Termini,1092.0,780.0,night,7,163.8,faible_potentiel,88.401,country_distance
NRN-BGY,NRN,BGY,Weeze,Orio al Serio (BG),DE,IT,709.6,1,back_on_track_ÖBB NJ 237,Stuttgart Hbf,Venezia Santa Lucia,852.0,753.0,night,7,127.8,faible_potentiel,81.671,country_distance
NRN-PSR,NRN,PSR,Weeze,Pescara,DE,IT,1186.4,1,back_on_track_ÖBB NJ 295,München Hbf,Roma Termini,1092.0,780.0,night,7,163.8,faible_potentiel,85.044,country_distance
NRN-PSA,NRN,PSA,Weeze,Pisa (PI),DE,IT,935.8,1,back_on_track_ÖBB NJ 237,Stuttgart Hbf,Venezia Santa Lucia,852.0,753.0,night,7,127.8,faible_potentiel,83.674,country_distance
NRN-CIA,NRN,CIA,Weeze,Rome,DE,IT,1194.8,1,back_on_track_ÖBB NJ 295,München Hbf,Roma Termini,1092.0,780.0,night,7,163.8,faible_potentiel,89.224,country_distance
NRN-TSF,NRN,TSF,Weeze,Treviso (TV),DE,IT,796.9,1,back_on_track_ÖBB NJ 237,Stuttgart Hbf,Venezia Santa Lucia,852.0,753.0,night,7,127.8,faible_potentiel,82.579,country_distance
NRN-ZAD,NRN,ZAD,Weeze,Zadar,DE,HR,1079.4,1,back_on_track_HŽPP/ÖBB EN 40237,Stuttgart Hbf,Zagreb Gl. K.,807.0,850.0,night,7,121.05,faible_potentiel,81.316,country_distance
ALC-BCN,ALC,BCN,Alicante,Barcelona,ES,ES,403.9,2,renfe_0109212026-06-01,Alicante/Alacant,Barcelona-Sants,405.6,317.0,day,7,60.84,potentiel_moyen,114.895,country_city_distance
ALC-BIO,ALC,BIO,Alicante,Bilbao,ES,ES,592.1,2,renfe_0518312026-04-06,Alicante/Alacant,Leon,639.0,290.0,day,7,95.85,fort_potentiel,107.02,country_city_distance
ALC-PMI,ALC,PMI,Alicante,Palma de Mallorca,ES,ES,318.2,3,renfe_0586322026-04-06,Alicante/Alacant,Madrid Pta.Atocha - Almudena Grandes,357.7,150.0,day,7,53.65,potentiel_moyen,101.602,country_city_distance
LEI-BCN,LEI,BCN,Almería,Barcelona,ES,ES,626.4,2,renfe_0393112026-04-26,Granada,Barcelona-Sants,679.9,388.0,day,7,101.98,fort_potentiel,105.15,country_city_distance
LEI-MAD,LEI,MAD,Almería,Madrid,ES,ES,419.0,2,renfe_0027912026-04-07,Almeria,Madrid-Chamartín-Clara Campoamor,418.1,440.0,day,7,62.72,potentiel_moyen,114.946,country_city_distance
BCN-ALC,BCN,ALC,Barcelona,Alicante,ES,ES,403.9,2,renfe_0116112026-04-06,Barcelona-Sants,Alicante/Alacant,405.6,318.0,day,7,60.84,potentiel_moyen,114.895,country_city_distance
BCN-LEI,BCN,LEI,Barcelona,Almería,ES,ES,626.4,2,renfe_0062242026-04-07,Barcelona-Sants,Leon,652.3,468.0,day,7,97.84,fort_potentiel,107.421,country_city_distance
BCN-BIO,BCN,BIO,Barcelona,Bilbao,ES,ES,466.8,2,renfe_0043812026-04-07,Barcelona-Sants,Bilbao-Abando Indalecio Prieto,466.2,423.0,day,7,69.93,potentiel_moyen,114.968,country_city_distance
BCN-LCG,BCN,LCG,Barcelona,Culleredo,ES,ES,887.7,2,renfe_0062222026-04-07,Barcelona-Sants,Ourense,835.7,714.0,day,7,125.36,potentiel_moyen,104.161,country_city_distance
BCN-GRX,BCN,GRX,Barcelona,Granada,ES,ES,680.1,2,renfe_0393012026-04-26,Barcelona-Sants,Granada,679.9,386.0,day,7,101.98,fort_potentiel,117.993,country_city_distance
BCN-EAS,BCN,EAS,Barcelona,Hondarribia,ES,ES,391.9,2,renfe_0056212026-04-07,Barcelona-Sants,Pamplona/Iruña,352.4,239.0,day,7,52.86,potentiel_moyen,103.48,country_city_distance
BCN-IBZ,BCN,IBZ,Barcelona,Ibiza (Eivissa),ES,ES,276.2,3,renfe_1750112026-04-06,Barcelona-Estació De França,Zaragoza-Delicias,259.6,399.0,day,7,38.94,potentiel_moyen,101.225,country_city_distance
BCN-XRY,BCN,XRY,Barcelona,Jerez de la Frontera,ES,ES,865.7,3,renfe_0394212026-04-06,Barcelona-Sants,Sevilla-Santa Justa,825.9,370.0,day,7,123.88,fort_potentiel,107.235,country_city_distance
BCN-MAD,BCN,MAD,Barcelona,Madrid,ES,ES,483.2,3,renfe_0314012026-04-06,Barcelona-Sants,Madrid Pta.Atocha - Almudena Grandes,501.9,181.0,day,7,75.28,potentiel_moyen,114.032,country_city_distance
BCN-AGP,BCN,AGP,Barcelona,Málaga,ES,ES,766.0,3,renfe_0399012026-05-01,Barcelona-Sants,Malaga Maria Zambrano,768.7,384.0,day,7,115.3,fort_potentiel,117.912,country_city_distance
BCN-OVD,BCN,OVD,Barcelona,Ranón,ES,ES,711.6,2,renfe_0393012026-04-26,Barcelona-Sants,Granada,679.9,386.0,day,7,101.98,fort_potentiel,109.386,country_city_distance
BCN-SDR,BCN,SDR,Barcelona,Santander,ES,ES,539.2,3,renfe_0973712026-04-06,Barcelona-Sants,Lyon Part Dieu,534.0,306.0,day,7,80.1,fort_potentiel,107.976,country_city_distance
BCN-SCQ,BCN,SCQ,Barcelona,Santiago de Compostela,ES,ES,883.3,3,renfe_0394212026-04-06,Barcelona-Sants,Sevilla-Santa Justa,825.9,370.0,day,7,123.88,fort_potentiel,107.961,country_city_distance
BCN-SVQ,BCN,SVQ,Barcelona,Seville,ES,ES,809.3,3,renfe_0394212026-04-06,Barcelona-Sants,Sevilla-Santa Justa,825.9,370.0,day,7,123.88,fort_potentiel,109.41,country_city_distance
BCN-VLL,BCN,VLL,Barcelona,Valladolid,ES,ES,578.8,3,renfe_0973712026-04-06,Barcelona-Sants,Lyon Part Dieu,534.0,306.0,day,7,80.1,fort_potentiel,104.815,country_city_distance
BCN-VGO,BCN,VGO,Barcelona,Vigo,ES,ES,893.3,2,renfe_0062212026-04-07,Barcelona-Sants,Vigo Urzaiz,904.1,832.0,day,7,135.62,faible_potentiel,111.698,country_city_distance
BIO-ALC,BIO,ALC,Bilbao,Alicante,ES,ES,592.1,2,renfe_0531212026-04-06,Leon,Alicante/Alacant,639.0,280.0,day,7,95.85,fort_potentiel,107.02,country_city_distance
BIO-BCN,BIO,BCN,Bilbao,Barcelona,ES,ES,466.8,2,renfe_0043712026-04-07,Bilbao-Abando Indalecio Prieto,Barcelona-Sants,466.2,431.0,day,7,69.93,potentiel_moyen,114.968,country_city_distance
BIO-LCG,BIO,LCG,Bilbao,Culleredo,ES,ES,442.3,2,renfe_0043712026-04-07,Bilbao-Abando Indalecio Prieto,Barcelona-Sants,466.2,431.0,day,7,69.93,potentiel_moyen,102.399,country_city_distance
BIO-IBZ,BIO,IBZ,Bilbao,Ibiza (Eivissa),ES,ES,609.2,3,renfe_0043712026-04-07,Bilbao-Abando Indalecio Prieto,Barcelona-Sants,466.2,431.0,day,7,69.93,potentiel_moyen,97.132,country_city_distance
