route_pair,origin_iata,destination_iata,origin_city,destination_city,origin_country,destination_country,origin_latitude,origin_longitude,destination_latitude,destination_longitude,air_distance_km,airline_count,airlines,equipment
GRO-RTM,GRO,RTM,Girona,Rotterdam,ES,NL,41.904639,2.761774,51.956902,4.43722,1124.9,1,HV,73H 73W
GRO-SFT,GRO,SFT,Girona,Skellefteå,ES,SE,41.904639,2.761774,64.62480163574219,21.076900482177734,2780.8,1,FR,738
GRO-TLL,GRO,TLL,Girona,Tallinn,ES,EE,41.904639,2.761774,59.413246,24.83264,2467.7,1,FR,738
GRO-TMP,GRO,TMP,Girona,Tampere / Pirkkala,ES,FI,41.904639,2.761774,61.414101,23.604401,2577.3,1,FR,738
GRO-SKG,GRO,SKG,Girona,Thessaloniki,ES,GR,41.904639,2.761774,40.51928,22.970009,1693.5,1,FR,738
GRO-TPS,GRO,TPS,Girona,Trapani (TP),ES,IT,41.904639,2.761774,37.9114,12.488,940.1,1,FR,738
GRO-MLA,GRO,MLA,Girona,Valletta,ES,MT,41.904639,2.761774,35.845932,14.491546,1216.8,1,FR,738
GRO-NRN,GRO,NRN,Girona,Weeze,ES,DE,41.904639,2.761774,51.601362,6.141228,1108.2,1,FR,738
GRO-WRO,GRO,WRO,Girona,Wrocław,ES,PL,41.904639,2.761774,51.103719,16.882096,1483.3,1,FR,738
GRO-BRU,GRO,BRU,Girona,Zaventem,ES,BE,41.904639,2.761774,50.901402,4.48444,1009.0,1,HQ,320
GRX-BCN,GRX,BCN,Granada,Barcelona,ES,ES,37.188702,-3.77736,41.2971,2.07846,680.1,2,"IB,VY",320
GRX-LCY,GRX,LCY,Granada,London,ES,GB,37.188702,-3.77736,51.505299,0.055278,1620.3,2,"BA,IB",E90
GRX-MAD,GRX,MAD,Granada,Madrid,ES,ES,37.188702,-3.77736,40.493407,-3.572249,367.9,1,IB,CR9 CRK CR2
GRX-PMI,GRX,PMI,Granada,Palma de Mallorca,ES,ES,37.188702,-3.77736,39.551701,2.73881,625.7,3,"IB,UX,VY","320,E90"
EAS-BCN,EAS,BCN,Hondarribia,Barcelona,ES,ES,43.356499,-1.79061,41.2971,2.07846,391.9,2,"IB,VY","319,320"
EAS-MAD,EAS,MAD,Hondarribia,Madrid,ES,ES,43.356499,-1.79061,40.493407,-3.572249,350.8,1,IB,AT7 CR2
IBZ-ALC,IBZ,ALC,Ibiza (Eivissa),Alicante,ES,ES,38.872898,1.37312,38.2822,-0.558156,180.3,2,"IB,VY","320,CR9 AT7 CR2"
IBZ-AMS,IBZ,AMS,Ibiza (Eivissa),Amsterdam,ES,NL,38.872898,1.37312,52.308601,4.76389,1516.7,3,"HV,IB,VY","320,73H 73W"
IBZ-BCN,IBZ,BCN,Ibiza (Eivissa),Barcelona,ES,ES,38.872898,1.37312,41.2971,2.07846,276.2,3,"FR,IB,VY","320,738"
IBZ-BRN,IBZ,BRN,Ibiza (Eivissa),Bern,ES,CH,38.872898,1.37312,46.912736,7.498819,1023.1,1,SX,D38
IBZ-BIO,IBZ,BIO,Ibiza (Eivissa),Bilbao,ES,ES,38.872898,1.37312,43.301102,-2.91061,609.2,2,"IB,VY",320
IBZ-BHX,IBZ,BHX,Ibiza (Eivissa),"Birmingham, West Midlands",ES,GB,38.872898,1.37312,52.453899,-1.74803,1529.1,1,FR,738
IBZ-BLQ,IBZ,BLQ,Ibiza (Eivissa),Bologna,ES,IT,38.872898,1.37312,44.5354,11.2887,1035.1,1,FR,738
IBZ-BOH,IBZ,BOH,Ibiza (Eivissa),Bournemouth,ES,GB,38.872898,1.37312,50.780483,-1.839576,1347.7,1,FR,738
IBZ-BRE,IBZ,BRE,Ibiza (Eivissa),Bremen,ES,DE,38.872898,1.37312,53.046786,8.78932,1674.9,1,ST,319
IBZ-BRS,IBZ,BRS,Ibiza (Eivissa),Bristol,ES,GB,38.872898,1.37312,51.382326,-2.716453,1426.9,1,FR,738
IBZ-BSL,IBZ,BSL,Ibiza (Eivissa),Bâle / Mulhouse,ES,FR,38.872898,1.37312,47.60068,7.521117,1090.0,1,AB,320
IBZ-PAD,IBZ,PAD,Ibiza (Eivissa),Büren,ES,DE,38.872898,1.37312,51.612527,8.617459,1524.1,1,AB,738
IBZ-CRL,IBZ,CRL,Ibiza (Eivissa),Charleroi,ES,BE,38.872898,1.37312,50.461963,4.459562,1311.2,1,FR,738
IBZ-DUB,IBZ,DUB,Ibiza (Eivissa),Dublin,ES,IE,38.872898,1.37312,53.428713,-6.262121,1719.7,2,"EI,FR","320,738"
IBZ-DUS,IBZ,DUS,Ibiza (Eivissa),Düsseldorf,ES,DE,38.872898,1.37312,51.289501,6.76678,1443.1,3,"4U,AB,DE","320,321 738 332,32S 757"
IBZ-EIN,IBZ,EIN,Ibiza (Eivissa),Eindhoven,ES,NL,38.872898,1.37312,51.4500999451,5.37452983856,1432.7,2,"FR,HV","738,73W 73H"
IBZ-MXP,IBZ,MXP,Ibiza (Eivissa),Ferno (VA),ES,IT,38.872898,1.37312,45.6306,8.72811,964.0,1,U2,319
IBZ-FRA,IBZ,FRA,Ibiza (Eivissa),Frankfurt am Main,ES,DE,38.872898,1.37312,50.026706,8.55835,1363.6,3,"AB,DE,LH","320,321 319,757 32S"
IBZ-HHN,IBZ,HHN,Ibiza (Eivissa),Frankfurt am Main (Lautzenhausen),ES,DE,38.872898,1.37312,49.946353,7.261734,1316.1,1,FR,738
IBZ-FDH,IBZ,FDH,Ibiza (Eivissa),Friedrichshafen,ES,DE,38.872898,1.37312,47.671299,9.51149,1178.1,1,AB,320
IBZ-GVA,IBZ,GVA,Ibiza (Eivissa),Geneva,ES,CH,38.872898,1.37312,46.238098,6.10895,905.8,1,U2,319
IBZ-GRO,IBZ,GRO,Ibiza (Eivissa),Girona,ES,ES,38.872898,1.37312,41.904639,2.761774,357.0,1,FR,738
IBZ-GLA,IBZ,GLA,Ibiza (Eivissa),Glasgow,ES,GB,38.872898,1.37312,55.871899,-4.43306,1938.4,1,LS,738 73H
IBZ-FMO,IBZ,FMO,Ibiza (Eivissa),Greven,ES,DE,38.872898,1.37312,52.133816,7.688482,1553.0,1,AB,738
IBZ-HAM,IBZ,HAM,Ibiza (Eivissa),Hamburg,ES,DE,38.872898,1.37312,53.630402,9.98823,1766.6,1,AB,320 738
IBZ-HAJ,IBZ,HAJ,Ibiza (Eivissa),Hannover,ES,DE,38.872898,1.37312,52.461102,9.68508,1640.6,1,AB,738
IBZ-CGN,IBZ,CGN,Ibiza (Eivissa),Köln (Cologne),ES,DE,38.872898,1.37312,50.865898,7.14274,1407.8,2,"4U,AB","320 319,738"
IBZ-LBA,IBZ,LBA,Ibiza (Eivissa),"Leeds, West Yorkshire",ES,GB,38.872898,1.37312,53.865898,-1.66057,1682.9,3,"FR,LS,TO","733 73H,738,73H"
IBZ-LPL,IBZ,LPL,Ibiza (Eivissa),Liverpool,ES,GB,38.872898,1.37312,53.334863,-2.849637,1640.0,1,FR,738
IBZ-LCY,IBZ,LCY,Ibiza (Eivissa),London,ES,GB,38.872898,1.37312,51.505299,0.055278,1408.4,2,"BA,IB",E70 E90
IBZ-LGW,IBZ,LGW,Ibiza (Eivissa),London,ES,GB,38.872898,1.37312,51.148744,-0.185739,1370.4,2,"DY,U2","319 320,73H"
IBZ-LHR,IBZ,LHR,Ibiza (Eivissa),London,ES,GB,38.872898,1.37312,51.470748,-0.459909,1408.0,2,"BA,IB",319 320
IBZ-STN,IBZ,STN,Ibiza (Eivissa),"London, Essex",ES,GB,38.872898,1.37312,51.884998,0.235,1449.6,3,"FR,TO,U2","320 319,738,73H"
IBZ-LTN,IBZ,LTN,Ibiza (Eivissa),"Luton, Luton",ES,GB,38.872898,1.37312,51.874699,-0.368333,1452.0,2,"TO,U2","320 319,73H"
IBZ-LUX,IBZ,LUX,Ibiza (Eivissa),Luxembourg,ES,LU,38.872898,1.37312,49.626845,6.212134,1255.7,1,LG,DH4
IBZ-MAD,IBZ,MAD,Ibiza (Eivissa),Madrid,ES,ES,38.872898,1.37312,40.493407,-3.572249,459.9,5,"AZ,FR,IB,UX,VY","320,738,CRK CR9 CR2,E90,E90 738"
IBZ-MAH,IBZ,MAH,Ibiza (Eivissa),Mahón (Maó),ES,ES,38.872898,1.37312,39.862598,4.21865,268.2,1,HQ,319
IBZ-MAN,IBZ,MAN,Ibiza (Eivissa),"Manchester, Greater Manchester",ES,GB,38.872898,1.37312,53.349375,-2.279521,1633.6,4,"DE,FR,LS,TO","733 73H 738 75W,738,757,75W 76W 73H"
IBZ-MRS,IBZ,MRS,Ibiza (Eivissa),"Marignane, Bouches-du-Rhône",ES,FR,38.872898,1.37312,43.438088,5.2125,600.7,1,FR,738
IBZ-MUC,IBZ,MUC,Ibiza (Eivissa),Munich,ES,DE,38.872898,1.37312,48.353802,11.7861,1344.3,2,"AB,DE","32S,738 320"
IBZ-AGP,IBZ,AGP,Ibiza (Eivissa),Málaga,ES,ES,38.872898,1.37312,36.6749,-4.49911,570.9,1,FR,738
IBZ-NCL,IBZ,NCL,Ibiza (Eivissa),"Newcastle upon Tyne, Tyne and Wear",ES,GB,38.872898,1.37312,55.037958,-1.689577,1812.0,2,"LS,TO","733,73H"
IBZ-EMA,IBZ,EMA,Ibiza (Eivissa),"Nottingham, Leicestershire",ES,GB,38.872898,1.37312,52.8311,-1.32806,1565.8,3,"FR,LS,TO","733,738,73H"
IBZ-NUE,IBZ,NUE,Ibiza (Eivissa),Nuremberg,ES,DE,38.872898,1.37312,49.498699,11.078056,1409.8,1,AB,738
IBZ-BGY,IBZ,BGY,Ibiza (Eivissa),Orio al Serio (BG),ES,IT,38.872898,1.37312,45.669362,9.708851,1019.4,1,FR,738
IBZ-PMI,IBZ,PMI,Ibiza (Eivissa),Palma de Mallorca,ES,ES,38.872898,1.37312,39.551701,2.73881,139.8,2,"AB,IB","320 738,CR9 AT7"
IBZ-ORY,IBZ,ORY,Ibiza (Eivissa),"Paris (Orly, Val-de-Marne)",ES,FR,38.872898,1.37312,48.729499,2.358963,1098.8,3,"IB,TO,VY","320,73H"
IBZ-PSA,IBZ,PSA,Ibiza (Eivissa),Pisa (PI),ES,IT,38.872898,1.37312,43.683899,10.3927,923.4,1,FR,738
IBZ-PIK,IBZ,PIK,Ibiza (Eivissa),"Prestwick, South Ayrshire",ES,GB,38.872898,1.37312,55.501499,-4.577182,1901.2,1,FR,738
IBZ-CIA,IBZ,CIA,Ibiza (Eivissa),Rome,ES,IT,38.872898,1.37312,41.798769,12.595331,1004.4,1,FR,738
IBZ-RTM,IBZ,RTM,Ibiza (Eivissa),Rotterdam,ES,NL,38.872898,1.37312,51.956902,4.43722,1474.1,1,HV,73H 73W
IBZ-SEN,IBZ,SEN,Ibiza (Eivissa),"Southend-on-Sea, Essex",ES,GB,38.872898,1.37312,51.570562,0.693627,1412.9,1,U2,319
IBZ-STR,IBZ,STR,Ibiza (Eivissa),Stuttgart,ES,DE,38.872898,1.37312,48.689899,9.22196,1258.8,2,"4U,AB","319,738 320"
IBZ-VLC,IBZ,VLC,Ibiza (Eivissa),Valencia,ES,ES,38.872898,1.37312,39.489162,-0.480961,173.9,3,"FR,IB,VY","320,738,AT7 CR2 CR9"
IBZ-NRN,IBZ,NRN,Ibiza (Eivissa),Weeze,ES,DE,38.872898,1.37312,51.601362,6.141228,1462.9,1,FR,738
IBZ-BRU,IBZ,BRU,Ibiza (Eivissa),Zaventem,ES,BE,38.872898,1.37312,50.901402,4.48444,1359.5,3,"HQ,IB,VY",320
IBZ-ZRH,IBZ,ZRH,Ibiza (Eivissa),Zurich,ES,CH,38.872898,1.37312,47.458056,8.548056,1116.9,1,AB,320
XRY-BCN,XRY,BCN,Jerez de la Frontera,Barcelona,ES,ES,36.744598,-6.06011,41.2971,2.07846,865.7,3,"FR,IB,VY","320,738"
XRY-DUS,XRY,DUS,Jerez de la Frontera,Düsseldorf,ES,DE,36.744598,-6.06011,51.289501,6.76678,1908.9,2,"DE,X3","32S 757,73H"
XRY-FRA,XRY,FRA,Jerez de la Frontera,Frankfurt am Main,ES,DE,36.744598,-6.06011,50.026706,8.55835,1884.2,2,"DE,X3","73H,767 738 757"
XRY-HHN,XRY,HHN,Jerez de la Frontera,Frankfurt am Main (Lautzenhausen),ES,DE,36.744598,-6.06011,49.946353,7.261734,1814.9,1,FR,738
XRY-HAM,XRY,HAM,Jerez de la Frontera,Hamburg,ES,DE,36.744598,-6.06011,53.630402,9.98823,2248.5,2,"DE,X3","32S,73H"
XRY-HAJ,XRY,HAJ,Jerez de la Frontera,Hannover,ES,DE,36.744598,-6.06011,52.461102,9.68508,2136.5,1,X3,73H
XRY-CGN,XRY,CGN,Jerez de la Frontera,Köln (Cologne),ES,DE,36.744598,-6.06011,50.865898,7.14274,1887.9,1,4U,319
XRY-STN,XRY,STN,Jerez de la Frontera,"London, Essex",ES,GB,36.744598,-6.06011,51.884998,0.235,1754.8,1,FR,738
XRY-LUX,XRY,LUX,Jerez de la Frontera,Luxembourg,ES,LU,36.744598,-6.06011,49.626845,6.212134,1739.2,1,LG,73H
XRY-MAD,XRY,MAD,Jerez de la Frontera,Madrid,ES,ES,36.744598,-6.06011,40.493407,-3.572249,469.5,1,IB,CRK CR2 CR9
XRY-MUC,XRY,MUC,Jerez de la Frontera,Munich,ES,DE,36.744598,-6.06011,48.353802,11.7861,1941.6,2,"DE,X3","32S,73H"
XRY-AGP,XRY,AGP,Jerez de la Frontera,Málaga,ES,ES,36.744598,-6.06011,36.6749,-4.49911,139.4,1,LG,73H
XRY-PMI,XRY,PMI,Jerez de la Frontera,Palma de Mallorca,ES,ES,36.744598,-6.06011,39.551701,2.73881,829.9,1,AB,320
XRY-STR,XRY,STR,Jerez de la Frontera,Stuttgart,ES,DE,36.744598,-6.06011,48.689899,9.22196,1816.2,2,"DE,X3","32S,73H"
LEN-BCN,LEN,BCN,La Virgen del Camino,Barcelona,ES,ES,42.590709,-5.653406,41.2971,2.07846,655.2,1,IB,CR2
ILD-PMI,ILD,PMI,Lleida,Palma de Mallorca,ES,ES,41.728185,0.535023,39.551701,2.73881,305.2,1,IB,CR9
MAD-AHO,MAD,AHO,Madrid,Alghero,ES,IT,40.493407,-3.572249,40.632099,8.29077,1001.5,1,FR,738
MAD-ALC,MAD,ALC,Madrid,Alicante,ES,ES,40.493407,-3.572249,38.2822,-0.558156,357.1,1,IB,32S
MAD-LEI,MAD,LEI,Madrid,Almería,ES,ES,40.493407,-3.572249,36.843899,-2.3701,419.0,2,"IB,UX","ATR,CRK CR2 AT7 CR9"
MAD-AMS,MAD,AMS,Madrid,Amsterdam,ES,NL,40.493407,-3.572249,52.308601,4.76389,1458.8,3,"KL,MU,UX","737,738"
MAD-BJZ,MAD,BJZ,Madrid,Badajoz,ES,ES,40.493407,-3.572249,38.8913,-6.82133,330.1,1,UX,ATR
MAD-KRK,MAD,KRK,Madrid,Balice,ES,PL,40.493407,-3.572249,50.077702,19.7848,2102.3,1,FR,738
MAD-BCN,MAD,BCN,Madrid,Barcelona,ES,ES,40.493407,-3.572249,41.2971,2.07846,483.2,4,"EB,IB,UX,VY","319 320 321,320,332 333,744"
MAD-BVA,MAD,BVA,Madrid,Beauvais,ES,FR,40.493407,-3.572249,49.454399,2.11278,1091.4,1,FR,738
MAD-BIO,MAD,BIO,Madrid,Bilbao,ES,ES,40.493407,-3.572249,43.301102,-2.91061,317.0,2,"IB,UX","319 321 320,E90"
MAD-BLQ,MAD,BLQ,Madrid,Bologna,ES,IT,40.493407,-3.572249,44.5354,11.2887,1296.0,2,"FR,IB","738,CRK"
MAD-BOD,MAD,BOD,Madrid,Bordeaux,ES,FR,40.493407,-3.572249,44.82865,-0.715356,535.6,1,IB,CRK CR9
MAD-BRS,MAD,BRS,Madrid,Bristol,ES,GB,40.493407,-3.572249,51.382326,-2.716453,1212.6,1,U2,320 319
MAD-BUD,MAD,BUD,Madrid,Budapest,ES,HU,40.493407,-3.572249,47.43018,19.262393,1974.4,2,"FR,W6","320,738"
MAD-BSL,MAD,BSL,Madrid,Bâle / Mulhouse,ES,FR,40.493407,-3.572249,47.60068,7.521117,1185.6,1,U2,319 320
MAD-CAG,MAD,CAG,Madrid,Cagliari,ES,IT,40.493407,-3.572249,39.251499,9.05428,1085.4,1,FR,738
MAD-TRN,MAD,TRN,Madrid,Caselle Torinese (TO),ES,IT,40.493407,-3.572249,45.200802,7.64963,1052.6,1,IB,CRK CR9
MAD-CTA,MAD,CTA,Madrid,Catania,ES,IT,40.493407,-3.572249,37.466801,15.0664,1642.6,1,FR,738
MAD-CRL,MAD,CRL,Madrid,Charleroi,ES,BE,40.493407,-3.572249,50.461963,4.459562,1271.4,1,FR,738
MAD-CLJ,MAD,CLJ,Madrid,Cluj-Napoca,ES,RO,40.493407,-3.572249,46.786042,23.685733,2289.0,1,W6,320
MAD-LYS,MAD,LYS,Madrid,"Colombier-Saugnieu, Rhône",ES,FR,40.493407,-3.572249,45.725996,5.090139,911.8,2,"IB,U2","319,CRK"
MAD-CPH,MAD,CPH,Madrid,Copenhagen,ES,DK,40.493407,-3.572249,55.617900848389,12.656000137329,2058.6,3,"DY,IB,SK","320 321,32S,73H"
MAD-LCG,MAD,LCG,Madrid,Culleredo,ES,ES,40.493407,-3.572249,43.302101,-8.37726,505.5,3,"AZ,IB,UX","319 320 321,E90"
MAD-DUB,MAD,DUB,Madrid,Dublin,ES,IE,40.493407,-3.572249,53.428713,-6.262121,1452.5,3,"EI,FR,IB","320,32S,738"
MAD-DUS,MAD,DUS,Madrid,Düsseldorf,ES,DE,40.493407,-3.572249,51.289501,6.76678,1439.6,3,"4U,AB,IB","32A 738 321,32S,CRJ"
MAD-EDI,MAD,EDI,Madrid,Edinburgh,ES,GB,40.493407,-3.572249,55.950145,-3.372288,1718.8,1,U2,319 320
MAD-EIN,MAD,EIN,Madrid,Eindhoven,ES,NL,40.493407,-3.572249,51.4500999451,5.37452983856,1398.5,1,HV,73W
MAD-MXP,MAD,MXP,Madrid,Ferno (VA),ES,IT,40.493407,-3.572249,45.6306,8.72811,1149.2,3,"IB,U2,UX","319,321 320,738"
MAD-FLR,MAD,FLR,Madrid,Firenze (FI),ES,IT,40.493407,-3.572249,43.808558,11.202822,1270.6,2,"IB,VY","319,320"
MAD-FRA,MAD,FRA,Madrid,Frankfurt am Main,ES,DE,40.493407,-3.572249,50.026706,8.55835,1419.5,8,"AB,AY,ET,IB,LA,LH,UX,VN","321 320,321 32A 319 320,32A,32S,738,787,E90"
MAD-GVA,MAD,GVA,Madrid,Geneva,ES,CH,40.493407,-3.572249,46.238098,6.10895,1008.9,4,"AB,IB,LX,U2","319 320,320 319"
MAD-GRX,MAD,GRX,Madrid,Granada,ES,ES,40.493407,-3.572249,37.188702,-3.77736,367.9,1,IB,CRK CR9 CR2
MAD-HAM,MAD,HAM,Madrid,Hamburg,ES,DE,40.493407,-3.572249,53.630402,9.98823,1779.2,1,4U,CRJ
MAD-HEL,MAD,HEL,Madrid,Helsinki (Vantaa),ES,FI,40.493407,-3.572249,60.318363,24.963341,2945.9,2,"AY,IB",321
MAD-EAS,MAD,EAS,Madrid,Hondarribia,ES,ES,40.493407,-3.572249,43.356499,-1.79061,350.8,1,IB,AT7 CR2
MAD-IBZ,MAD,IBZ,Madrid,Ibiza (Eivissa),ES,ES,40.493407,-3.572249,38.872898,1.37312,459.9,5,"AZ,FR,IB,UX,VY","320,738,738 E90,CRK CR9 CR2,E90 738"
MAD-IST,MAD,IST,Madrid,Istanbul,ES,TR,40.493407,-3.572249,41.274874,28.732136,2701.4,1,TK,332 738 739 321
MAD-XRY,MAD,XRY,Madrid,Jerez de la Frontera,ES,ES,40.493407,-3.572249,36.744598,-6.06011,469.5,1,IB,CRK CR9 CR2
MAD-LIS,MAD,LIS,Madrid,Lisbon,ES,PT,40.493407,-3.572249,38.7813,-9.13592,512.9,6,"IB,S4,TP,U2,US,UX","100 ER4 319 320,319,319 ER4 100,321 320 319,ER4,ER4 319 320 100"
MAD-LPL,MAD,LPL,Madrid,Liverpool,ES,GB,40.493407,-3.572249,53.334863,-2.849637,1428.9,1,U2,320 319
MAD-LCY,MAD,LCY,Madrid,London,ES,GB,40.493407,-3.572249,51.505299,0.055278,1255.7,2,"BA,IB",E90
MAD-LGW,MAD,LGW,Madrid,London,ES,GB,40.493407,-3.572249,51.148744,-0.185739,1213.2,2,"U2,UX","320 319,738"
MAD-LHR,MAD,LHR,Madrid,London,ES,GB,40.493407,-3.572249,51.470748,-0.459909,1243.8,2,"BA,IB","321 320 345 333 342,767 320 319 321"
MAD-STN,MAD,STN,Madrid,"London, Essex",ES,GB,40.493407,-3.572249,51.884998,0.235,1299.7,1,FR,738
MAD-LTN,MAD,LTN,Madrid,"Luton, Luton",ES,GB,40.493407,-3.572249,51.874699,-0.368333,1289.0,1,U2,319 320
MAD-LUX,MAD,LUX,Madrid,Luxembourg,ES,LU,40.493407,-3.572249,49.626845,6.212134,1271.3,1,LG,ER4
MAD-MAH,MAD,MAH,Madrid,Mahón (Maó),ES,ES,40.493407,-3.572249,39.862598,4.21865,665.4,1,IB,CRK
MAD-MAN,MAD,MAN,Madrid,"Manchester, Greater Manchester",ES,GB,40.493407,-3.572249,53.349375,-2.279521,1432.8,1,FR,738
MAD-MRS,MAD,MRS,Madrid,"Marignane, Bouches-du-Rhône",ES,FR,40.493407,-3.572249,43.438088,5.2125,796.2,2,"FR,IB","738,CRK"
MAD-DME,MAD,DME,Madrid,Moscow,ES,RU,40.493407,-3.572249,55.408798,37.9063,3436.4,2,"IB,S7",319
MAD-SVO,MAD,SVO,Madrid,Moscow,ES,RU,40.493407,-3.572249,55.976858,37.41121,3419.1,2,"SU,UX","321 320,32S"
MAD-VKO,MAD,VKO,Madrid,Moscow,ES,RU,40.493407,-3.572249,55.591499,37.261501,3400.7,1,UN,738 73G
MAD-MUC,MAD,MUC,Madrid,Munich,ES,DE,40.493407,-3.572249,48.353802,11.7861,1496.0,4,"AB,IB,LH,UX","319 320 321,321 320 319,E90"
MAD-AGP,MAD,AGP,Madrid,Málaga,ES,ES,40.493407,-3.572249,36.6749,-4.49911,432.2,2,"IB,UX","32S,ATR"
MAD-NTE,MAD,NTE,Madrid,Nantes,ES,FR,40.493407,-3.572249,47.153198,-1.61073,757.0,1,IB,CRK
MAD-NCE,MAD,NCE,Madrid,"Nice, Alpes-Maritimes",ES,FR,40.493407,-3.572249,43.658401,7.21587,956.5,1,IB,CRK CR9
MAD-BGY,MAD,BGY,Madrid,Orio al Serio (BG),ES,IT,40.493407,-3.572249,45.669362,9.708851,1220.4,1,FR,738
MAD-OTP,MAD,OTP,Madrid,Otopeni,ES,RO,40.493407,-3.572249,44.571792,26.103285,2459.3,3,"RO,UX,W6","320,737,73H"
MAD-PMO,MAD,PMO,Madrid,Palermo,ES,IT,40.493407,-3.572249,38.175999,13.091,1453.8,1,FR,738
MAD-PMI,MAD,PMI,Madrid,Palma de Mallorca,ES,ES,40.493407,-3.572249,39.551701,2.73881,547.4,4,"AZ,FR,IB,UX","32S,738,738 E90"
MAD-PNA,MAD,PNA,Madrid,Pamplona,ES,ES,40.493407,-3.572249,42.77,-1.64633,299.5,1,IB,CR9 CR2 CRK
MAD-ORY,MAD,ORY,Madrid,"Paris (Orly, Val-de-Marne)",ES,FR,40.493407,-3.572249,48.729499,2.358963,1028.4,3,"AF,IB,UX","320 321 319,738 E90"
MAD-CDG,MAD,CDG,Madrid,"Paris (Roissy-en-France, Val-d'Oise)",ES,FR,40.493407,-3.572249,49.00896,2.554117,1062.5,3,"AF,U2,VY","319,320,321 320 318 32A 319"
MAD-PSA,MAD,PSA,Madrid,Pisa (PI),ES,IT,40.493407,-3.572249,43.683899,10.3927,1204.0,1,FR,738
MAD-OPO,MAD,OPO,Madrid,Porto,ES,PT,40.493407,-3.572249,41.2481002808,-8.68138980865,437.6,6,"FR,IB,S4,TG,TP,US","738,CRK CR9,ER4"
MAD-PRG,MAD,PRG,Madrid,Prague,ES,CZ,40.493407,-3.572249,50.100874,14.259911,1749.3,4,"IB,OK,QS,UX","319 321,320,321 320,32S"
MAD-OVD,MAD,OVD,Madrid,Ranón,ES,ES,40.493407,-3.572249,43.563599,-6.03462,397.3,2,"IB,UX","319 320,ATR"
MAD-CIA,MAD,CIA,Madrid,Rome,ES,IT,40.493407,-3.572249,41.798769,12.595331,1359.5,1,FR,738
MAD-FCO,MAD,FCO,Madrid,Rome,ES,IT,40.493407,-3.572249,41.804532,12.251998,1331.0,3,"AZ,IB,UX","321 319,321 32S 319 320,738"
MAD-RTM,MAD,RTM,Madrid,Rotterdam,ES,NL,40.493407,-3.572249,51.956902,4.43722,1413.8,1,HV,73H 73W
MAD-SDR,MAD,SDR,Madrid,Santander,ES,ES,40.493407,-3.572249,43.427101,-3.82001,326.9,1,IB,319
MAD-SCQ,MAD,SCQ,Madrid,Santiago de Compostela,ES,ES,40.493407,-3.572249,42.896301,-8.41514,482.7,2,"FR,IB","32S,738"
MAD-LIN,MAD,LIN,Madrid,Segrate (MI),ES,IT,40.493407,-3.572249,45.445099,9.27674,1179.6,1,IB,321 320
MAD-SVQ,MAD,SVQ,Madrid,Seville,ES,ES,40.493407,-3.572249,37.417999,-5.89311,396.5,1,IB,32S
MAD-SOF,MAD,SOF,Madrid,Sofia,ES,BG,40.493407,-3.572249,42.696357,23.417671,2248.1,3,"FB,IB,W6","319 320 E90,320"
MAD-ATH,MAD,ATH,Madrid,Spata-Artemida,ES,GR,40.493407,-3.572249,37.936401,23.9445,2377.9,2,"A3,OA",320
MAD-ARN,MAD,ARN,Madrid,Stockholm,ES,SE,40.493407,-3.572249,59.64849,17.928829,2599.7,2,"IB,SK","32S,73H 73W"
MAD-SXB,MAD,SXB,Madrid,Strasbourg,ES,FR,40.493407,-3.572249,48.5383,7.62823,1258.0,1,IB,CR2
MAD-LDE,MAD,LDE,Madrid,Tarbes/Lourdes/Pyrénées,ES,FR,40.493407,-3.572249,43.178699,-0.006439,420.0,1,IB,CR9
MAD-TSR,MAD,TSR,Madrid,Timişoara,ES,RO,40.493407,-3.572249,45.809898,21.3379,2095.7,1,W6,320
MAD-TLS,MAD,TLS,Madrid,Toulouse/Blagnac,ES,FR,40.493407,-3.572249,43.629101,1.36382,536.1,1,IB,CR9 CRK CR2
MAD-VLC,MAD,VLC,Madrid,Valencia,ES,ES,40.493407,-3.572249,39.489162,-0.480961,286.0,3,"AY,IB,UX","ATR,CR9,CR9 AT7 CRK CR2"
MAD-MLA,MAD,MLA,Madrid,Valletta,ES,MT,40.493407,-3.572249,35.845932,14.491546,1658.0,1,FR,738
MAD-VCE,MAD,VCE,Madrid,Venezia (VE),ES,IT,40.493407,-3.572249,45.505299,12.3519,1406.7,1,IB,321 319 320
MAD-VIE,MAD,VIE,Madrid,Vienna,ES,AT,40.493407,-3.572249,48.110298,16.5697,1805.3,3,"AB,HG,IB","320,320 321,320 321 319"
MAD-VGO,MAD,VGO,Madrid,Vigo,ES,ES,40.493407,-3.572249,42.2318,-8.62677,463.9,4,"AY,AZ,IB,UX","32S,E90"
MAD-WAW,MAD,WAW,Madrid,Warsaw,ES,PL,40.493407,-3.572249,52.165699,20.9671,2270.1,1,LO,734 E95
MAD-BRU,MAD,BRU,Madrid,Zaventem,ES,BE,40.493407,-3.572249,50.901402,4.48444,1313.8,5,"AM,HU,IB,SN,UX","319,320 319 AR1,321 320,E90"
MAD-ZRH,MAD,ZRH,Madrid,Zurich,ES,CH,40.493407,-3.572249,47.458056,8.548056,1238.7,3,"AB,IB,LX","319,320 32A"
MAH-BCN,MAH,BCN,Mahón (Maó),Barcelona,ES,ES,39.862598,4.21865,41.2971,2.07846,241.0,3,"FR,IB,VY","320,738"
