route_pair,origin_iata,destination_iata,origin_city,destination_city,origin_country,destination_country,origin_latitude,origin_longitude,destination_latitude,destination_longitude,air_distance_km,airline_count,airlines,equipment
CDG-BHX,CDG,BHX,"Paris (Roissy-en-France, Val-d'Oise)","Birmingham, West Midlands",FR,GB,49.00896,2.554117,52.453899,-1.74803,488.1,2,"AF,BE","319 320,E95"
CDG-BLQ,CDG,BLQ,"Paris (Roissy-en-France, Val-d'Oise)",Bologna,FR,IT,49.00896,2.554117,44.5354,11.2887,829.8,3,"AF,AZ,U2","319,E70 E90"
CDG-BOD,CDG,BOD,"Paris (Roissy-en-France, Val-d'Oise)",Bordeaux,FR,FR,49.00896,2.554117,44.82865,-0.715356,526.9,2,"AF,AZ",321 320 32A 318
CDG-BRE,CDG,BRE,"Paris (Roissy-en-France, Val-d'Oise)",Bremen,FR,DE,49.00896,2.554117,53.046786,8.78932,625.4,2,"AF,AZ",E70
CDG-BES,CDG,BES,"Paris (Roissy-en-France, Val-d'Oise)",Brest,FR,FR,49.00896,2.554117,48.447899,-4.41854,515.0,2,"AF,AZ",318 321
CDG-BRS,CDG,BRS,"Paris (Roissy-en-France, Val-d'Oise)",Bristol,FR,GB,49.00896,2.554117,51.382326,-2.716453,458.5,1,U2,319 320
CDG-BUD,CDG,BUD,"Paris (Roissy-en-France, Val-d'Oise)",Budapest,FR,HU,49.00896,2.554117,47.43018,19.262393,1247.6,2,"AF,U2","318 321 320 319,319"
CDG-BSL,CDG,BSL,"Paris (Roissy-en-France, Val-d'Oise)",Bâle / Mulhouse,FR,FR,49.00896,2.554117,47.60068,7.521117,399.3,3,"AF,KL,MK","AT7,ATR"
CDG-CLY,CDG,CLY,"Paris (Roissy-en-France, Val-d'Oise)",Calvi,FR,FR,49.00896,2.554117,42.530422,8.792984,867.2,1,AF,320
CDG-VRN,CDG,VRN,"Paris (Roissy-en-France, Val-d'Oise)",Caselle (VR),FR,IT,49.00896,2.554117,45.394955,10.887303,746.2,2,"AF,AZ",E70
CDG-TRN,CDG,TRN,"Paris (Roissy-en-France, Val-d'Oise)",Caselle Torinese (TO),FR,IT,49.00896,2.554117,45.200802,7.64963,572.5,2,"AF,AZ",E90 AR8 E70
CDG-CTA,CDG,CTA,"Paris (Roissy-en-France, Val-d'Oise)",Catania,FR,IT,49.00896,2.554117,37.466801,15.0664,1630.9,3,"AP,AZ,U2","319,320"
CDG-CFE,CDG,CFE,"Paris (Roissy-en-France, Val-d'Oise)",Clermont-Ferrand,FR,FR,49.00896,2.554117,45.786701,3.16917,361.3,2,"AF,AZ","E70 E90,E90 E70"
CDG-LYS,CDG,LYS,"Paris (Roissy-en-France, Val-d'Oise)","Colombier-Saugnieu, Rhône",FR,FR,49.00896,2.554117,45.725996,5.090139,411.9,5,"AF,AM,DL,JL,SU","319,320,320 319,320 319 318"
CDG-CPH,CDG,CPH,"Paris (Roissy-en-France, Val-d'Oise)",Copenhagen,FR,DK,49.00896,2.554117,55.617900848389,12.656000137329,1003.8,4,"AF,AZ,SK,U2","318 319 320,319 318 320,319 320,320 321 319"
CDG-ORK,CDG,ORK,"Paris (Roissy-en-France, Val-d'Oise)",Cork,FR,IE,49.00896,2.554117,51.841301,-8.49111,842.4,1,EI,320
CDG-DUB,CDG,DUB,"Paris (Roissy-en-France, Val-d'Oise)",Dublin,FR,IE,49.00896,2.554117,53.428713,-6.262121,785.5,3,"AF,AZ,EI","320 319,AR8"
CDG-DBV,CDG,DBV,"Paris (Roissy-en-France, Val-d'Oise)",Dubrovnik,FR,HR,49.00896,2.554117,42.562247,18.265543,1409.5,1,OU,319
CDG-DUS,CDG,DUS,"Paris (Roissy-en-France, Val-d'Oise)",Düsseldorf,FR,DE,49.00896,2.554117,51.289501,6.76678,392.8,3,"AF,AZ,LH","318 320,CR9 319 320"
CDG-EDI,CDG,EDI,"Paris (Roissy-en-France, Val-d'Oise)",Edinburgh,FR,GB,49.00896,2.554117,55.950145,-3.372288,869.2,4,"AF,AZ,BE,U2","319,AR8,ARJ"
CDG-EXT,CDG,EXT,"Paris (Roissy-en-France, Val-d'Oise)","Exeter, Devon",FR,GB,49.00896,2.554117,50.734261,-3.413984,468.6,2,"AF,BE",DH4
CDG-FAO,CDG,FAO,"Paris (Roissy-en-France, Val-d'Oise)",Faro,FR,PT,49.00896,2.554117,37.015909,-7.970939,1581.2,1,ZI,319
CDG-MXP,CDG,MXP,"Paris (Roissy-en-France, Val-d'Oise)",Ferno (VA),FR,IT,49.00896,2.554117,45.6306,8.72811,597.8,2,"PK,U2","319 320,777"
CDG-FLR,CDG,FLR,"Paris (Roissy-en-France, Val-d'Oise)",Firenze (FI),FR,IT,49.00896,2.554117,43.808558,11.202822,878.8,2,"AF,AZ",318
CDG-FRA,CDG,FRA,"Paris (Roissy-en-France, Val-d'Oise)",Frankfurt am Main,FR,DE,49.00896,2.554117,50.026706,8.55835,447.8,2,"AF,LH","318,319 321 32A 735 320 733"
CDG-GVA,CDG,GVA,"Paris (Roissy-en-France, Val-d'Oise)",Geneva,FR,CH,49.00896,2.554117,46.238098,6.10895,407.2,2,"AF,LX",319 321 320 318
CDG-GOA,CDG,GOA,"Paris (Roissy-en-France, Val-d'Oise)",Genova (GE),FR,IT,49.00896,2.554117,44.412039,8.840732,700.3,2,"AF,AZ",E70 E90
CDG-GLA,CDG,GLA,"Paris (Roissy-en-France, Val-d'Oise)",Glasgow,FR,GB,49.00896,2.554117,55.871899,-4.43306,897.1,1,U2,319
CDG-GOT,CDG,GOT,"Paris (Roissy-en-France, Val-d'Oise)",Göteborg,FR,SE,49.00896,2.554117,57.6628,12.2798,1156.4,3,"AF,AZ,UX","E70 E90,E90"
CDG-HAM,CDG,HAM,"Paris (Roissy-en-France, Val-d'Oise)",Hamburg,FR,DE,49.00896,2.554117,53.630402,9.98823,728.0,3,"4U,AF,AZ","318 321 320 32A,319 CRJ"
CDG-HAJ,CDG,HAJ,"Paris (Roissy-en-France, Val-d'Oise)",Hannover,FR,DE,49.00896,2.554117,52.461102,9.68508,631.3,2,"AF,AZ",E70 AR8
CDG-HEL,CDG,HEL,"Paris (Roissy-en-France, Val-d'Oise)",Helsinki (Vantaa),FR,FI,49.00896,2.554117,60.318363,24.963341,1895.8,3,"AF,AY,MH","321,321 320 32B 319,E90 321 320 32B 319"
CDG-HER,CDG,HER,"Paris (Roissy-en-France, Val-d'Oise)",Heraklion,FR,GR,49.00896,2.554117,35.339699,25.1803,2389.4,1,A3,320
CDG-IST,CDG,IST,"Paris (Roissy-en-France, Val-d'Oise)",Istanbul,FR,TR,49.00896,2.554117,41.274874,28.732136,2211.9,3,"8Q,AF,TK","319 320 321,320,320 330 321 332 77W 738"
CDG-LBA,CDG,LBA,"Paris (Roissy-en-France, Val-d'Oise)","Leeds, West Yorkshire",FR,GB,49.00896,2.554117,53.865898,-1.66057,613.8,1,LS,733
CDG-LIS,CDG,LIS,"Paris (Roissy-en-France, Val-d'Oise)",Lisbon,FR,PT,49.00896,2.554117,38.7813,-9.13592,1469.9,3,"AF,AZ,U2","318 320 319 321,319,320 318 319 321"
CDG-LPL,CDG,LPL,"Paris (Roissy-en-France, Val-d'Oise)",Liverpool,FR,GB,49.00896,2.554117,53.334863,-2.849637,610.6,1,U2,319 320
CDG-LGW,CDG,LGW,"Paris (Roissy-en-France, Val-d'Oise)",London,FR,GB,49.00896,2.554117,51.148744,-0.185739,307.9,1,U2,319
CDG-LHR,CDG,LHR,"Paris (Roissy-en-France, Val-d'Oise)",London,FR,GB,49.00896,2.554117,51.470748,-0.459909,347.6,3,"AA,AF,BA","319 320 321,321 319 320"
CDG-LTN,CDG,LTN,"Paris (Roissy-en-France, Val-d'Oise)","Luton, Luton",FR,GB,49.00896,2.554117,51.874699,-0.368333,379.9,1,U2,319 320
CDG-LUX,CDG,LUX,"Paris (Roissy-en-France, Val-d'Oise)",Luxembourg,FR,LU,49.00896,2.554117,49.626845,6.212134,273.9,2,"AF,LG",ER4 DH4
CDG-MAD,CDG,MAD,"Paris (Roissy-en-France, Val-d'Oise)",Madrid,FR,ES,49.00896,2.554117,40.493407,-3.572249,1062.5,3,"AF,U2,VY","319,320,320 321 318 32A 319"
CDG-MAN,CDG,MAN,"Paris (Roissy-en-France, Val-d'Oise)","Manchester, Greater Manchester",FR,GB,49.00896,2.554117,53.349375,-2.279521,588.3,4,"AF,AZ,BE,LS","320 321,321 320,733,E75 DH4"
CDG-MRS,CDG,MRS,"Paris (Roissy-en-France, Val-d'Oise)","Marignane, Bouches-du-Rhône",FR,FR,49.00896,2.554117,43.438088,5.2125,652.2,3,"AF,AZ,SE","319,32A 319 318 321 320,332 333"
CDG-MSQ,CDG,MSQ,"Paris (Roissy-en-France, Val-d'Oise)",Minsk,FR,BY,49.00896,2.554117,53.888071,28.039964,1836.1,1,B2,733
CDG-MPL,CDG,MPL,"Paris (Roissy-en-France, Val-d'Oise)",Montpellier/Méditerranée,FR,FR,49.00896,2.554117,43.576199,3.96301,613.7,2,"AF,AZ",318 319 320 32A
CDG-SVO,CDG,SVO,"Paris (Roissy-en-France, Val-d'Oise)",Moscow,FR,RU,49.00896,2.554117,55.976858,37.41121,2453.4,2,"AF,SU","319 320 321,320 321"
CDG-OSR,CDG,OSR,"Paris (Roissy-en-France, Val-d'Oise)",Mošnov,FR,CZ,49.00896,2.554117,49.696301,18.111099,1127.4,1,QS,738
CDG-MUC,CDG,MUC,"Paris (Roissy-en-France, Val-d'Oise)",Munich,FR,DE,49.00896,2.554117,48.353802,11.7861,681.2,2,"AF,LH","319 318 320 32A 321,E95 320 321 319"
CDG-AGP,CDG,AGP,"Paris (Roissy-en-France, Val-d'Oise)",Málaga,FR,ES,49.00896,2.554117,36.6749,-4.49911,1485.6,3,"AF,U2,UX","319 320,738"
CDG-NTE,CDG,NTE,"Paris (Roissy-en-France, Val-d'Oise)",Nantes,FR,FR,49.00896,2.554117,47.153198,-1.61073,371.8,2,"AF,AZ",321 318 319 320
CDG-NAP,CDG,NAP,"Paris (Roissy-en-France, Val-d'Oise)",Napoli,FR,IT,49.00896,2.554117,40.886002,14.2908,1289.1,3,"AF,AZ,U2","319 320,321"
CDG-NCL,CDG,NCL,"Paris (Roissy-en-France, Val-d'Oise)","Newcastle upon Tyne, Tyne and Wear",FR,GB,49.00896,2.554117,55.037958,-1.689577,730.2,3,"AF,AZ,BE","AR8,ARJ"
CDG-NCE,CDG,NCE,"Paris (Roissy-en-France, Val-d'Oise)","Nice, Alpes-Maritimes",FR,FR,49.00896,2.554117,43.658401,7.21587,694.0,2,"AF,U2","318 320 321 319,320 319"
CDG-EMA,CDG,EMA,"Paris (Roissy-en-France, Val-d'Oise)","Nottingham, Leicestershire",FR,GB,49.00896,2.554117,52.8311,-1.32806,504.5,1,LS,733
CDG-NUE,CDG,NUE,"Paris (Roissy-en-France, Val-d'Oise)",Nuremberg,FR,DE,49.00896,2.554117,49.498699,11.078056,620.7,2,"AF,AZ",E70
CDG-OLB,CDG,OLB,"Paris (Roissy-en-France, Val-d'Oise)",Olbia (SS),FR,IT,49.00896,2.554117,40.898953,9.518457,1054.2,1,IG,M80 320
CDG-OSL,CDG,OSL,"Paris (Roissy-en-France, Val-d'Oise)",Oslo (Gardermoen),FR,NO,49.00896,2.554117,60.193901,11.1004,1357.5,3,"AF,AZ,SK","738 73W 736 73H 73G,E90"
CDG-OTP,CDG,OTP,"Paris (Roissy-en-France, Val-d'Oise)",Otopeni,FR,RO,49.00896,2.554117,44.571792,26.103285,1851.1,2,"AF,RO","321 320 319,73W 318"
CDG-PMO,CDG,PMO,"Paris (Roissy-en-France, Val-d'Oise)",Palermo,FR,IT,49.00896,2.554117,38.175999,13.091,1470.4,4,"AP,AZ,IG,SE","319,320,733"
CDG-PUF,CDG,PUF,"Paris (Roissy-en-France, Val-d'Oise)",Pau/Pyrénées (Uzein),FR,FR,49.00896,2.554117,43.380001,-0.418611,666.3,2,"AF,AZ",E90
CDG-TGD,CDG,TGD,"Paris (Roissy-en-France, Val-d'Oise)",Podgorica,FR,ME,49.00896,2.554117,42.359402,19.2519,1488.4,1,YM,100
CDG-OPO,CDG,OPO,"Paris (Roissy-en-France, Val-d'Oise)",Porto,FR,PT,49.00896,2.554117,41.2481002808,-8.68138980865,1231.1,1,U2,319
CDG-PRG,CDG,PRG,"Paris (Roissy-en-France, Val-d'Oise)",Prague,FR,CZ,49.00896,2.554117,50.100874,14.259911,852.2,5,"AF,AZ,OK,QS,U2","319,319 73G 738,320 319,321 320 32A"
CDG-OVD,CDG,OVD,"Paris (Roissy-en-France, Val-d'Oise)",Ranón,FR,ES,49.00896,2.554117,43.563599,-6.03462,894.6,2,"IB,VY",320
CDG-KEF,CDG,KEF,"Paris (Roissy-en-France, Val-d'Oise)",Reykjavík,FR,IS,49.00896,2.554117,63.985001,-22.6056,2241.6,3,"FI,W2,WW","320,75W"
CDG-RIX,CDG,RIX,"Paris (Roissy-en-France, Val-d'Oise)",Riga,FR,LV,49.00896,2.554117,56.920752,23.970711,1672.0,2,"AF,BT",733 735 73C
CDG-FCO,CDG,FCO,"Paris (Roissy-en-France, Val-d'Oise)",Rome,FR,IT,49.00896,2.554117,41.804532,12.251998,1100.5,3,"AF,AZ,KU","320 321 319 32A,32S 321 319,340"
CDG-RNS,CDG,RNS,"Paris (Roissy-en-France, Val-d'Oise)","Saint-Jacques-de-la-Lande, Ille-et-Vilaine",FR,FR,49.00896,2.554117,48.0695,-1.73479,332.5,2,"AF,AZ",AT7
CDG-SCQ,CDG,SCQ,"Paris (Roissy-en-France, Val-d'Oise)",Santiago de Compostela,FR,ES,49.00896,2.554117,42.896301,-8.41514,1084.9,2,"IB,VY",320
CDG-LEJ,CDG,LEJ,"Paris (Roissy-en-France, Val-d'Oise)",Schkeuditz,FR,DE,49.00896,2.554117,51.420657,12.232705,738.3,1,F7,S20
CDG-LIN,CDG,LIN,"Paris (Roissy-en-France, Val-d'Oise)",Segrate (MI),FR,IT,49.00896,2.554117,45.445099,9.27674,643.6,3,"AF,AP,AZ","318 320 319 32A 321,32S 320 319"
CDG-SOF,CDG,SOF,"Paris (Roissy-en-France, Val-d'Oise)",Sofia,FR,BG,49.00896,2.554117,42.696357,23.417671,1754.3,2,"AF,FB","319 E90,321 320"
CDG-ATH,CDG,ATH,"Paris (Roissy-en-France, Val-d'Oise)",Spata-Artemida,FR,GR,49.00896,2.554117,37.936401,23.9445,2108.2,4,"A3,AF,OA,US","319 32A 320 321,321,321 320"
CDG-SPU,CDG,SPU,"Paris (Roissy-en-France, Val-d'Oise)",Split,FR,HR,49.00896,2.554117,43.538898,16.298,1216.3,1,OU,319 320
CDG-JER,CDG,JER,"Paris (Roissy-en-France, Val-d'Oise)",St. Peter,FR,JE,49.00896,2.554117,49.207901,-2.19551,346.4,1,SI,AT4
CDG-LED,CDG,LED,"Paris (Roissy-en-France, Val-d'Oise)",St. Petersburg,FR,RU,49.00896,2.554117,59.800301,30.262501,2133.0,2,"AF,SU","320,320 319 321"
CDG-SVG,CDG,SVG,"Paris (Roissy-en-France, Val-d'Oise)",Stavanger,FR,NO,49.00896,2.554117,58.876701,5.63778,1115.3,2,"AF,AZ",E70
CDG-ARN,CDG,ARN,"Paris (Roissy-en-France, Val-d'Oise)",Stockholm,FR,SE,49.00896,2.554117,59.64849,17.928829,1539.5,3,"AF,AZ,SK","320 321 32A 319,73H 73G 736 73W 717"
CDG-STR,CDG,STR,"Paris (Roissy-en-France, Val-d'Oise)",Stuttgart,FR,DE,49.00896,2.554117,48.689899,9.22196,489.0,2,"AF,AZ",AR8
CDG-SKG,CDG,SKG,"Paris (Roissy-en-France, Val-d'Oise)",Thessaloniki,FR,GR,49.00896,2.554117,40.51928,22.970009,1859.2,1,A3,320
CDG-TIV,CDG,TIV,"Paris (Roissy-en-France, Val-d'Oise)",Tivat,FR,ME,49.00896,2.554117,42.404701,18.723301,1450.2,1,YM,100
CDG-TLS,CDG,TLS,"Paris (Roissy-en-France, Val-d'Oise)",Toulouse/Blagnac,FR,FR,49.00896,2.554117,43.629101,1.36382,605.1,8,"AF,AM,AZ,DL,EY,JL,SU,U2","319,319 320,319 320 321,320,320 319"
CDG-VLC,CDG,VLC,"Paris (Roissy-en-France, Val-d'Oise)",Valencia,FR,ES,49.00896,2.554117,39.489162,-0.480961,1085.6,2,"AF,UX",738
CDG-MLA,CDG,MLA,"Paris (Roissy-en-France, Val-d'Oise)",Valletta,FR,MT,49.00896,2.554117,35.845932,14.491546,1756.7,2,"AF,KM",319 320
CDG-ZAG,CDG,ZAG,"Paris (Roissy-en-France, Val-d'Oise)",Velika Gorica,FR,HR,49.00896,2.554117,45.742901,16.0688,1078.7,2,"AF,OU","319 320,AR8"
CDG-VCE,CDG,VCE,"Paris (Roissy-en-France, Val-d'Oise)",Venezia (VE),FR,IT,49.00896,2.554117,45.505299,12.3519,834.9,3,"AF,AZ,U2","318 320 319 32A,320 319"
CDG-VIE,CDG,VIE,"Paris (Roissy-en-France, Val-d'Oise)",Vienna,FR,AT,49.00896,2.554117,48.110298,16.5697,1034.8,4,"AB,AF,HG,OS","320,320 318 319 32A 321,320 321 318"
CDG-VGO,CDG,VGO,"Paris (Roissy-en-France, Val-d'Oise)",Vigo,FR,ES,49.00896,2.554117,42.2318,-8.62677,1148.5,3,"AF,AZ,UX","E70,E90"
CDG-VNO,CDG,VNO,"Paris (Roissy-en-France, Val-d'Oise)",Vilnius,FR,LT,49.00896,2.554117,54.634102,25.285801,1673.6,1,LT,E75
CDG-WAW,CDG,WAW,"Paris (Roissy-en-France, Val-d'Oise)",Warsaw,FR,PL,49.00896,2.554117,52.165699,20.9671,1342.4,2,"AF,LO","318 319 320 321,E75 E95"
CDG-WRO,CDG,WRO,"Paris (Roissy-en-France, Val-d'Oise)",Wrocław,FR,PL,49.00896,2.554117,51.103719,16.882096,1047.2,1,K2,DH4
CDG-BRU,CDG,BRU,"Paris (Roissy-en-France, Val-d'Oise)",Zaventem,FR,BE,49.00896,2.554117,50.901402,4.48444,251.7,2,"ET,SN","320 319,763"
CDG-LJU,CDG,LJU,"Paris (Roissy-en-France, Val-d'Oise)",Zgornji Brnik,FR,SI,49.00896,2.554117,46.223701,14.4576,943.2,2,"AF,JP","CR9 319 CR2,E70"
CDG-ZRH,CDG,ZRH,"Paris (Roissy-en-France, Val-d'Oise)",Zurich,FR,CH,49.00896,2.554117,47.458056,8.548056,476.1,2,"AF,LX","318,320 AR1 32A 319"
PUF-LYS,PUF,LYS,Pau/Pyrénées (Uzein),"Colombier-Saugnieu, Rhône",FR,FR,43.380001,-0.418611,45.725996,5.090139,508.3,1,A5,CRK AT7 ER4 CRJ CR7
PUF-MRS,PUF,MRS,Pau/Pyrénées (Uzein),"Marignane, Bouches-du-Rhône",FR,FR,43.380001,-0.418611,43.438088,5.2125,454.8,1,T7,BEH
PUF-ORY,PUF,ORY,Pau/Pyrénées (Uzein),"Paris (Orly, Val-de-Marne)",FR,FR,43.380001,-0.418611,48.729499,2.358963,632.2,1,AF,319 CRK
PUF-CDG,PUF,CDG,Pau/Pyrénées (Uzein),"Paris (Roissy-en-France, Val-d'Oise)",FR,FR,43.380001,-0.418611,49.00896,2.554117,666.3,2,"AF,AZ",E90
PGF-CRL,PGF,CRL,Perpignan/Rivesaltes,Charleroi,FR,BE,42.740398,2.87067,50.461963,4.459562,867.1,1,FR,738
PGF-DUB,PGF,DUB,Perpignan/Rivesaltes,Dublin,FR,IE,42.740398,2.87067,53.428713,-6.262121,1366.0,1,EI,320
PGF-STN,PGF,STN,Perpignan/Rivesaltes,"London, Essex",FR,GB,42.740398,2.87067,51.884998,0.235,1035.9,1,FR,738
PGF-NTE,PGF,NTE,Perpignan/Rivesaltes,Nantes,FR,FR,42.740398,2.87067,47.153198,-1.61073,604.1,1,V7,717
PGF-ORY,PGF,ORY,Perpignan/Rivesaltes,"Paris (Orly, Val-de-Marne)",FR,FR,42.740398,2.87067,48.729499,2.358963,667.1,1,A5,CRK CR7
PIS-AJA,PIS,AJA,Poitiers/Biard,Ajaccio,FR,FR,46.5877,0.306666,41.923599,8.80292,851.7,1,A5,AT5
PIS-LYS,PIS,LYS,Poitiers/Biard,"Colombier-Saugnieu, Rhône",FR,FR,46.5877,0.306666,45.725996,5.090139,380.6,2,"A5,AF",AT5
PIS-LRH,PIS,LRH,Poitiers/Biard,La Rochelle,FR,FR,46.5877,0.306666,46.179199,-1.19528,123.8,2,"A5,AF",AT5
PIS-STN,PIS,STN,Poitiers/Biard,"London, Essex",FR,GB,46.5877,0.306666,51.884998,0.235,589.1,1,FR,738
PIS-SNN,PIS,SNN,Poitiers/Biard,Shannon,FR,IE,46.5877,0.306666,52.702,-8.92482,949.4,1,FR,738
RDZ-CRL,RDZ,CRL,Rodez/Marcillac,Charleroi,FR,BE,44.407902,2.48267,50.461963,4.459562,689.3,1,FR,738
RDZ-DUB,RDZ,DUB,Rodez/Marcillac,Dublin,FR,IE,44.407902,2.48267,53.428713,-6.262121,1187.4,1,FR,738
RDZ-STN,RDZ,STN,Rodez/Marcillac,"London, Essex",FR,GB,44.407902,2.48267,51.884998,0.235,847.9,1,FR,738
RDZ-ORY,RDZ,ORY,Rodez/Marcillac,"Paris (Orly, Val-de-Marne)",FR,FR,44.407902,2.48267,48.729499,2.358963,480.6,1,A5,AT7
RNS-BCN,RNS,BCN,"Saint-Jacques-de-la-Lande, Ille-et-Vilaine",Barcelona,FR,ES,48.0695,-1.73479,41.2971,2.07846,810.9,2,"IB,VY",320
RNS-BOD,RNS,BOD,"Saint-Jacques-de-la-Lande, Ille-et-Vilaine",Bordeaux,FR,FR,48.0695,-1.73479,44.82865,-0.715356,368.7,1,CE,BEH
RNS-LYS,RNS,LYS,"Saint-Jacques-de-la-Lande, Ille-et-Vilaine","Colombier-Saugnieu, Rhône",FR,FR,48.0695,-1.73479,45.725996,5.090139,580.1,1,A5,CRK CR7
RNS-EXT,RNS,EXT,"Saint-Jacques-de-la-Lande, Ille-et-Vilaine","Exeter, Devon",FR,GB,48.0695,-1.73479,50.734261,-3.413984,320.2,2,"AF,BE",DH4
RNS-MRS,RNS,MRS,"Saint-Jacques-de-la-Lande, Ille-et-Vilaine","Marignane, Bouches-du-Rhône",FR,FR,48.0695,-1.73479,43.438088,5.2125,744.9,1,AF,319
RNS-NCE,RNS,NCE,"Saint-Jacques-de-la-Lande, Ille-et-Vilaine","Nice, Alpes-Maritimes",FR,FR,48.0695,-1.73479,43.658401,7.21587,848.2,1,A5,CRK CR7
RNS-CDG,RNS,CDG,"Saint-Jacques-de-la-Lande, Ille-et-Vilaine","Paris (Roissy-en-France, Val-d'Oise)",FR,FR,48.0695,-1.73479,49.00896,2.554117,332.5,2,"AF,AZ",AT7
RNS-SOU,RNS,SOU,"Saint-Jacques-de-la-Lande, Ille-et-Vilaine",Southampton,FR,GB,48.0695,-1.73479,50.950298,-1.3568,321.5,2,"AF,BE",DH4
RNS-TLS,RNS,TLS,"Saint-Jacques-de-la-Lande, Ille-et-Vilaine",Toulouse/Blagnac,FR,FR,48.0695,-1.73479,43.629101,1.36382,548.9,1,A5,CRJ CR7
SXB-AJA,SXB,AJA,Strasbourg,Ajaccio,FR,FR,48.5383,7.62823,41.923599,8.80292,741.2,1,V7,717
SXB-AMS,SXB,AMS,Strasbourg,Amsterdam,FR,NL,48.5383,7.62823,52.308601,4.76389,465.7,3,"A5,AF,KL","ER4 CR7 E70,ERJ CRJ EMJ"
SXB-BIA,SXB,BIA,Strasbourg,Bastia,FR,FR,48.5383,7.62823,42.5527,9.48373,681.0,1,V7,717
SXB-BIQ,SXB,BIQ,Strasbourg,Biarritz,FR,FR,48.5383,7.62823,43.468372,-1.523223,903.1,1,V7,717
SXB-BOD,SXB,BOD,Strasbourg,Bordeaux,FR,FR,48.5383,7.62823,44.82865,-0.715356,757.8,2,"A5,V7","717,E70 ER4"
SXB-LYS,SXB,LYS,Strasbourg,"Colombier-Saugnieu, Rhône",FR,FR,48.5383,7.62823,45.725996,5.090139,366.9,1,A5,CR7 CRK
SXB-LIL,SXB,LIL,Strasbourg,Lesquin,FR,FR,48.5383,7.62823,50.566564,3.102429,396.7,1,A5,ER4 CRJ
SXB-LGW,SXB,LGW,Strasbourg,London,FR,GB,48.5383,7.62823,51.148744,-0.185739,630.6,1,U2,319
SXB-STN,SXB,STN,Strasbourg,"London, Essex",FR,GB,48.5383,7.62823,51.884998,0.235,643.9,1,FR,738
SXB-MAD,SXB,MAD,Strasbourg,Madrid,FR,ES,48.5383,7.62823,40.493407,-3.572249,1258.0,1,IB,CR2
SXB-MRS,SXB,MRS,Strasbourg,"Marignane, Bouches-du-Rhône",FR,FR,48.5383,7.62823,43.438088,5.2125,597.0,1,A5,CR7 ER4 E70
SXB-MPL,SXB,MPL,Strasbourg,Montpellier/Méditerranée,FR,FR,48.5383,7.62823,43.576199,3.96301,619.8,2,"A5,V7","717,E70"
SXB-NTE,SXB,NTE,Strasbourg,Nantes,FR,FR,48.5383,7.62823,47.153198,-1.61073,706.0,2,"A5,V7","717,ER4"
SXB-NCE,SXB,NCE,Strasbourg,"Nice, Alpes-Maritimes",FR,FR,48.5383,7.62823,43.658401,7.21587,543.5,1,AF,320 319
SXB-PMO,SXB,PMO,Strasbourg,Palermo,FR,IT,48.5383,7.62823,38.175999,13.091,1233.2,1,V7,717
SXB-ORY,SXB,ORY,Strasbourg,"Paris (Orly, Val-de-Marne)",FR,FR,48.5383,7.62823,48.729499,2.358963,387.7,1,AF,CRK AT7
SXB-OPO,SXB,OPO,Strasbourg,Porto,FR,PT,48.5383,7.62823,41.2481002808,-8.68138980865,1514.4,1,FR,738
SXB-PRG,SXB,PRG,Strasbourg,Prague,FR,CZ,48.5383,7.62823,50.100874,14.259911,510.9,2,"OK,QS",AT4
SXB-FCO,SXB,FCO,Strasbourg,Rome,FR,IT,48.5383,7.62823,41.804532,12.251998,831.5,3,"A5,AF,AZ",ER4 CR7
SXB-TLS,SXB,TLS,Strasbourg,Toulouse/Blagnac,FR,FR,48.5383,7.62823,43.629101,1.36382,728.5,1,AF,319 320
SXB-BRU,SXB,BRU,Strasbourg,Zaventem,FR,BE,48.5383,7.62823,50.901402,4.48444,346.5,1,SN,DH4
LDE-STN,LDE,STN,Tarbes/Lourdes/Pyrénées,"London, Essex",FR,GB,43.178699,-0.006439,51.884998,0.235,968.3,1,FR,738
LDE-MAD,LDE,MAD,Tarbes/Lourdes/Pyrénées,Madrid,FR,ES,43.178699,-0.006439,40.493407,-3.572249,420.0,1,IB,CR9
LDE-BGY,LDE,BGY,Tarbes/Lourdes/Pyrénées,Orio al Serio (BG),FR,IT,43.178699,-0.006439,45.669362,9.708851,819.1,1,FR,738
LDE-ORY,LDE,ORY,Tarbes/Lourdes/Pyrénées,"Paris (Orly, Val-de-Marne)",FR,FR,43.178699,-0.006439,48.729499,2.358963,643.7,1,A5,CR7
LDE-BRU,LDE,BRU,Tarbes/Lourdes/Pyrénées,Zaventem,FR,BE,43.178699,-0.006439,50.901402,4.48444,923.3,1,HQ,319
TLS-AJA,TLS,AJA,Toulouse/Blagnac,Ajaccio,FR,FR,43.629101,1.36382,41.923599,8.80292,635.8,3,"AF,V7,XK","320,717"
TLS-AMS,TLS,AMS,Toulouse/Blagnac,Amsterdam,FR,NL,43.629101,1.36382,52.308601,4.76389,997.5,2,"AF,KL","E90,EMJ"
TLS-BCN,TLS,BCN,Toulouse/Blagnac,Barcelona,FR,ES,43.629101,1.36382,41.2971,2.07846,265.8,2,"IB,VY",320
TLS-BIA,TLS,BIA,Toulouse/Blagnac,Bastia,FR,FR,43.629101,1.36382,42.5527,9.48373,669.8,2,"U2,V7","319,717"
