service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
IDFM:TN:49538266,0,0,1,1,1,0,0,20260225,20260320
IDFM:TN:49538273,1,1,0,0,0,0,1,20260301,20260324
IDFM:TN:49538435,0,0,1,1,1,1,0,20260225,20260321
IDFM:TN:49538489,1,1,0,0,0,0,0,20260302,20260324
IDFM:TN:49538515,1,1,0,0,1,0,0,20260306,20260324
IDFM:TN:49538563,1,1,1,1,0,0,0,20260309,20260312
IDFM:TN:49538568,1,1,1,1,1,0,0,20260225,20260324
IDFM:TN:49538677,0,1,1,1,0,0,0,20260302,20260324
IDFM:TN:49538683,1,0,0,0,0,0,0,20260309,20260320
IDFM:TN:49538685,1,0,0,0,0,0,0,20260302,20260323
IDFM:TN:49538697,1,1,0,0,1,0,0,20260303,20260324
IDFM:TN:49538699,0,1,0,1,0,0,0,20260304,20260324
IDFM:TN:49538700,1,0,0,0,1,0,0,20260302,20260320
IDFM:TN:49538714,1,1,1,1,1,0,0,20260225,20260324
IDFM:TN:49538715,0,1,1,1,1,1,0,20260225,20260324
IDFM:TN:49538729,1,0,0,0,0,0,0,20260309,20260323
IDFM:TN:49539998,0,0,0,1,1,0,0,20260226,20260320
IDFM:TN:49540000,0,0,1,0,0,0,0,20260225,20260318
IDFM:TN:49540003,0,0,0,1,0,1,0,20260226,20260321
IDFM:TN:49540064,0,0,0,1,1,0,0,20260312,20260320
IDFM:TN:49540065,1,1,1,0,0,0,0,20260310,20260324
IDFM:TN:49540067,0,1,0,1,0,0,0,20260310,20260324
IDFM:TN:49540069,1,1,1,0,0,0,0,20260309,20260324
IDFM:TN:49540070,1,0,0,0,1,0,0,20260309,20260323
IDFM:TN:49540073,0,1,1,1,1,0,0,20260303,20260324
IDFM:TN:49540096,0,1,1,1,1,1,0,20260303,20260307
IDFM:TN:49540099,0,0,1,0,0,0,0,20260310,20260323
IDFM:TN:49540101,0,1,0,0,0,0,0,20260310,20260324
IDFM:TN:49540103,0,0,0,1,0,0,0,20260312,20260319
IDFM:TN:49540105,0,1,1,0,0,0,0,20260303,20260304
IDFM:TN:49540106,0,0,0,0,1,0,0,20260313,20260323
IDFM:TN:49540107,1,0,0,0,0,0,0,20260313,20260323
IDFM:TN:49540108,0,1,0,0,0,1,0,20260317,20260321
IDFM:TN:49540113,0,0,1,1,0,0,0,20260311,20260312
IDFM:TN:49540114,0,0,1,0,1,1,0,20260225,20260228
IDFM:TN:49540119,0,0,1,1,0,1,0,20260304,20260307
IDFM:TN:49540121,1,1,0,0,0,0,0,20260309,20260324
IDFM:TN:49540122,1,0,0,1,1,0,0,20260302,20260306
IDFM:TN:49540123,1,1,0,0,1,0,0,20260302,20260306
IDFM:TN:49540127,0,0,1,1,0,0,0,20260304,20260305
IDFM:TN:49540129,0,1,0,0,0,0,0,20260310,20260324
IDFM:TN:49540133,0,0,0,1,0,0,0,20260305,20260305
IDFM:TN:49540137,1,1,0,0,0,0,0,20260302,20260303
IDFM:TN:49540140,0,0,1,0,0,0,0,20260304,20260304
IDFM:TN:49540141,1,0,0,0,1,0,0,20260310,20260323
IDFM:TN:49540143,0,1,0,1,0,0,0,20260309,20260324
IDFM:TN:49540144,1,1,0,0,0,0,0,20260309,20260324
IDFM:TN:49540146,1,1,1,0,1,0,0,20260302,20260306
IDFM:TN:49540148,1,1,0,0,0,0,0,20260310,20260323
IDFM:TN:49540154,0,1,0,0,0,1,0,20260310,20260321
IDFM:TN:49540156,0,0,1,0,1,0,0,20260311,20260324
IDFM:TN:49540169,0,1,1,1,1,1,0,20260303,20260324
IDFM:TN:49540188,0,1,1,1,1,1,0,20260317,20260321
IDFM:TN:49540838,1,0,0,1,1,0,0,20260226,20260323
IDFM:TN:49544814,1,1,1,1,0,0,0,20260225,20260324
IDFM:TN:49544836,0,1,0,1,0,0,0,20260226,20260324
IDFM:TN:49544838,1,0,0,0,0,0,0,20260225,20260318
IDFM:TN:49545292,1,0,0,0,0,0,0,20260309,20260316
IDFM:TN:49545346,1,0,0,1,0,0,0,20260226,20260319
IDFM:TN:49545352,0,1,1,0,1,0,0,20260225,20260320
IDFM:TN:49545421,0,1,1,0,1,0,0,20260225,20260324
IDFM:TN:49545422,1,0,0,1,0,0,0,20260226,20260323
IDFM:TN:49546967,1,1,1,1,1,1,0,20260225,20260324
IDFM:TN:49546973,1,1,1,1,1,1,1,20260225,20260324
IDFM:TN:49546988,1,1,1,1,1,1,1,20260225,20260324
IDFM:TN:49547008,1,1,1,1,1,0,0,20260225,20260324
IDFM:TN:49547012,1,1,0,0,0,1,0,20260228,20260324
IDFM:TN:49547015,1,1,1,1,1,0,0,20260225,20260324
IDFM:TN:49547040,1,1,1,1,1,0,1,20260225,20260324
IDFM:TN:49547057,1,1,1,1,0,1,1,20260225,20260324
IDFM:TN:49547080,1,1,1,1,1,1,1,20260225,20260315
IDFM:TN:49547087,1,1,1,1,1,0,1,20260225,20260324
IDFM:TN:49547103,1,1,1,1,1,1,0,20260225,20260314
IDFM:TN:49547130,0,1,1,1,1,1,1,20260225,20260324
IDFM:TN:49547131,1,1,0,1,1,0,0,20260226,20260324
IDFM:TN:49547139,0,0,1,0,0,1,1,20260225,20260315
IDFM:TN:49547200,1,1,1,1,0,1,1,20260225,20260324
IDFM:TN:49547214,0,0,0,0,0,1,0,20260307,20260324
IDFM:TN:49547218,1,1,1,1,1,0,1,20260302,20260322
IDFM:TN:49547252,1,1,1,1,0,0,0,20260225,20260319
IDFM:TN:49547265,1,1,1,1,1,1,1,20260225,20260324
IDFM:TN:49547303,0,0,1,0,0,0,0,20260225,20260304
IDFM:TN:49547319,0,0,1,0,0,0,0,20260225,20260304
IDFM:TN:49547321,1,1,0,1,0,0,0,20260305,20260324
IDFM:TN:49547325,1,1,0,1,0,0,0,20260312,20260324
IDFM:TN:49547335,1,1,0,1,1,0,0,20260305,20260324
IDFM:TN:49547366,0,0,0,1,0,0,0,20260305,20260312
IDFM:TN:49547384,0,0,0,0,1,0,0,20260306,20260324
IDFM:TN:49547451,1,1,0,1,1,0,0,20260226,20260324
IDFM:TN:49547458,0,0,1,0,0,0,0,20260225,20260318
IDFM:TN:49547483,0,0,0,0,0,1,1,20260308,20260322
IDFM:TN:49547541,1,1,1,1,1,0,0,20260225,20260324
IDFM:TN:49547575,1,1,1,1,1,1,1,20260225,20260324
IDFM:TN:49424692,1,0,0,0,0,0,0,20260223,20260223
IDFM:TN:49364856,0,0,0,0,0,0,1,20260222,20260222
IDFM:TN:49305182,0,0,0,0,0,1,0,20260221,20260221
IDFM:TN:49216451,0,0,0,0,1,0,0,20260220,20260220
