from_stop_id,to_stop_id,transfer_type,min_transfer_time
IDFM:470692,IDFM:monomodalStopPlace:473237,2,297
IDFM:471497,IDFM:monomodalStopPlace:47525,2,2
IDFM:472516,IDFM:21906,2,249
IDFM:470692,IDFM:462970,2,294
IDFM:471932,IDFM:471131,2,8
IDFM:22032,IDFM:472546,2,248
IDFM:470776,IDFM:472208,2,181
IDFM:472149,IDFM:472990,2,38
IDFM:463208,IDFM:472764,2,120
IDFM:472128,IDFM:472743,2,34
IDFM:471211,IDFM:470947,2,39
IDFM:471211,IDFM:471917,2,364
IDFM:471309,IDFM:472949,2,68
IDFM:22156,IDFM:462980,2,396
IDFM:472932,IDFM:monomodalStopPlace:473162,2,237
IDFM:21981,IDFM:472323,2,328
IDFM:26602,IDFM:463222,2,9
IDFM:472631,IDFM:monomodalStopPlace:43127,2,13
IDFM:462972,IDFM:monomodalStopPlace:473237,2,179
IDFM:monomodalStopPlace:473165,IDFM:471519,2,124
IDFM:472374,IDFM:monomodalStopPlace:46725,2,16
IDFM:471473,IDFM:472570,2,80
IDFM:473007,IDFM:463052,2,343
IDFM:monomodalStopPlace:470195,IDFM:470915,2,21
IDFM:472590,IDFM:35253,2,86
IDFM:22366,IDFM:463106,2,14
IDFM:426016,IDFM:471653,2,223
IDFM:monomodalStopPlace:45301,IDFM:472740,2,6
IDFM:471938,IDFM:490992,2,198
IDFM:472978,IDFM:470807,2,5
IDFM:471393,IDFM:470747,2,224
IDFM:462970,IDFM:472934,2,281
IDFM:471521,IDFM:monomodalStopPlace:43238,2,193
IDFM:13656,IDFM:monomodalStopPlace:46965,2,196
IDFM:22139,IDFM:462966,2,351
IDFM:472030,IDFM:471968,2,10
IDFM:monomodalStopPlace:473558,IDFM:monomodalStopPlace:43191,2,77
IDFM:472387,IDFM:471767,2,5
IDFM:472392,IDFM:22193,2,288
IDFM:471696,IDFM:472723,2,103
IDFM:470984,IDFM:482915,2,28
IDFM:41519,IDFM:462954,2,709
IDFM:487012,IDFM:487013,2,12
IDFM:472510,IDFM:monomodalStopPlace:426987,2,239
IDFM:463136,IDFM:21989,2,0
IDFM:472573,IDFM:470655,2,9
IDFM:472807,IDFM:474047,2,53
IDFM:471959,IDFM:472085,2,48
IDFM:monomodalStopPlace:46163,IDFM:472904,2,7
IDFM:473017,IDFM:monomodalStopPlace:46647,2,8
IDFM:monomodalStopPlace:473890,IDFM:463305,2,364
IDFM:472676,IDFM:472042,2,55
IDFM:6173,IDFM:monomodalStopPlace:473270,2,0
IDFM:471968,IDFM:471721,2,223
IDFM:472048,IDFM:470833,2,148
IDFM:471033,IDFM:472826,2,59
IDFM:monomodalStopPlace:47590,IDFM:472567,2,4
IDFM:471457,IDFM:471449,2,17
IDFM:463306,IDFM:monomodalStopPlace:44877,2,300
IDFM:463183,IDFM:472814,2,328
IDFM:470627,IDFM:471352,2,111
IDFM:29239,IDFM:473935,2,240
IDFM:492187,IDFM:462954,2,583
IDFM:471523,IDFM:monomodalStopPlace:473039,2,116
IDFM:477638,IDFM:monomodalStopPlace:462398,2,243
IDFM:22179,IDFM:472748,2,371
IDFM:monomodalStopPlace:47528,IDFM:471314,2,8
IDFM:463182,IDFM:472030,2,312
IDFM:472731,IDFM:471329,2,41
IDFM:463009,IDFM:463032,2,121
IDFM:471545,IDFM:monomodalStopPlace:473033,2,146
IDFM:472063,IDFM:21958,2,362
IDFM:monomodalStopPlace:411362,IDFM:471477,2,24
IDFM:monomodalStopPlace:473578,IDFM:471746,2,133
IDFM:470674,IDFM:472208,2,97
IDFM:472142,IDFM:462972,2,317
IDFM:monomodalStopPlace:47533,IDFM:472847,2,3
IDFM:471721,IDFM:470734,2,304
IDFM:13271,IDFM:monomodalStopPlace:473092,2,50
IDFM:463160,IDFM:473990,2,346
IDFM:472300,IDFM:monomodalStopPlace:46965,2,24
IDFM:473923,IDFM:22095,2,46
IDFM:471200,IDFM:470751,2,214
IDFM:481364,IDFM:472433,2,50
IDFM:monomodalStopPlace:43071,IDFM:19417,2,210
IDFM:monomodalStopPlace:473179,IDFM:10646,2,25
IDFM:472980,IDFM:471196,2,7
IDFM:472370,IDFM:472212,2,109
IDFM:470683,IDFM:471813,2,13
IDFM:472964,IDFM:471650,2,161
IDFM:473919,IDFM:473920,2,8
IDFM:470868,IDFM:471098,2,25
IDFM:472560,IDFM:472022,2,61
IDFM:monomodalStopPlace:47897,IDFM:monomodalStopPlace:473085,2,36
IDFM:22219,IDFM:463278,2,51
IDFM:471167,IDFM:472695,2,8
IDFM:470890,IDFM:12349,2,162
IDFM:monomodalStopPlace:43103,IDFM:473975,2,22
IDFM:471899,IDFM:472732,2,193
IDFM:470670,IDFM:471393,2,230
IDFM:470981,IDFM:472238,2,83
IDFM:monomodalStopPlace:43100,IDFM:471056,2,8
IDFM:monomodalStopPlace:47204,IDFM:monomodalStopPlace:47205,2,132
IDFM:471534,IDFM:monomodalStopPlace:43114,2,135
IDFM:21981,IDFM:471167,2,289
IDFM:monomodalStopPlace:47585,IDFM:monomodalStopPlace:47586,2,138
IDFM:471167,IDFM:472865,2,134
IDFM:463152,IDFM:22389,2,0
IDFM:471135,IDFM:471935,2,56
IDFM:471696,IDFM:471721,2,367
IDFM:472921,IDFM:471969,2,11
IDFM:22167,IDFM:463098,2,12
IDFM:472102,IDFM:470624,2,74
IDFM:471566,IDFM:470679,2,140
IDFM:monomodalStopPlace:46568,IDFM:monomodalStopPlace:473483,2,109
IDFM:463196,IDFM:412354,2,124
IDFM:monomodalStopPlace:43112,IDFM:470726,2,12
IDFM:monomodalStopPlace:462929,IDFM:471757,2,5
IDFM:487013,IDFM:487014,2,9
IDFM:471649,IDFM:monomodalStopPlace:473323,2,78
IDFM:472840,IDFM:monomodalStopPlace:43074,2,64
IDFM:470623,IDFM:472046,2,28
IDFM:471559,IDFM:472692,2,153
IDFM:472273,IDFM:472934,2,104
IDFM:470962,IDFM:8878,2,247
IDFM:471721,IDFM:471328,2,266
IDFM:471150,IDFM:monomodalStopPlace:473237,2,276
IDFM:33547,IDFM:472583,2,91
IDFM:470843,IDFM:471601,2,50
IDFM:463052,IDFM:473007,2,343
IDFM:491411,IDFM:472354,2,381
IDFM:22218,IDFM:472142,2,339
IDFM:463164,IDFM:22096,2,180
IDFM:monomodalStopPlace:473328,IDFM:472978,2,122
IDFM:463171,IDFM:monomodalStopPlace:45102,2,334
IDFM:472928,IDFM:470784,2,9
IDFM:471559,IDFM:472541,2,178
IDFM:473937,IDFM:monomodalStopPlace:43536,2,268
IDFM:monomodalStopPlace:47906,IDFM:monomodalStopPlace:473377,2,283
IDFM:463245,IDFM:463244,2,180
IDFM:monomodalStopPlace:43096,IDFM:472881,2,49
IDFM:472788,IDFM:474056,2,208
IDFM:22020,IDFM:22112,2,93
IDFM:7960,IDFM:471478,2,117
IDFM:472692,IDFM:470734,2,125
IDFM:472961,IDFM:471968,2,109
IDFM:470655,IDFM:472728,2,21
IDFM:472707,IDFM:471523,2,13
IDFM:monomodalStopPlace:43108,IDFM:472291,2,18
IDFM:472089,IDFM:470700,2,72
IDFM:472451,IDFM:471918,2,140
IDFM:471238,IDFM:470692,2,58
IDFM:473936,IDFM:473934,2,38
IDFM:monomodalStopPlace:473370,IDFM:472454,2,132
IDFM:21962,IDFM:472934,2,245
IDFM:22013,IDFM:463022,2,107
IDFM:monomodalStopPlace:43195,IDFM:monomodalStopPlace:412380,2,357
IDFM:472852,IDFM:471940,2,63
IDFM:472033,IDFM:470747,2,28
IDFM:22368,IDFM:21952,2,291
IDFM:472546,IDFM:462970,2,307
IDFM:472227,IDFM:471214,2,24
IDFM:27277,IDFM:470797,2,89
IDFM:472502,IDFM:463006,2,183
IDFM:426016,IDFM:471117,2,214
IDFM:471399,IDFM:monomodalStopPlace:473464,2,230
IDFM:470704,IDFM:470734,2,142
IDFM:471607,IDFM:471917,2,288
IDFM:472541,IDFM:471559,2,178
IDFM:472510,IDFM:470915,2,198
IDFM:471150,IDFM:472102,2,54
IDFM:470800,IDFM:471699,2,21
IDFM:monomodalStopPlace:58720,IDFM:470953,2,76
IDFM:490794,IDFM:490774,2,28
IDFM:472576,IDFM:monomodalStopPlace:473404,2,137
IDFM:monomodalStopPlace:54249,IDFM:13594,2,196
IDFM:470983,IDFM:472032,2,12
IDFM:472548,IDFM:monomodalStopPlace:43145,2,5
IDFM:473934,IDFM:29239,2,228
IDFM:471154,IDFM:471795,2,126
IDFM:471856,IDFM:472124,2,306
IDFM:monomodalStopPlace:58498,IDFM:471119,2,28
IDFM:472490,IDFM:471854,2,29
IDFM:monomodalStopPlace:473464,IDFM:471399,2,230
IDFM:21963,IDFM:472852,2,325
IDFM:471486,IDFM:monomodalStopPlace:473161,2,136
IDFM:462949,IDFM:22058,2,2
IDFM:472324,IDFM:monomodalStopPlace:473243,2,120
IDFM:472085,IDFM:471215,2,61
IDFM:monomodalStopPlace:473075,IDFM:472234,2,172
IDFM:monomodalStopPlace:473622,IDFM:472123,2,39
IDFM:471726,IDFM:monomodalStopPlace:43154,2,21
IDFM:34333,IDFM:monomodalStopPlace:473578,2,88
IDFM:471545,IDFM:472771,2,17
IDFM:monomodalStopPlace:463857,IDFM:471693,2,251
IDFM:monomodalStopPlace:47174,IDFM:490992,2,250
IDFM:22134,IDFM:21920,2,119
IDFM:471959,IDFM:monomodalStopPlace:45739,2,21
IDFM:471941,IDFM:monomodalStopPlace:473354,2,139
IDFM:471552,IDFM:492187,2,308
IDFM:472195,IDFM:monomodalStopPlace:474205,2,47
IDFM:472128,IDFM:470915,2,7
IDFM:463069,IDFM:472852,2,272
IDFM:472123,IDFM:monomodalStopPlace:47136,2,17
IDFM:472590,IDFM:monomodalStopPlace:473049,2,103
IDFM:21963,IDFM:472546,2,329
IDFM:34224,IDFM:471297,2,156
IDFM:472325,IDFM:472319,2,16
IDFM:monomodalStopPlace:473467,IDFM:471741,2,172
IDFM:6173,IDFM:471311,2,146
IDFM:470907,IDFM:472348,2,86
IDFM:462972,IDFM:472070,2,245
IDFM:monomodalStopPlace:58572,IDFM:472263,2,240
IDFM:471326,IDFM:470866,2,20
IDFM:monomodalStopPlace:43931,IDFM:488614,2,11
IDFM:472668,IDFM:470750,2,110
IDFM:472090,IDFM:472165,2,105
IDFM:21959,IDFM:473989,2,338
IDFM:monomodalStopPlace:471031,IDFM:471976,2,162
IDFM:470700,IDFM:470626,2,12
IDFM:471065,IDFM:472349,2,26
IDFM:472095,IDFM:472502,2,9
IDFM:471950,IDFM:472034,2,22
IDFM:471139,IDFM:470796,2,6
IDFM:472541,IDFM:472523,2,51
IDFM:471374,IDFM:monomodalStopPlace:47942,2,42
IDFM:471968,IDFM:472560,2,84
IDFM:37556,IDFM:472741,2,213
IDFM:473953,IDFM:473952,2,8
IDFM:16332,IDFM:472018,2,175
IDFM:monomodalStopPlace:43184,IDFM:471324,2,24
IDFM:472546,IDFM:472519,2,142
IDFM:472984,IDFM:470752,2,7
IDFM:monomodalStopPlace:43155,IDFM:472928,2,126
IDFM:monomodalStopPlace:58875,IDFM:474023,2,13
IDFM:484165,IDFM:463193,2,125
IDFM:471328,IDFM:463182,2,365
IDFM:471478,IDFM:470605,2,10
IDFM:monomodalStopPlace:473426,IDFM:472873,2,289
IDFM:monomodalStopPlace:473339,IDFM:472622,2,156
IDFM:474065,IDFM:471393,2,220
IDFM:472961,IDFM:471796,2,159
IDFM:28296,IDFM:471549,2,169
IDFM:22057,IDFM:22096,2,180
IDFM:monomodalStopPlace:473165,IDFM:470918,2,102
IDFM:22095,IDFM:473922,2,53
IDFM:monomodalStopPlace:47669,IDFM:monomodalStopPlace:473520,2,101
IDFM:470814,IDFM:monomodalStopPlace:473248,2,202
IDFM:470634,IDFM:473915,2,147
IDFM:monomodalStopPlace:473138,IDFM:monomodalStopPlace:43092,2,195
IDFM:472870,IDFM:471103,2,49
IDFM:472212,IDFM:471462,2,125
IDFM:471186,IDFM:472378,2,106
IDFM:16341,IDFM:474005,2,172
IDFM:472710,IDFM:425619,2,127
IDFM:21950,IDFM:462997,2,112
IDFM:monomodalStopPlace:43238,IDFM:472624,2,144
IDFM:471742,IDFM:472627,2,28
IDFM:470776,IDFM:463066,2,309
IDFM:471532,IDFM:monomodalStopPlace:473121,2,115
IDFM:22137,IDFM:463306,2,2
IDFM:463159,IDFM:473989,2,329
IDFM:463180,IDFM:21931,2,11
IDFM:22007,IDFM:470740,2,232
IDFM:42112,IDFM:472920,2,300
IDFM:471723,IDFM:monomodalStopPlace:473193,2,195
IDFM:473956,IDFM:monomodalStopPlace:45877,2,11
IDFM:monomodalStopPlace:58572,IDFM:472757,2,177
IDFM:21532,IDFM:472205,2,93
IDFM:36825,IDFM:monomodalStopPlace:473422,2,95
IDFM:472576,IDFM:472062,2,3
IDFM:471224,IDFM:472878,2,63
IDFM:monomodalStopPlace:473505,IDFM:monomodalStopPlace:47914,2,115
IDFM:monomodalStopPlace:44314,IDFM:463228,2,240
IDFM:21963,IDFM:monomodalStopPlace:58566,2,240
IDFM:monomodalStopPlace:473347,IDFM:monomodalStopPlace:47940,2,94
IDFM:470726,IDFM:monomodalStopPlace:473257,2,135
IDFM:470883,IDFM:472241,2,152
IDFM:470915,IDFM:463046,2,339
IDFM:463194,IDFM:463201,2,180
IDFM:monomodalStopPlace:473237,IDFM:472013,2,321
IDFM:monomodalStopPlace:473577,IDFM:471065,2,30
IDFM:monomodalStopPlace:473156,IDFM:470808,2,67
IDFM:monomodalStopPlace:473418,IDFM:monomodalStopPlace:43142,2,137
IDFM:monomodalStopPlace:473441,IDFM:30965,2,7
IDFM:monomodalStopPlace:43219,IDFM:472104,2,49
IDFM:472325,IDFM:471567,2,110
IDFM:463046,IDFM:471451,2,166
IDFM:36145,IDFM:40806,2,60
IDFM:487014,IDFM:487012,2,21
IDFM:472465,IDFM:monomodalStopPlace:474205,2,51
IDFM:472263,IDFM:472354,2,165
IDFM:471696,IDFM:472869,2,35
IDFM:472323,IDFM:471077,2,22
IDFM:471132,IDFM:472448,2,76
IDFM:472814,IDFM:472856,2,270
IDFM:22367,IDFM:470879,2,198
IDFM:463306,IDFM:21983,2,373
IDFM:31791,IDFM:472553,2,94
IDFM:470796,IDFM:471139,2,6
IDFM:473926,IDFM:473932,2,8
IDFM:19256,IDFM:19417,2,128
IDFM:471738,IDFM:471389,2,6
IDFM:472016,IDFM:470917,2,55
IDFM:26973,IDFM:monomodalStopPlace:473422,2,213
IDFM:22032,IDFM:472273,2,319
IDFM:471549,IDFM:471805,2,28
IDFM:monomodalStopPlace:58572,IDFM:472124,2,4
IDFM:463133,IDFM:22198,2,180
IDFM:472127,IDFM:monomodalStopPlace:473483,2,114
IDFM:471217,IDFM:471970,2,16
IDFM:470799,IDFM:472460,2,167
IDFM:22115,IDFM:22129,2,119
IDFM:471917,IDFM:471869,2,381
IDFM:471647,IDFM:monomodalStopPlace:47882,2,15
IDFM:474062,IDFM:471520,2,177
IDFM:422956,IDFM:473003,2,122
IDFM:472940,IDFM:470732,2,37
IDFM:472536,IDFM:monomodalStopPlace:43178,2,25
IDFM:472306,IDFM:monomodalStopPlace:411492,2,11
IDFM:471312,IDFM:monomodalStopPlace:473548,2,230
IDFM:472124,IDFM:monomodalStopPlace:462394,2,280
IDFM:17378,IDFM:monomodalStopPlace:473387,2,14
IDFM:473925,IDFM:21906,2,266
IDFM:471721,IDFM:472263,2,223
IDFM:471595,IDFM:monomodalStopPlace:43160,2,32
IDFM:471241,IDFM:monomodalStopPlace:473246,2,157
IDFM:472273,IDFM:22032,2,319
IDFM:472961,IDFM:471328,2,74
IDFM:30965,IDFM:471577,2,304
IDFM:471567,IDFM:471650,2,79
IDFM:monomodalStopPlace:50904,IDFM:8234,2,15
IDFM:monomodalStopPlace:47482,IDFM:471715,2,12
IDFM:471364,IDFM:monomodalStopPlace:473520,2,105
IDFM:471559,IDFM:472869,2,163
IDFM:463066,IDFM:22225,2,26
IDFM:472622,IDFM:471895,2,8
IDFM:monomodalStopPlace:43080,IDFM:monomodalStopPlace:473372,2,54
IDFM:463277,IDFM:22208,2,26
IDFM:471229,IDFM:31791,2,90
IDFM:8234,IDFM:472956,2,318
IDFM:471064,IDFM:472070,2,72
IDFM:463181,IDFM:463180,2,300
IDFM:monomodalStopPlace:473339,IDFM:monomodalStopPlace:47876,2,105
IDFM:487016,IDFM:487013,2,30
IDFM:471646,IDFM:471030,2,209
IDFM:472102,IDFM:472208,2,121
IDFM:monomodalStopPlace:53783,IDFM:473964,2,4
IDFM:471570,IDFM:monomodalStopPlace:473483,2,106
IDFM:471077,IDFM:471976,2,55
IDFM:472378,IDFM:monomodalStopPlace:462394,2,49
IDFM:472006,IDFM:471248,2,10
IDFM:21932,IDFM:463246,2,330
IDFM:463071,IDFM:21946,2,14
IDFM:471328,IDFM:491411,2,362
IDFM:492439,IDFM:472166,2,142
IDFM:monomodalStopPlace:411378,IDFM:470653,2,222
IDFM:471701,IDFM:monomodalStopPlace:473373,2,124
IDFM:462974,IDFM:22132,2,12
IDFM:22367,IDFM:470740,2,260
IDFM:473932,IDFM:473927,2,17
IDFM:monomodalStopPlace:47447,IDFM:472871,2,73
IDFM:monomodalStopPlace:473395,IDFM:monomodalStopPlace:43166,2,79
IDFM:472124,IDFM:472502,2,328
IDFM:470817,IDFM:472378,2,61
IDFM:472036,IDFM:472869,2,355
IDFM:471320,IDFM:471066,2,50
IDFM:monomodalStopPlace:411317,IDFM:471404,2,32
IDFM:471715,IDFM:10923,2,87
IDFM:monomodalStopPlace:473582,IDFM:monomodalStopPlace:47958,2,34
IDFM:472033,IDFM:472348,2,227
IDFM:471326,IDFM:472655,2,115
IDFM:monomodalStopPlace:43180,IDFM:472526,2,10
IDFM:471935,IDFM:472451,2,44
IDFM:21912,IDFM:462915,2,12
IDFM:483760,IDFM:473935,2,306
IDFM:472022,IDFM:472560,2,61
IDFM:21967,IDFM:monomodalStopPlace:471031,2,340
IDFM:471918,IDFM:471733,2,107
IDFM:monomodalStopPlace:45301,IDFM:471835,2,23
IDFM:478395,IDFM:22227,2,26
IDFM:22375,IDFM:21960,2,180
IDFM:472167,IDFM:492142,2,85
IDFM:22228,IDFM:462952,2,0
IDFM:470620,IDFM:471843,2,4
IDFM:472807,IDFM:470899,2,22
IDFM:471175,IDFM:472845,2,44
IDFM:471282,IDFM:470977,2,13
IDFM:471964,IDFM:492146,2,173
IDFM:471240,IDFM:471721,2,233
IDFM:472193,IDFM:472392,2,34
IDFM:17896,IDFM:470761,2,175
IDFM:monomodalStopPlace:473307,IDFM:monomodalStopPlace:43251,2,108
IDFM:monomodalStopPlace:47322,IDFM:monomodalStopPlace:473179,2,228
IDFM:462942,IDFM:22072,2,149
IDFM:472024,IDFM:471732,2,27
IDFM:472910,IDFM:monomodalStopPlace:47963,2,7
IDFM:monomodalStopPlace:50649,IDFM:23771,2,82
IDFM:471186,IDFM:472111,2,102
IDFM:471558,IDFM:monomodalStopPlace:58873,2,94
IDFM:471148,IDFM:471494,2,120
IDFM:473965,IDFM:473964,2,7
IDFM:472678,IDFM:monomodalStopPlace:411501,2,8
IDFM:473936,IDFM:473937,2,22
IDFM:monomodalStopPlace:473124,IDFM:471686,2,187
IDFM:470664,IDFM:monomodalStopPlace:59352,2,114
IDFM:472871,IDFM:471464,2,13
IDFM:471299,IDFM:472451,2,145
IDFM:21962,IDFM:462971,2,180
IDFM:472240,IDFM:424467,2,88
IDFM:472389,IDFM:472409,2,31
IDFM:474001,IDFM:474002,2,16
IDFM:22007,IDFM:462982,2,420
IDFM:472152,IDFM:monomodalStopPlace:473175,2,95
IDFM:472890,IDFM:21981,2,329
IDFM:472307,IDFM:monomodalStopPlace:42356,2,8
IDFM:472759,IDFM:11791,2,92
IDFM:8844,IDFM:8878,2,60
IDFM:472589,IDFM:19417,2,60
IDFM:474042,IDFM:monomodalStopPlace:43172,2,8
IDFM:472105,IDFM:472663,2,7
IDFM:471560,IDFM:monomodalStopPlace:43143,2,210
IDFM:471917,IDFM:470740,2,287
IDFM:471569,IDFM:33519,2,100
IDFM:462998,IDFM:21978,2,12
IDFM:41443,IDFM:479183,2,31
IDFM:monomodalStopPlace:473448,IDFM:monomodalStopPlace:45493,2,168
IDFM:471299,IDFM:471521,2,8
IDFM:22230,IDFM:471521,2,377
IDFM:463231,IDFM:22378,2,18
IDFM:471032,IDFM:monomodalStopPlace:47935,2,57
IDFM:473909,IDFM:479329,2,8
IDFM:471415,IDFM:470667,2,12
IDFM:472629,IDFM:31074,2,105
IDFM:471896,IDFM:monomodalStopPlace:411495,2,16
IDFM:471220,IDFM:monomodalStopPlace:47910,2,61
IDFM:470606,IDFM:472980,2,133
IDFM:472111,IDFM:488016,2,52
IDFM:470700,IDFM:472399,2,22
IDFM:471335,IDFM:471976,2,158
IDFM:470833,IDFM:491411,2,344
IDFM:471827,IDFM:monomodalStopPlace:58267,2,14
IDFM:monomodalStopPlace:43228,IDFM:473906,2,7
IDFM:22091,IDFM:463060,2,375
IDFM:470747,IDFM:472577,2,249
IDFM:monomodalStopPlace:473515,IDFM:471301,2,65
IDFM:471073,IDFM:463197,2,295
IDFM:472008,IDFM:monomodalStopPlace:411421,2,17
IDFM:2876,IDFM:monomodalStopPlace:43068,2,244
IDFM:471732,IDFM:monomodalStopPlace:45705,2,18
IDFM:monomodalStopPlace:473566,IDFM:472393,2,79
IDFM:420190,IDFM:471810,2,64
IDFM:472022,IDFM:472354,2,41
IDFM:monomodalStopPlace:462357,IDFM:25635,2,186
IDFM:472869,IDFM:monomodalStopPlace:58572,2,380
IDFM:22207,IDFM:463050,2,13
IDFM:471748,IDFM:472271,2,22
IDFM:monomodalStopPlace:43147,IDFM:490759,2,254
IDFM:monomodalStopPlace:470195,IDFM:472128,2,15
IDFM:472856,IDFM:471328,2,130
IDFM:473974,IDFM:monomodalStopPlace:43101,2,9
IDFM:470674,IDFM:471940,2,113
IDFM:486886,IDFM:486888,2,9
IDFM:471124,IDFM:490772,2,96
IDFM:491792,IDFM:472831,2,52
IDFM:463198,IDFM:463199,2,180
IDFM:472451,IDFM:471135,2,28
IDFM:21902,IDFM:22199,2,180
IDFM:472516,IDFM:21964,2,149
IDFM:463233,IDFM:21938,2,2
IDFM:472723,IDFM:472338,2,41
IDFM:monomodalStopPlace:58873,IDFM:470689,2,78
IDFM:463066,IDFM:472273,2,313
IDFM:40003,IDFM:monomodalStopPlace:43223,2,286
IDFM:463188,IDFM:462971,2,342
IDFM:472624,IDFM:471733,2,135
IDFM:22020,IDFM:463285,2,87
IDFM:21987,IDFM:22190,2,352
IDFM:21963,IDFM:monomodalStopPlace:473237,2,153
IDFM:472142,IDFM:471940,2,178
IDFM:monomodalStopPlace:47874,IDFM:471154,2,72
IDFM:471701,IDFM:3087,2,124
IDFM:471028,IDFM:471122,2,79
IDFM:monomodalStopPlace:46477,IDFM:471506,2,98
IDFM:monomodalStopPlace:462901,IDFM:monomodalStopPlace:473343,2,118
IDFM:472882,IDFM:monomodalStopPlace:47877,2,20
IDFM:470797,IDFM:monomodalStopPlace:473119,2,39
IDFM:472205,IDFM:472415,2,10
IDFM:471195,IDFM:monomodalStopPlace:473124,2,187
IDFM:472239,IDFM:471739,2,17
IDFM:474041,IDFM:474032,2,12
IDFM:471687,IDFM:33547,2,110
IDFM:471134,IDFM:22367,2,139
IDFM:471926,IDFM:monomodalStopPlace:43151,2,25
IDFM:470747,IDFM:471094,2,8
IDFM:471341,IDFM:462970,2,325
IDFM:472623,IDFM:472491,2,13
IDFM:monomodalStopPlace:44602,IDFM:monomodalStopPlace:473609,2,264
IDFM:monomodalStopPlace:427871,IDFM:monomodalStopPlace:47874,2,135
IDFM:monomodalStopPlace:58566,IDFM:472273,2,94
IDFM:monomodalStopPlace:473048,IDFM:18739,2,90
IDFM:472124,IDFM:471604,2,298
IDFM:472448,IDFM:monomodalStopPlace:43069,2,43
IDFM:471431,IDFM:472433,2,13
IDFM:471187,IDFM:monomodalStopPlace:45447,2,11
IDFM:33584,IDFM:monomodalStopPlace:47124,2,203
IDFM:463183,IDFM:monomodalStopPlace:58720,2,63
IDFM:22128,IDFM:463111,2,19
IDFM:monomodalStopPlace:47684,IDFM:monomodalStopPlace:473387,2,164
IDFM:471549,IDFM:29288,2,173
IDFM:monomodalStopPlace:491719,IDFM:472399,2,177
IDFM:monomodalStopPlace:43238,IDFM:472319,2,144
IDFM:470981,IDFM:monomodalStopPlace:47923,2,37
IDFM:471540,IDFM:monomodalStopPlace:473350,2,172
IDFM:470883,IDFM:41804,2,347
IDFM:473916,IDFM:462944,2,255
IDFM:470740,IDFM:494991,2,319
IDFM:470724,IDFM:472034,2,162
IDFM:monomodalStopPlace:462394,IDFM:472950,2,80
IDFM:monomodalStopPlace:473242,IDFM:471550,2,156
IDFM:472022,IDFM:471328,2,104
IDFM:471650,IDFM:monomodalStopPlace:463857,2,344
IDFM:470734,IDFM:472692,2,125
IDFM:472545,IDFM:470678,2,19
IDFM:471735,IDFM:471590,2,17
IDFM:471678,IDFM:470770,2,13
IDFM:470766,IDFM:470737,2,98
IDFM:470974,IDFM:473934,2,184
IDFM:monomodalStopPlace:45102,IDFM:463079,2,420
IDFM:471444,IDFM:472406,2,7
IDFM:474008,IDFM:16341,2,163
IDFM:470786,IDFM:monomodalStopPlace:47951,2,19
IDFM:22019,IDFM:463250,2,12
IDFM:21963,IDFM:21926,2,342
IDFM:monomodalStopPlace:473270,IDFM:470982,2,74
IDFM:22093,IDFM:463011,2,13
IDFM:471569,IDFM:monomodalStopPlace:473520,2,127
IDFM:474000,IDFM:monomodalStopPlace:43224,2,14
IDFM:monomodalStopPlace:45771,IDFM:472963,2,25
IDFM:21919,IDFM:22073,2,200
IDFM:monomodalStopPlace:46477,IDFM:471336,2,99
IDFM:471341,IDFM:472110,2,40
IDFM:22178,IDFM:monomodalStopPlace:479035,2,240
IDFM:463239,IDFM:21930,2,367
IDFM:471950,IDFM:470724,2,181
IDFM:monomodalStopPlace:426987,IDFM:471073,2,241
IDFM:monomodalStopPlace:44628,IDFM:monomodalStopPlace:473521,2,50
IDFM:470604,IDFM:472988,2,56
IDFM:monomodalStopPlace:473897,IDFM:472446,2,30
IDFM:22387,IDFM:470734,2,367
IDFM:470728,IDFM:471869,2,256
IDFM:monomodalStopPlace:473497,IDFM:472868,2,104
IDFM:monomodalStopPlace:43241,IDFM:monomodalStopPlace:473193,2,194
IDFM:471976,IDFM:472323,2,39
IDFM:monomodalStopPlace:473385,IDFM:472848,2,104
IDFM:472568,IDFM:monomodalStopPlace:473354,2,141
IDFM:490942,IDFM:470655,2,120
IDFM:471427,IDFM:472509,2,71
IDFM:472443,IDFM:470625,2,29
IDFM:472890,IDFM:472718,2,46
IDFM:8917,IDFM:monomodalStopPlace:47897,2,212
IDFM:463084,IDFM:22229,2,166
IDFM:471263,IDFM:472154,2,12
IDFM:472034,IDFM:470728,2,179
IDFM:monomodalStopPlace:44619,IDFM:20628,2,197
IDFM:monomodalStopPlace:473103,IDFM:472105,2,154
IDFM:471759,IDFM:470924,2,337
IDFM:monomodalStopPlace:43222,IDFM:monomodalStopPlace:473619,2,128
IDFM:monomodalStopPlace:473352,IDFM:472297,2,60
IDFM:473972,IDFM:473971,2,8
IDFM:470910,IDFM:471853,2,248
IDFM:471346,IDFM:monomodalStopPlace:473612,2,80
IDFM:472780,IDFM:monomodalStopPlace:473546,2,181
IDFM:484166,IDFM:473934,2,169
IDFM:472777,IDFM:monomodalStopPlace:47927,2,273
IDFM:472950,IDFM:471102,2,154
IDFM:22122,IDFM:463117,2,13
IDFM:22095,IDFM:473923,2,46
IDFM:monomodalStopPlace:43215,IDFM:monomodalStopPlace:473600,2,239
IDFM:471704,IDFM:472964,2,170
