route_id,schedule_id,source_name,origin,destination,origin_country,destination_country,distance_km,duration_min,duration_minutes,duration_hours,avg_speed_kmh,is_international,train_type,weekly_frequency,estimated_co2_saving_kg,substitution_potential
sncb_88____:L70::8831005:8841004:11:1520:20261212,sncb_88____:L70::8831005:8841004:11:1520:20261212,sncb,Hasselt,Liège-Guillemins,BE,BE,38.0,60.0,60.0,1.0,38.0,False,day,0,5.7,faible_potentiel
sncb_88____:L70::8831005:8841004:11:1521:20260301,sncb_88____:L70::8831005:8841004:11:1521:20260301,sncb,Hasselt,Liège-Guillemins,BE,BE,38.0,61.0,61.0,1.017,37.38,False,day,0,5.7,faible_potentiel
sncb_88____:L70::8831005:8841004:11:1524:20260426,sncb_88____:L70::8831005:8841004:11:1524:20260426,sncb,Hasselt,Liège-Guillemins,BE,BE,38.0,64.0,64.0,1.067,35.62,False,day,0,5.7,faible_potentiel
sncb_88____:L70::8831005:8841004:11:1524:20260607,sncb_88____:L70::8831005:8841004:11:1524:20260607,sncb,Hasselt,Liège-Guillemins,BE,BE,38.0,64.0,64.0,1.067,35.62,False,day,0,5.7,faible_potentiel
sncb_88____:L70::8831005:8841004:11:1539:20260821,sncb_88____:L70::8831005:8841004:11:1539:20260821,sncb,Hasselt,Liège-Guillemins,BE,BE,38.0,61.0,61.0,1.017,37.38,False,day,0,5.7,faible_potentiel
sncb_88____:L70::8831005:8841004:11:1618:20260510,sncb_88____:L70::8831005:8841004:11:1618:20260510,sncb,Hasselt,Liège-Guillemins,BE,BE,38.0,58.0,58.0,0.967,39.31,False,day,0,5.7,faible_potentiel
sncb_88____:L70::8831005:8841004:11:1620:20261212,sncb_88____:L70::8831005:8841004:11:1620:20261212,sncb,Hasselt,Liège-Guillemins,BE,BE,38.0,60.0,60.0,1.0,38.0,False,day,0,5.7,faible_potentiel
sncb_88____:L70::8831005:8841004:11:1621:20260301,sncb_88____:L70::8831005:8841004:11:1621:20260301,sncb,Hasselt,Liège-Guillemins,BE,BE,38.0,61.0,61.0,1.017,37.38,False,day,0,5.7,faible_potentiel
sncb_88____:L70::8831005:8841004:11:1639:20260821,sncb_88____:L70::8831005:8841004:11:1639:20260821,sncb,Hasselt,Liège-Guillemins,BE,BE,38.0,61.0,61.0,1.017,37.38,False,day,0,5.7,faible_potentiel
sncb_88____:L70::8831005:8841004:11:1718:20260510,sncb_88____:L70::8831005:8841004:11:1718:20260510,sncb,Hasselt,Liège-Guillemins,BE,BE,38.0,58.0,58.0,0.967,39.31,False,day,0,5.7,faible_potentiel
sncb_88____:L70::8831005:8841004:11:1720:20261212,sncb_88____:L70::8831005:8841004:11:1720:20261212,sncb,Hasselt,Liège-Guillemins,BE,BE,38.0,60.0,60.0,1.0,38.0,False,day,0,5.7,faible_potentiel
sncb_88____:L70::8831005:8841004:11:1721:20260301,sncb_88____:L70::8831005:8841004:11:1721:20260301,sncb,Hasselt,Liège-Guillemins,BE,BE,38.0,61.0,61.0,1.017,37.38,False,day,0,5.7,faible_potentiel
sncb_88____:L70::8831005:8841004:11:1739:20260821,sncb_88____:L70::8831005:8841004:11:1739:20260821,sncb,Hasselt,Liège-Guillemins,BE,BE,38.0,61.0,61.0,1.017,37.38,False,day,0,5.7,faible_potentiel
sncb_88____:L70::8831005:8841004:11:1818:20260510,sncb_88____:L70::8831005:8841004:11:1818:20260510,sncb,Hasselt,Liège-Guillemins,BE,BE,38.0,58.0,58.0,0.967,39.31,False,day,0,5.7,faible_potentiel
sncb_88____:L70::8831005:8841004:11:1820:20261212,sncb_88____:L70::8831005:8841004:11:1820:20261212,sncb,Hasselt,Liège-Guillemins,BE,BE,38.0,60.0,60.0,1.0,38.0,False,day,0,5.7,faible_potentiel
sncb_88____:L70::8831005:8841004:11:1821:20260301,sncb_88____:L70::8831005:8841004:11:1821:20260301,sncb,Hasselt,Liège-Guillemins,BE,BE,38.0,61.0,61.0,1.017,37.38,False,day,0,5.7,faible_potentiel
sncb_88____:L70::8831005:8841004:11:1839:20260821,sncb_88____:L70::8831005:8841004:11:1839:20260821,sncb,Hasselt,Liège-Guillemins,BE,BE,38.0,61.0,61.0,1.017,37.38,False,day,0,5.7,faible_potentiel
sncb_88____:L70::8831005:8841004:11:1918:20260510,sncb_88____:L70::8831005:8841004:11:1918:20260510,sncb,Hasselt,Liège-Guillemins,BE,BE,38.0,58.0,58.0,0.967,39.31,False,day,0,5.7,faible_potentiel
sncb_88____:L70::8831005:8841004:11:1920:20261212,sncb_88____:L70::8831005:8841004:11:1920:20261212,sncb,Hasselt,Liège-Guillemins,BE,BE,38.0,60.0,60.0,1.0,38.0,False,day,0,5.7,faible_potentiel
sncb_88____:L70::8831005:8841004:11:1921:20260301,sncb_88____:L70::8831005:8841004:11:1921:20260301,sncb,Hasselt,Liège-Guillemins,BE,BE,38.0,61.0,61.0,1.017,37.38,False,day,0,5.7,faible_potentiel
sncb_88____:L70::8831005:8841004:11:1939:20260821,sncb_88____:L70::8831005:8841004:11:1939:20260821,sncb,Hasselt,Liège-Guillemins,BE,BE,38.0,61.0,61.0,1.017,37.38,False,day,0,5.7,faible_potentiel
sncb_88____:L70::8831005:8841004:11:2018:20260510,sncb_88____:L70::8831005:8841004:11:2018:20260510,sncb,Hasselt,Liège-Guillemins,BE,BE,38.0,58.0,58.0,0.967,39.31,False,day,0,5.7,faible_potentiel
sncb_88____:L70::8831005:8841004:11:2020:20261212,sncb_88____:L70::8831005:8841004:11:2020:20261212,sncb,Hasselt,Liège-Guillemins,BE,BE,38.0,60.0,60.0,1.0,38.0,False,day,0,5.7,faible_potentiel
sncb_88____:L70::8831005:8841004:11:2021:20260301,sncb_88____:L70::8831005:8841004:11:2021:20260301,sncb,Hasselt,Liège-Guillemins,BE,BE,38.0,61.0,61.0,1.017,37.38,False,day,0,5.7,faible_potentiel
sncb_88____:L70::8831005:8841004:11:2039:20260821,sncb_88____:L70::8831005:8841004:11:2039:20260821,sncb,Hasselt,Liège-Guillemins,BE,BE,38.0,61.0,61.0,1.017,37.38,False,day,0,5.7,faible_potentiel
sncb_88____:L70::8831005:8841004:11:2118:20260510,sncb_88____:L70::8831005:8841004:11:2118:20260510,sncb,Hasselt,Liège-Guillemins,BE,BE,38.0,58.0,58.0,0.967,39.31,False,day,0,5.7,faible_potentiel
sncb_88____:L70::8831005:8841004:11:2120:20261212,sncb_88____:L70::8831005:8841004:11:2120:20261212,sncb,Hasselt,Liège-Guillemins,BE,BE,38.0,60.0,60.0,1.0,38.0,False,day,0,5.7,faible_potentiel
sncb_88____:L70::8831005:8841004:11:2121:20260301,sncb_88____:L70::8831005:8841004:11:2121:20260301,sncb,Hasselt,Liège-Guillemins,BE,BE,38.0,61.0,61.0,1.017,37.38,False,day,0,5.7,faible_potentiel
sncb_88____:L70::8831005:8841004:11:2139:20260227,sncb_88____:L70::8831005:8841004:11:2139:20260227,sncb,Hasselt,Liège-Guillemins,BE,BE,38.0,62.0,62.0,1.033,36.77,False,day,0,5.7,faible_potentiel
sncb_88____:L70::8831005:8841004:11:2139:20261211,sncb_88____:L70::8831005:8841004:11:2139:20261211,sncb,Hasselt,Liège-Guillemins,BE,BE,38.0,61.0,61.0,1.017,37.38,False,day,0,5.7,faible_potentiel
sncb_88____:L70::8831005:8841004:11:2218:20260510,sncb_88____:L70::8831005:8841004:11:2218:20260510,sncb,Hasselt,Liège-Guillemins,BE,BE,38.0,58.0,58.0,0.967,39.31,False,day,0,5.7,faible_potentiel
sncb_88____:L70::8831005:8841004:11:2220:20261212,sncb_88____:L70::8831005:8841004:11:2220:20261212,sncb,Hasselt,Liège-Guillemins,BE,BE,38.0,60.0,60.0,1.0,38.0,False,day,0,5.7,faible_potentiel
sncb_88____:L70::8831005:8841004:11:2221:20260301,sncb_88____:L70::8831005:8841004:11:2221:20260301,sncb,Hasselt,Liège-Guillemins,BE,BE,38.0,61.0,61.0,1.017,37.38,False,day,0,5.7,faible_potentiel
sncb_88____:L70::8831005:8841004:11:639:20260821,sncb_88____:L70::8831005:8841004:11:639:20260821,sncb,Hasselt,Liège-Guillemins,BE,BE,38.0,61.0,61.0,1.017,37.38,False,day,0,5.7,faible_potentiel
sncb_88____:L70::8831005:8841004:11:718:20260510,sncb_88____:L70::8831005:8841004:11:718:20260510,sncb,Hasselt,Liège-Guillemins,BE,BE,38.0,58.0,58.0,0.967,39.31,False,day,0,5.7,faible_potentiel
sncb_88____:L70::8831005:8841004:11:720:20261212,sncb_88____:L70::8831005:8841004:11:720:20261212,sncb,Hasselt,Liège-Guillemins,BE,BE,38.0,60.0,60.0,1.0,38.0,False,day,0,5.7,faible_potentiel
sncb_88____:L70::8831005:8841004:11:721:20260301,sncb_88____:L70::8831005:8841004:11:721:20260301,sncb,Hasselt,Liège-Guillemins,BE,BE,38.0,61.0,61.0,1.017,37.38,False,day,0,5.7,faible_potentiel
sncb_88____:L70::8831005:8841004:11:739:20260821,sncb_88____:L70::8831005:8841004:11:739:20260821,sncb,Hasselt,Liège-Guillemins,BE,BE,38.0,61.0,61.0,1.017,37.38,False,day,0,5.7,faible_potentiel
sncb_88____:L70::8831005:8841004:11:818:20260510,sncb_88____:L70::8831005:8841004:11:818:20260510,sncb,Hasselt,Liège-Guillemins,BE,BE,38.0,58.0,58.0,0.967,39.31,False,day,0,5.7,faible_potentiel
sncb_88____:L70::8831005:8841004:11:820:20261212,sncb_88____:L70::8831005:8841004:11:820:20261212,sncb,Hasselt,Liège-Guillemins,BE,BE,38.0,60.0,60.0,1.0,38.0,False,day,0,5.7,faible_potentiel
sncb_88____:L70::8831005:8841004:11:821:20260301,sncb_88____:L70::8831005:8841004:11:821:20260301,sncb,Hasselt,Liège-Guillemins,BE,BE,38.0,61.0,61.0,1.017,37.38,False,day,0,5.7,faible_potentiel
sncb_88____:L70::8831005:8841004:11:839:20260821,sncb_88____:L70::8831005:8841004:11:839:20260821,sncb,Hasselt,Liège-Guillemins,BE,BE,38.0,61.0,61.0,1.017,37.38,False,day,0,5.7,faible_potentiel
sncb_88____:L70::8831005:8841004:11:918:20260510,sncb_88____:L70::8831005:8841004:11:918:20260510,sncb,Hasselt,Liège-Guillemins,BE,BE,38.0,58.0,58.0,0.967,39.31,False,day,0,5.7,faible_potentiel
sncb_88____:L70::8831005:8841004:11:920:20261212,sncb_88____:L70::8831005:8841004:11:920:20261212,sncb,Hasselt,Liège-Guillemins,BE,BE,38.0,60.0,60.0,1.0,38.0,False,day,0,5.7,faible_potentiel
sncb_88____:L70::8831005:8841004:11:921:20260301,sncb_88____:L70::8831005:8841004:11:921:20260301,sncb,Hasselt,Liège-Guillemins,BE,BE,38.0,61.0,61.0,1.017,37.38,False,day,0,5.7,faible_potentiel
sncb_88____:L70::8831005:8841004:11:924:20260607,sncb_88____:L70::8831005:8841004:11:924:20260607,sncb,Hasselt,Liège-Guillemins,BE,BE,38.0,64.0,64.0,1.067,35.62,False,day,0,5.7,faible_potentiel
sncb_88____:L70::8831005:8841004:11:939:20260821,sncb_88____:L70::8831005:8841004:11:939:20260821,sncb,Hasselt,Liège-Guillemins,BE,BE,38.0,61.0,61.0,1.017,37.38,False,day,0,5.7,faible_potentiel
sncb_88____:L70::8831005:8844008:19:1016:20260227,sncb_88____:L70::8831005:8844008:19:1016:20260227,sncb,Hasselt,Verviers-Central,BE,BE,53.2,99.0,99.0,1.65,32.24,False,day,0,7.98,faible_potentiel
sncb_88____:L70::8831005:8844008:19:1016:20260403,sncb_88____:L70::8831005:8844008:19:1016:20260403,sncb,Hasselt,Verviers-Central,BE,BE,53.2,98.0,98.0,1.633,32.57,False,day,0,7.98,faible_potentiel
sncb_88____:L70::8831005:8844008:19:1017:20261211,sncb_88____:L70::8831005:8844008:19:1017:20261211,sncb,Hasselt,Verviers-Central,BE,BE,53.2,99.0,99.0,1.65,32.24,False,day,0,7.98,faible_potentiel
sncb_88____:L70::8831005:8844008:19:1018:20260612,sncb_88____:L70::8831005:8844008:19:1018:20260612,sncb,Hasselt,Verviers-Central,BE,BE,53.2,100.0,100.0,1.667,31.92,False,day,0,7.98,faible_potentiel
sncb_88____:L70::8831005:8844008:19:1116:20260227,sncb_88____:L70::8831005:8844008:19:1116:20260227,sncb,Hasselt,Verviers-Central,BE,BE,53.2,99.0,99.0,1.65,32.24,False,day,0,7.98,faible_potentiel
sncb_88____:L70::8831005:8844008:19:1116:20260403,sncb_88____:L70::8831005:8844008:19:1116:20260403,sncb,Hasselt,Verviers-Central,BE,BE,53.2,98.0,98.0,1.633,32.57,False,day,0,7.98,faible_potentiel
sncb_88____:L70::8831005:8844008:19:1117:20261211,sncb_88____:L70::8831005:8844008:19:1117:20261211,sncb,Hasselt,Verviers-Central,BE,BE,53.2,99.0,99.0,1.65,32.24,False,day,0,7.98,faible_potentiel
sncb_88____:L70::8831005:8844008:19:1118:20260612,sncb_88____:L70::8831005:8844008:19:1118:20260612,sncb,Hasselt,Verviers-Central,BE,BE,53.2,100.0,100.0,1.667,31.92,False,day,0,7.98,faible_potentiel
sncb_88____:L70::8831005:8844008:19:1216:20260227,sncb_88____:L70::8831005:8844008:19:1216:20260227,sncb,Hasselt,Verviers-Central,BE,BE,53.2,99.0,99.0,1.65,32.24,False,day,0,7.98,faible_potentiel
sncb_88____:L70::8831005:8844008:19:1216:20260403,sncb_88____:L70::8831005:8844008:19:1216:20260403,sncb,Hasselt,Verviers-Central,BE,BE,53.2,98.0,98.0,1.633,32.57,False,day,0,7.98,faible_potentiel
sncb_88____:L70::8831005:8844008:19:1216:20260612,sncb_88____:L70::8831005:8844008:19:1216:20260612,sncb,Hasselt,Verviers-Central,BE,BE,53.2,98.0,98.0,1.633,32.57,False,day,0,7.98,faible_potentiel
sncb_88____:L70::8831005:8844008:19:1217:20260831,sncb_88____:L70::8831005:8844008:19:1217:20260831,sncb,Hasselt,Verviers-Central,BE,BE,53.2,99.0,99.0,1.65,32.24,False,day,0,7.98,faible_potentiel
sncb_88____:L70::8831005:8844008:19:1217:20261211,sncb_88____:L70::8831005:8844008:19:1217:20261211,sncb,Hasselt,Verviers-Central,BE,BE,53.2,99.0,99.0,1.65,32.24,False,day,0,7.98,faible_potentiel
sncb_88____:L70::8831005:8844008:19:1218:20260611,sncb_88____:L70::8831005:8844008:19:1218:20260611,sncb,Hasselt,Verviers-Central,BE,BE,53.2,100.0,100.0,1.667,31.92,False,day,0,7.98,faible_potentiel
sncb_88____:L70::8831005:8844008:19:1316:20260227,sncb_88____:L70::8831005:8844008:19:1316:20260227,sncb,Hasselt,Verviers-Central,BE,BE,53.2,99.0,99.0,1.65,32.24,False,day,0,7.98,faible_potentiel
sncb_88____:L70::8831005:8844008:19:1316:20260403,sncb_88____:L70::8831005:8844008:19:1316:20260403,sncb,Hasselt,Verviers-Central,BE,BE,53.2,98.0,98.0,1.633,32.57,False,day,0,7.98,faible_potentiel
sncb_88____:L70::8831005:8844008:19:1317:20261211,sncb_88____:L70::8831005:8844008:19:1317:20261211,sncb,Hasselt,Verviers-Central,BE,BE,53.2,99.0,99.0,1.65,32.24,False,day,0,7.98,faible_potentiel
sncb_88____:L70::8831005:8844008:19:1318:20260612,sncb_88____:L70::8831005:8844008:19:1318:20260612,sncb,Hasselt,Verviers-Central,BE,BE,53.2,100.0,100.0,1.667,31.92,False,day,0,7.98,faible_potentiel
sncb_88____:L70::8831005:8844008:19:1416:20260227,sncb_88____:L70::8831005:8844008:19:1416:20260227,sncb,Hasselt,Verviers-Central,BE,BE,53.2,99.0,99.0,1.65,32.24,False,day,0,7.98,faible_potentiel
sncb_88____:L70::8831005:8844008:19:1416:20260403,sncb_88____:L70::8831005:8844008:19:1416:20260403,sncb,Hasselt,Verviers-Central,BE,BE,53.2,98.0,98.0,1.633,32.57,False,day,0,7.98,faible_potentiel
sncb_88____:L70::8831005:8844008:19:1417:20261211,sncb_88____:L70::8831005:8844008:19:1417:20261211,sncb,Hasselt,Verviers-Central,BE,BE,53.2,99.0,99.0,1.65,32.24,False,day,0,7.98,faible_potentiel
sncb_88____:L70::8831005:8844008:19:1418:20260612,sncb_88____:L70::8831005:8844008:19:1418:20260612,sncb,Hasselt,Verviers-Central,BE,BE,53.2,100.0,100.0,1.667,31.92,False,day,0,7.98,faible_potentiel
sncb_88____:L70::8831005:8844008:19:1516:20260227,sncb_88____:L70::8831005:8844008:19:1516:20260227,sncb,Hasselt,Verviers-Central,BE,BE,53.2,99.0,99.0,1.65,32.24,False,day,0,7.98,faible_potentiel
sncb_88____:L70::8831005:8844008:19:1516:20260403,sncb_88____:L70::8831005:8844008:19:1516:20260403,sncb,Hasselt,Verviers-Central,BE,BE,53.2,98.0,98.0,1.633,32.57,False,day,0,7.98,faible_potentiel
sncb_88____:L70::8831005:8844008:19:1517:20261211,sncb_88____:L70::8831005:8844008:19:1517:20261211,sncb,Hasselt,Verviers-Central,BE,BE,53.2,99.0,99.0,1.65,32.24,False,day,0,7.98,faible_potentiel
sncb_88____:L70::8831005:8844008:19:1518:20260612,sncb_88____:L70::8831005:8844008:19:1518:20260612,sncb,Hasselt,Verviers-Central,BE,BE,53.2,100.0,100.0,1.667,31.92,False,day,0,7.98,faible_potentiel
sncb_88____:L70::8831005:8844008:19:1616:20260227,sncb_88____:L70::8831005:8844008:19:1616:20260227,sncb,Hasselt,Verviers-Central,BE,BE,53.2,99.0,99.0,1.65,32.24,False,day,0,7.98,faible_potentiel
sncb_88____:L70::8831005:8844008:19:1616:20260403,sncb_88____:L70::8831005:8844008:19:1616:20260403,sncb,Hasselt,Verviers-Central,BE,BE,53.2,98.0,98.0,1.633,32.57,False,day,0,7.98,faible_potentiel
sncb_88____:L70::8831005:8844008:19:1617:20261211,sncb_88____:L70::8831005:8844008:19:1617:20261211,sncb,Hasselt,Verviers-Central,BE,BE,53.2,99.0,99.0,1.65,32.24,False,day,0,7.98,faible_potentiel
sncb_88____:L70::8831005:8844008:19:1618:20260612,sncb_88____:L70::8831005:8844008:19:1618:20260612,sncb,Hasselt,Verviers-Central,BE,BE,53.2,100.0,100.0,1.667,31.92,False,day,0,7.98,faible_potentiel
sncb_88____:L70::8831005:8844008:19:1716:20260227,sncb_88____:L70::8831005:8844008:19:1716:20260227,sncb,Hasselt,Verviers-Central,BE,BE,53.2,99.0,99.0,1.65,32.24,False,day,0,7.98,faible_potentiel
sncb_88____:L70::8831005:8844008:19:1716:20260403,sncb_88____:L70::8831005:8844008:19:1716:20260403,sncb,Hasselt,Verviers-Central,BE,BE,53.2,98.0,98.0,1.633,32.57,False,day,0,7.98,faible_potentiel
sncb_88____:L70::8831005:8844008:19:1716:20261211,sncb_88____:L70::8831005:8844008:19:1716:20261211,sncb,Hasselt,Verviers-Central,BE,BE,53.2,98.0,98.0,1.633,32.57,False,day,0,7.98,faible_potentiel
sncb_88____:L70::8831005:8844008:19:1718:20260612,sncb_88____:L70::8831005:8844008:19:1718:20260612,sncb,Hasselt,Verviers-Central,BE,BE,53.2,100.0,100.0,1.667,31.92,False,day,0,7.98,faible_potentiel
sncb_88____:L70::8831005:8844008:19:1816:20260227,sncb_88____:L70::8831005:8844008:19:1816:20260227,sncb,Hasselt,Verviers-Central,BE,BE,53.2,99.0,99.0,1.65,32.24,False,day,0,7.98,faible_potentiel
sncb_88____:L70::8831005:8844008:19:1816:20260403,sncb_88____:L70::8831005:8844008:19:1816:20260403,sncb,Hasselt,Verviers-Central,BE,BE,53.2,98.0,98.0,1.633,32.57,False,day,0,7.98,faible_potentiel
sncb_88____:L70::8831005:8844008:19:1817:20261211,sncb_88____:L70::8831005:8844008:19:1817:20261211,sncb,Hasselt,Verviers-Central,BE,BE,53.2,99.0,99.0,1.65,32.24,False,day,0,7.98,faible_potentiel
sncb_88____:L70::8831005:8844008:19:1818:20260612,sncb_88____:L70::8831005:8844008:19:1818:20260612,sncb,Hasselt,Verviers-Central,BE,BE,53.2,100.0,100.0,1.667,31.92,False,day,0,7.98,faible_potentiel
sncb_88____:L70::8831005:8844008:19:1916:20260227,sncb_88____:L70::8831005:8844008:19:1916:20260227,sncb,Hasselt,Verviers-Central,BE,BE,53.2,99.0,99.0,1.65,32.24,False,day,0,7.98,faible_potentiel
sncb_88____:L70::8831005:8844008:19:1916:20260403,sncb_88____:L70::8831005:8844008:19:1916:20260403,sncb,Hasselt,Verviers-Central,BE,BE,53.2,98.0,98.0,1.633,32.57,False,day,0,7.98,faible_potentiel
sncb_88____:L70::8831005:8844008:19:1917:20261211,sncb_88____:L70::8831005:8844008:19:1917:20261211,sncb,Hasselt,Verviers-Central,BE,BE,53.2,99.0,99.0,1.65,32.24,False,day,0,7.98,faible_potentiel
sncb_88____:L70::8831005:8844008:19:1918:20260612,sncb_88____:L70::8831005:8844008:19:1918:20260612,sncb,Hasselt,Verviers-Central,BE,BE,53.2,100.0,100.0,1.667,31.92,False,day,0,7.98,faible_potentiel
sncb_88____:L70::8831005:8844008:19:2016:20260227,sncb_88____:L70::8831005:8844008:19:2016:20260227,sncb,Hasselt,Verviers-Central,BE,BE,53.2,99.0,99.0,1.65,32.24,False,day,0,7.98,faible_potentiel
sncb_88____:L70::8831005:8844008:19:2016:20260403,sncb_88____:L70::8831005:8844008:19:2016:20260403,sncb,Hasselt,Verviers-Central,BE,BE,53.2,98.0,98.0,1.633,32.57,False,day,0,7.98,faible_potentiel
sncb_88____:L70::8831005:8844008:19:2016:20261211,sncb_88____:L70::8831005:8844008:19:2016:20261211,sncb,Hasselt,Verviers-Central,BE,BE,53.2,98.0,98.0,1.633,32.57,False,day,0,7.98,faible_potentiel
sncb_88____:L70::8831005:8844008:19:2017:20260612,sncb_88____:L70::8831005:8844008:19:2017:20260612,sncb,Hasselt,Verviers-Central,BE,BE,53.2,99.0,99.0,1.65,32.24,False,day,0,7.98,faible_potentiel
sncb_88____:L70::8831005:8844008:19:2116:20260227,sncb_88____:L70::8831005:8844008:19:2116:20260227,sncb,Hasselt,Verviers-Central,BE,BE,53.2,99.0,99.0,1.65,32.24,False,day,0,7.98,faible_potentiel
sncb_88____:L70::8831005:8844008:19:2116:20260403,sncb_88____:L70::8831005:8844008:19:2116:20260403,sncb,Hasselt,Verviers-Central,BE,BE,53.2,98.0,98.0,1.633,32.57,False,day,0,7.98,faible_potentiel
sncb_88____:L70::8831005:8844008:19:2117:20261211,sncb_88____:L70::8831005:8844008:19:2117:20261211,sncb,Hasselt,Verviers-Central,BE,BE,53.2,99.0,99.0,1.65,32.24,False,day,0,7.98,faible_potentiel
sncb_88____:L70::8831005:8844008:19:2118:20260612,sncb_88____:L70::8831005:8844008:19:2118:20260612,sncb,Hasselt,Verviers-Central,BE,BE,53.2,100.0,100.0,1.667,31.92,False,day,0,7.98,faible_potentiel
sncb_88____:L70::8831005:8844008:19:716:20260227,sncb_88____:L70::8831005:8844008:19:716:20260227,sncb,Hasselt,Verviers-Central,BE,BE,53.2,99.0,99.0,1.65,32.24,False,day,0,7.98,faible_potentiel
sncb_88____:L70::8831005:8844008:19:716:20260403,sncb_88____:L70::8831005:8844008:19:716:20260403,sncb,Hasselt,Verviers-Central,BE,BE,53.2,98.0,98.0,1.633,32.57,False,day,0,7.98,faible_potentiel
sncb_88____:L70::8831005:8844008:19:717:20261211,sncb_88____:L70::8831005:8844008:19:717:20261211,sncb,Hasselt,Verviers-Central,BE,BE,53.2,99.0,99.0,1.65,32.24,False,day,0,7.98,faible_potentiel
sncb_88____:L70::8831005:8844008:19:718:20260612,sncb_88____:L70::8831005:8844008:19:718:20260612,sncb,Hasselt,Verviers-Central,BE,BE,53.2,100.0,100.0,1.667,31.92,False,day,0,7.98,faible_potentiel
sncb_88____:L70::8831005:8844008:19:816:20260227,sncb_88____:L70::8831005:8844008:19:816:20260227,sncb,Hasselt,Verviers-Central,BE,BE,53.2,99.0,99.0,1.65,32.24,False,day,0,7.98,faible_potentiel
sncb_88____:L70::8831005:8844008:19:816:20260612,sncb_88____:L70::8831005:8844008:19:816:20260612,sncb,Hasselt,Verviers-Central,BE,BE,53.2,98.0,98.0,1.633,32.57,False,day,0,7.98,faible_potentiel
sncb_88____:L70::8831005:8844008:19:817:20261211,sncb_88____:L70::8831005:8844008:19:817:20261211,sncb,Hasselt,Verviers-Central,BE,BE,53.2,99.0,99.0,1.65,32.24,False,day,0,7.98,faible_potentiel
sncb_88____:L70::8831005:8844008:19:916:20260227,sncb_88____:L70::8831005:8844008:19:916:20260227,sncb,Hasselt,Verviers-Central,BE,BE,53.2,99.0,99.0,1.65,32.24,False,day,0,7.98,faible_potentiel
sncb_88____:L70::8831005:8844008:19:916:20260403,sncb_88____:L70::8831005:8844008:19:916:20260403,sncb,Hasselt,Verviers-Central,BE,BE,53.2,98.0,98.0,1.633,32.57,False,day,0,7.98,faible_potentiel
sncb_88____:L70::8831005:8844008:19:917:20261211,sncb_88____:L70::8831005:8844008:19:917:20261211,sncb,Hasselt,Verviers-Central,BE,BE,53.2,99.0,99.0,1.65,32.24,False,day,0,7.98,faible_potentiel
sncb_88____:L70::8831005:8844008:19:918:20260612,sncb_88____:L70::8831005:8844008:19:918:20260612,sncb,Hasselt,Verviers-Central,BE,BE,53.2,100.0,100.0,1.667,31.92,False,day,0,7.98,faible_potentiel
sncb_88____:L70::8831310:8831005:4:1026:20260604,sncb_88____:L70::8831310:8831005:4:1026:20260604,sncb,Tongres,Hasselt,BE,BE,19.2,23.0,23.0,0.383,50.09,False,day,0,2.88,faible_potentiel
sncb_88____:L70::8831310:8831005:4:1037:20260823,sncb_88____:L70::8831310:8831005:4:1037:20260823,sncb,Tongres,Hasselt,BE,BE,19.2,22.0,22.0,0.367,52.36,False,day,0,2.88,faible_potentiel
sncb_88____:L70::8831310:8831005:4:1126:20260604,sncb_88____:L70::8831310:8831005:4:1126:20260604,sncb,Tongres,Hasselt,BE,BE,19.2,23.0,23.0,0.383,50.09,False,day,0,2.88,faible_potentiel
sncb_88____:L70::8831310:8831005:4:1137:20260823,sncb_88____:L70::8831310:8831005:4:1137:20260823,sncb,Tongres,Hasselt,BE,BE,19.2,22.0,22.0,0.367,52.36,False,day,0,2.88,faible_potentiel
sncb_88____:L70::8831310:8831005:4:1226:20260604,sncb_88____:L70::8831310:8831005:4:1226:20260604,sncb,Tongres,Hasselt,BE,BE,19.2,23.0,23.0,0.383,50.09,False,day,0,2.88,faible_potentiel
sncb_88____:L70::8831310:8831005:4:1237:20260823,sncb_88____:L70::8831310:8831005:4:1237:20260823,sncb,Tongres,Hasselt,BE,BE,19.2,22.0,22.0,0.367,52.36,False,day,0,2.88,faible_potentiel
sncb_88____:L70::8831310:8831005:4:1326:20260604,sncb_88____:L70::8831310:8831005:4:1326:20260604,sncb,Tongres,Hasselt,BE,BE,19.2,23.0,23.0,0.383,50.09,False,day,0,2.88,faible_potentiel
sncb_88____:L70::8831310:8831005:4:1338:20260823,sncb_88____:L70::8831310:8831005:4:1338:20260823,sncb,Tongres,Hasselt,BE,BE,19.2,23.0,23.0,0.383,50.09,False,day,0,2.88,faible_potentiel
sncb_88____:L70::8831310:8831005:4:1426:20260604,sncb_88____:L70::8831310:8831005:4:1426:20260604,sncb,Tongres,Hasselt,BE,BE,19.2,23.0,23.0,0.383,50.09,False,day,0,2.88,faible_potentiel
sncb_88____:L70::8831310:8831005:4:1437:20260823,sncb_88____:L70::8831310:8831005:4:1437:20260823,sncb,Tongres,Hasselt,BE,BE,19.2,22.0,22.0,0.367,52.36,False,day,0,2.88,faible_potentiel
sncb_88____:L70::8831310:8831005:4:1537:20260823,sncb_88____:L70::8831310:8831005:4:1537:20260823,sncb,Tongres,Hasselt,BE,BE,19.2,22.0,22.0,0.367,52.36,False,day,0,2.88,faible_potentiel
